2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001
 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294  2294
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   15   15   15   14   16   14   15   15   15   15   14   15   15   15   15   15   14   15   15
  15   15   15   15   15   15   15   15   14   16   14   15   15   15   15   14   15   15   15   15   15   14   15   15
   2.9    2.7    2.9    4.2    5.4    5.9    5.6    4.9    6.2    6.0    3.5    3.1    5.2    6.6    6.4    6.4    6.0    6.4    6.4    6.2    6.4    6.6    6.3    6.1
   2.8    2.7    2.9    4.1    5.2    5.8    5.2    4.5    6.1    5.7    3.3    3.0    5.0    6.6    6.3    5.7    5.6    6.2    6.1    5.2    6.3    6.5    6.2    6.1
  34.0   25.4   27.7   36.8   57.2   64.6   68.5   55.3   47.0   62.7   67.8   66.5   58.7   41.6   24.4   46.1   48.8   29.4    8.4   43.6   37.4   34.8   18.4    5.0
 177.1  181.4  181.1  172.9  168.3  180.4  183.7  174.9  171.9  217.0  219.4  203.6  178.0  204.5  195.3  194.2  200.7  193.3  180.4  212.8  201.1  198.8  195.2  185.8
  -2.4   -2.5   -2.6   -3.3   -2.8   -2.5   -1.9   -2.6   -4.1   -2.1   -1.0   -1.1   -2.6   -4.5   -5.5   -3.9   -3.4   -5.3   -6.1   -3.2   -4.6   -5.1   -5.7   -6.0
   0.1   -0.1   -0.1    0.4    0.6    0.0   -0.1    0.2    0.6   -1.6   -0.8   -0.5    0.1   -2.0   -1.5   -1.0   -1.3   -1.2    0.0   -2.0   -1.8   -1.7   -1.5   -0.6
   1.6    1.2    1.4    2.5    4.4    5.2    4.8    3.7    4.4    5.1    3.1    2.7    4.3    4.4    2.6    4.1    4.2    3.0    0.9    3.6    3.8    3.7    2.0    0.5
   0.4    0.1    0.2    1.1    2.0    1.9    1.9    1.8    2.6    1.1    0.9    0.9    2.2    0.3   -0.2    0.7    0.3   -0.2    0.2   -1.1   -1.0   -1.0   -1.2   -0.5
   1.6    1.2    1.4    2.3    4.0    4.8    4.4    3.2    3.6    5.2    3.1    2.6    3.7    4.8    3.0    4.2    4.4    3.2    0.9    4.0    4.1    3.9    2.2    0.6
   0.1    0.0    0.3    0.3    0.3    0.4    1.2    0.8    0.4    0.9    0.5    0.4    1.0    0.1    0.1    0.4    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.1
   0.2    0.2    0.4    0.6    1.4    1.2    2.4    2.0    1.0    1.9    1.0    0.7    1.6    0.5    1.1    2.7    2.1    1.5    1.8    3.2    1.4    0.6    1.2    0.6
   0.1    0.1    0.2    0.2    0.6    0.8    1.7    1.3    0.3    1.4    0.7    0.3    1.1    0.2    0.5    2.3    1.4    0.7    0.6    1.8    1.1    0.3    0.3    0.1
   0.1    0.0    0.1    0.5    0.7    0.4    1.4    1.0    0.6    1.1    0.4    0.4    1.0    0.2    0.7    0.7    0.7    0.6    0.7    1.5    0.7    0.4    0.9    0.3
   0.1    0.1    0.3    0.4    1.0    0.7    0.9    1.1    0.7    0.7    0.5    0.5    0.7    0.4    0.6    1.3    1.4    1.2    1.6    2.2    0.5    0.4    0.7    0.5
   15557.    14371.    15561.    26101.    25215.    30381.    36960.    30903.    27712.    30714.    39654.    43644.    34333.    26496.    28917.    25976.    47383.    76190.    78715.    40496.    37306.    47069.    72422.    76284.
   2.6    2.7    2.6    3.6    4.1    4.7    6.1    9.0    5.5    7.7   13.1   13.7   10.7    7.0    5.9    6.9    4.7    3.2    3.2    4.4    4.2    3.2    3.1    3.4
  484.   483.   481.   488.   500.   496.   494.   488.   472.   468.   474.   468.   467.   464.   462.   441.   419.   414.   416.   414.   424.   415.   406.   408.
   0.9    1.1    0.7    0.5    0.3    0.2    0.8   -0.3   -1.6   -0.4    0.8    1.3    1.1    1.1    1.8    2.6    2.4    1.7    1.8    1.5    2.3    1.6    1.3    1.6
   2.4    2.2    1.5    0.9   -0.3   -0.3   -0.1    1.6    1.6    0.9    1.7    0.5    1.1    0.4   -1.3   -0.1    1.9    2.7    2.1    1.4    0.7    1.4    2.8    2.3
 0.016  0.021  0.024  0.020  0.026  0.027  0.040  0.028  0.029  0.058  0.042  0.037  0.045  0.048  0.040  0.048  0.052  0.057  0.035  0.022  0.021  0.021  0.028  0.023
     571.      547.     1495.     6795.     3578.     4151.     5883.     3355.     1645.     3888.     3204.     2277.     3006.     1350.     2577.     4437.    24776.     9092.     8640.    21375.     6509.     6015.     7339.    10613.
   0.1    0.1    0.2    0.4    0.7    0.8    3.1    1.2    1.2    3.5    1.2    0.8    2.2    0.7    0.6    0.5    1.2    0.2    0.3    1.1    0.7    0.5    0.2    0.3
    1.     1.     2.     2.     7.     4.     3.     4.     7.    11.     1.     2.     3.     1.     3.    13.     4.     3.     3.     6.     2.     5.     3.     1.
   0.3    0.2    0.4    0.7    0.7    0.8    0.8    0.2    0.8    1.5    0.2    0.2    0.3    0.3    0.5    0.4    0.3    0.5    0.5    0.4    0.6    0.4    0.6    0.5
   0.3    0.2    0.3    0.4    0.8    0.6    1.2    0.2    0.2    1.0    0.3    0.2    0.4    0.3    0.6    0.8    0.8    1.0    0.8    0.9    0.4    0.4    0.7    0.4
 0.001  0.003  0.003  0.003  0.008  0.006  0.014  0.007  0.011  0.008  0.006  0.004  0.003  0.005  0.007  0.011  0.009  0.007  0.008  0.004  0.004  0.004  0.009  0.005
  1.08   1.14   1.10   1.55   1.89   2.14   2.88   3.98   2.28   3.47   5.74   5.75   4.60   3.00   2.44   2.67   1.66   1.12   1.05   1.37   1.37   1.00   0.95   1.03
  -0.77   -0.58   -0.67   -1.12   -2.00   -2.38   -2.17   -1.56   -1.70   -2.43   -1.47   -1.22   -1.73   -2.23   -1.39   -1.85   -1.84   -1.32   -0.37   -1.66   -1.74   -1.62   -0.89   -0.24
   1.85    2.20    1.85    1.31    0.90    0.89    1.34    2.48    0.93    1.42    7.47   10.20    2.68    1.04    0.94    1.08    0.95    0.66    0.67    0.80    0.71    0.54    0.65    0.78
  13.5   14.7   13.4   11.0    9.4    9.1   10.9   14.9    8.9   10.8   24.5   27.9   14.7    9.3    8.8    9.1    7.6    5.8    5.8    7.0    6.8    5.6    5.7    6.2
  8.3   8.6   8.3   7.5   7.0   6.8   7.4   8.4   6.6   7.3   9.0   8.9   8.1   6.8   6.5   6.5   5.6   4.6   4.6   5.4   5.3   4.6   4.5   4.8
 0.0066  0.0055  0.0067  0.0098  0.0135  0.0143  0.0100  0.0053  0.0149  0.0102  0.0020  0.0015  0.0055  0.0138  0.0155  0.0145  0.0208  0.0355  0.0352  0.0243  0.0258  0.0376  0.0370  0.0313
  3   3   3  23  23  23  30  30  30  30  30  30  13  13  13  17  17  17  23  23  23   3   3   3
 152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152  152
   -33    -31    -29    -26    -22    -19    -15    -12    -25    -17     -3     -4      0     -3     -6     -4     -8     -9     -7     -5     -9    -15    -16    -17
   2    2    2    9    9    9   15   15   15   15   15   15    5    5    5    6    6    6    9    9    9    2    2    2
 161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3  161.3
   37    65    39    30    37    58    80    67    62    76    89    89    96    78    48    51    33    66    74    91    53    44    36    40
   -26    -50    -21    -16    -22    -36    -37    -33    -38    -35    -38    -42    -34    -28    -27    -24    -17    -46    -45    -51    -27    -30    -21    -22
