1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996
 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229  2229
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 50  50  50  50  50  50  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  60   59   60   60   60   60   60   60   61   57   60   60   60   60   60   58   60   59   60   60   59   61   58   61
  17    3    3    4    6    5   27   43   44   41   42   44   44   40   44   41   44   41   44   41   44   44   43   44
   4.4    4.3    4.6    4.8    4.3    3.9    4.6    4.5    4.1    4.2    3.9    4.2    4.3    4.7    5.2    4.9    4.5    3.9    4.5    4.7    4.8    4.6    4.7    4.6
   3.6    3.3    4.1    3.2    3.4    3.3    4.0    4.0    2.9    2.7    3.6    4.1    3.6    3.7    4.6    4.7    4.0    3.4    4.4    4.6    4.7    4.3    4.3    4.0
 -20.1   23.1   39.3  -15.5   -2.2    7.2   23.9   -3.0    0.6  -22.0   25.8   19.4   31.0   -3.9  -10.1  -28.1  -22.8  -33.8   20.2    9.2    5.9    3.7   -3.2   -1.9
 124.7  103.1  172.1   88.0   70.5  110.1   67.4   74.0   89.1  101.2  156.7  173.7  141.1  108.2   81.3  108.2   48.8   83.7  177.1  193.2  198.2  174.5  191.8  189.4
  -1.9   -0.7   -3.2    0.1    1.1   -1.1    1.4    1.1    0.0   -0.5   -3.0   -3.8   -2.4   -1.2    0.7   -1.3    2.5    0.3   -4.1   -4.4   -4.4   -4.3   -4.2   -4.0
   2.8    2.9    0.4    3.0    3.2    3.1    3.3    3.8    2.9    2.4    1.3    0.4    1.9    3.5    4.5    3.9    2.8    2.8    0.2   -1.0   -1.5    0.4   -0.9   -0.7
  -1.2    1.3    2.6   -0.8   -0.1    0.4    1.6   -0.2    0.0   -1.0    1.6    1.4    1.8   -0.3   -0.8   -2.2   -1.6   -1.9    1.5    0.7    0.5    0.3   -0.2   -0.1
   2.5    3.1    1.0    2.6    3.0    3.0    3.7    3.3    2.5    1.5    1.9    1.1    2.5    3.0    3.7    2.7    2.1    2.1    0.6   -0.8   -1.4    0.4   -0.9   -0.7
  -1.7    0.6    2.4   -1.7   -1.2   -0.9    0.0   -2.0   -1.4   -2.1    0.7    1.0    0.6   -1.9   -2.7   -3.5   -2.5   -2.7    1.4    0.9    0.8    0.2   -0.1    0.0
   0.4    0.4    0.3    0.2    0.4    0.2    0.2    0.3    0.3    0.2    0.2    0.2    0.4    0.2    0.3    0.4    0.1    0.5    0.3    0.1    0.1    0.2    0.3    0.2
   2.4    2.7    2.0    3.6    2.5    1.9    2.2    1.9    2.7    3.2    1.2    0.8    2.3    2.8    2.3    1.3    1.9    1.8    1.1    1.0    0.7    1.8    1.8    2.0
   1.2    1.4    1.2    2.9    1.7    1.2    1.5    1.4    1.8    2.8    0.4    0.2    0.7    2.3    1.2    1.0    1.4    1.5    0.5    0.1    0.2    0.6    0.5    0.4
   1.4    1.2    1.1    1.4    0.7    0.5    0.6    0.4    1.1    0.8    0.8    0.6    1.5    0.7    0.9    0.7    0.8    0.5    0.9    0.2    0.4    1.6    1.7    1.6
   1.5    1.9    1.1    1.6    1.7    1.4    1.6    1.2    1.7    1.3    0.8    0.4    1.6    1.6    1.8    0.5    1.1    0.9    0.4    1.0    0.6    0.4    0.3    1.3
  134805.   110914.   125828.   129983.   141560.    97886.   120755.   128649.   132412.   115996.   120564.   105934.    97171.    90236.    87283.    86870.    71387.    80563.    69994.    69454.    75868.    86046.    68049.    71870.
   3.2    3.0    3.3    2.7    2.7    2.6    2.8    2.8    2.8    2.9    2.9    2.9    3.6    3.6    3.9    3.4    3.3    3.4    3.4    3.3    3.0    3.1    3.0    3.3
  567.   566.   532.   536.   570.   539.   548.   539.   539.   531.   510.   503.   503.   504.   509.   494.   498.   482.   469.   465.   461.   465.   455.   456.
   0.3    1.6    5.6    3.2   -0.3   -0.1   -0.4   -0.5   -0.1    0.3    0.9    1.4    0.4   -1.0   -1.6   -1.0   -1.1   -0.8    0.3    1.4    2.2    0.6    1.9    1.6
   5.8    2.4    1.6    2.7    2.0   -2.4   -2.8   -2.3   -1.7   -0.2   -2.7   -2.7   -3.4   -2.0   -1.5   -1.0   -1.1   -1.8   -3.5   -3.5   -3.4   -3.4   -2.5   -2.7
 9.999  9.999  9.999  9.999  9.999  0.041  0.023  0.023  0.023  0.024  0.027  0.028  0.028  0.029  0.026  0.032  0.028  0.032  0.029  0.030  0.032  0.037  0.029  0.031
   22703.    14692.    11357.    38070.    25742.    11220.    10265.    18675.    14907.    15620.    10583.    13280.    11294.    14749.    13559.    10090.    12857.    15693.    12373.    11169.     8221.    11868.    14255.    11937.
   0.3    0.4    0.2    0.4    0.2    0.2    0.2    0.2    0.2    0.3    0.2    0.2    0.4    0.3    0.3    0.3    0.4    0.4    0.2    0.2    0.1    0.3    0.2    0.3
   10.     8.     2.    18.     9.     8.     6.     9.    16.    28.     5.     3.     4.    10.     6.     6.     4.     7.     4.     4.     5.     5.     7.     5.
   1.0    1.3    1.0    3.3    0.9    0.9    0.4    0.6    1.1    0.8    0.9    0.5    0.9    0.8    1.0    0.6    0.7    0.5    0.6    0.4    0.7    1.7    1.4    1.5
   1.6    1.4    2.2    2.5    1.7    1.5    0.8    1.1    1.5    1.2    0.8    0.7    1.1    0.6    1.0    0.5    0.7    0.7    0.8    0.8    0.8    0.7    0.4    1.3
 9.999  9.999  9.999  9.999  9.999  0.001  0.004  0.003  0.003  0.004  0.003  0.003  0.002  0.003  0.003  0.003  0.003  0.003  0.003  0.003  0.004  0.005  0.008  0.006
  2.06   1.92   1.87   1.55   1.75   1.47   1.53   1.48   1.48   1.50   1.40   1.36   1.69   1.70   1.86   1.56   1.52   1.49   1.39   1.33   1.20   1.29   1.16   1.29
   0.96   -0.34   -1.28    0.91    0.68    0.49   -0.00    1.08    0.75    1.12   -0.36   -0.50   -0.30    0.96    1.37    1.73    1.25    1.30   -0.66   -0.42   -0.37   -0.09    0.05   -0.00
   1.81    1.62    1.65    1.26    1.64    1.61    1.37    1.48    1.81    1.67    1.97    1.60    1.83    1.48    1.29    1.27    1.35    1.94    1.39    1.23    1.11    1.31    1.11    1.30
  11.5   11.4   10.5    9.2   10.9   11.1   10.0   10.0   11.0   10.8   11.1   10.2   11.1   10.2    9.7    9.3   10.1   11.4    9.6    9.0    8.3    8.9    8.4    9.0
  7.2   7.4   6.7   6.3   7.0   7.2   6.7   6.6   6.9   6.9   6.8   6.6   6.9   6.7   6.6   6.4   6.8   7.0   6.5   6.3   5.9   6.1   6.0   6.2
 0.0090  0.0092  0.0108  0.0141  0.0100  0.0096  0.0120  0.0118  0.0098  0.0103  0.0096  0.0114  0.0097  0.0115  0.0127  0.0138  0.0118  0.0092  0.0129  0.0147  0.0172  0.0150  0.0169  0.0147
 37  37  37  27  27  27  23  23  23  20  20  20  20  20  20  27  27  27  20  20  20  13  13  13
   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
   -34    -36    -37    -37    -40    -40    -37    -39    -40    -42    -42    -36    -31    -28    -30    -36    -46    -49    -49    -44    -41    -40    -38    -36
  22   22   22   12   12   12    9    9    9    7    7    7    7    7    7   12   12   12    7    7    7    5    5    5
  69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1   69.1
  129   321    74    97   393   229   119   215   443   385   177    55    38    89   255   550   696   693   308   148   118    82    52    63
