2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278 278
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   16   14   16   14   15   15   15   15   15   15   14   15   16   16   14   16   14   15   15   15   14   15   15
  15   16   14   16   14   15   15   15   15   15   15   14   15   16   16   14   16   14   15   15   15   14   15   15
  17.6   16.9   16.5   16.8   16.6   15.9   15.9   17.7   16.5   15.5   14.8   13.6   11.7   11.7   13.2   14.8   13.9   12.9   12.9   12.1   10.8   10.0    9.5    8.7
  17.5   16.9   16.5   16.7   16.6   15.8   15.8   17.7   16.4   15.5   14.8   13.4   11.7   11.6   13.1   14.2   13.7   12.8   12.8   12.0   10.6    9.8    9.4    8.7
  38.7   34.1   24.9   20.9   14.7    3.0   -7.4   -3.0   -4.7   -7.6  -17.7  -27.1  -44.3  -48.2  -39.2  -48.9  -40.5  -59.3  -65.5  -73.2  -81.3  -77.7  -75.8  -79.3
  37.5   39.6   45.1   46.7   52.0   56.1   53.0   61.7   60.4   63.4   61.7   69.3   84.3   97.1   85.4   97.4   87.4   85.2   78.9   75.1   97.3  122.4   83.0  118.4
  10.9   10.8   10.6   10.7    9.9    8.8    9.4    8.4    8.1    6.9    6.7    4.2    0.8   -1.0    0.8   -1.2    0.5    0.5    1.0    0.9   -0.2   -1.1    0.3   -0.8
   8.3    8.9   10.6   11.4   12.7   13.1   12.5   15.5   14.3   13.7   12.4   11.1    8.3    7.7   10.1    9.3   10.4    6.5    5.2    3.4    1.6    1.8    2.3    1.4
  11.0    9.5    6.9    6.0    4.2    0.8   -2.0   -0.9   -1.4   -2.1   -4.5   -6.1   -8.1   -8.7   -8.3  -10.7   -8.9  -11.0  -11.6  -11.5  -10.5   -9.6   -9.1   -8.5
  10.7   11.1   12.2   12.8   13.3   12.2   10.1   12.9   11.4   10.3    7.9    6.0    2.7    2.2    4.9    3.7    6.0    2.2    1.4    0.1   -1.0   -0.4    0.3   -0.5
   8.7    6.8    3.4    1.7   -1.0   -4.9   -7.7   -8.6   -8.8   -9.2  -10.6  -11.2  -11.3  -11.4  -12.1  -13.7  -12.3  -12.6  -12.6  -12.0  -10.6   -9.8   -9.4   -8.6
   0.3    0.2    0.1    0.1    0.1    0.4    1.0    0.5    0.1    0.3    0.4    0.4    0.5    0.3    1.5    0.3    0.2    0.4    0.3    0.3    0.6    0.2    0.2    0.2
   1.4    0.9    0.6    1.0    1.0    1.4    1.9    1.6    1.0    0.7    1.0    2.3    1.0    0.8    2.3    3.8    2.1    1.8    1.2    1.1    2.0    1.8    1.2    0.5
   0.3    0.4    0.3    0.6    0.3    0.8    0.6    1.0    0.4    0.3    0.3    1.6    0.7    0.5    0.9    1.0    1.7    1.2    0.6    0.5    0.5    0.9    0.3    0.2
   1.0    0.6    0.4    0.6    0.3    0.8    1.3    0.8    0.2    0.3    0.6    0.9    0.4    0.6    1.6    2.6    0.8    1.2    1.0    0.9    1.6    1.5    1.1    0.4
   1.0    0.6    0.3    0.5    0.9    0.7    1.1    1.0    0.8    0.5    0.8    1.4    0.5    0.3    1.4    2.5    1.0    0.7    0.3    0.3    0.9    0.5    0.4    0.2
   14531.    13653.    11077.    10223.    10347.    13068.    12607.    17960.    14453.    13568.     9793.     9370.    10553.    17248.    20234.    26438.    22901.    29297.    18281.    14713.    19404.    18938.    15977.    17724.
