2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260 260
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281  2281
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   16   14   16   15   14   16   14   15   14   16   14   16   15   15   16   15   15   16   15
  15   15   15   15   15   16   14   16   15   14   16   14   15   14   16   14   16   15   15   16   15   15   16   15
   6.6    5.3    7.9    6.6    5.5    8.1    8.3    8.2    8.5    7.9    8.0    7.6    7.4    6.7    5.9    6.0    5.7    6.3    6.9   10.2   12.5   16.5   14.7   14.3
   6.2    4.4    5.8    0.8    1.9    7.7    8.2    7.6    8.2    6.9    7.3    7.1    7.1    5.4    4.2    5.5    4.7    5.8    6.3    8.0   11.1   16.2   12.0    7.7
 -43.3  -27.2   12.6   36.4   84.5   28.4   34.9   20.6   38.6   25.8   -7.8   -1.3  -58.8  -26.2  -49.3  -72.8  -78.4   -6.7  -22.1   22.1  -38.9  -72.1  -54.9    9.7
 110.8  104.9  116.7  128.2  206.5   77.3   81.6   70.7   50.0   79.1   68.0   43.5   23.7   77.5  124.9  255.2   52.1  105.8  110.3   99.3  105.3  127.5  257.1  124.7
  -1.6   -1.0   -2.6   -0.4   -0.2    1.5    1.0    2.4    4.1    1.2    2.7    5.2    3.4    1.0   -1.6   -0.4    0.6   -1.6   -2.0   -1.2   -2.3   -3.0   -1.5   -4.3
   4.2    3.8    5.1    0.5   -0.1    6.6    6.7    6.8    4.9    6.1    6.7    4.9    1.5    4.7    2.2   -1.6    0.8    5.5    5.5    7.3    8.3    3.9   -6.7    6.2
  -4.2   -2.0    1.3    0.5    1.9    3.7    4.7    2.7    5.1    3.0   -1.0   -0.2   -6.1   -2.4   -3.2   -5.2   -4.6   -0.7   -2.4    3.0   -7.0  -15.4   -9.8    1.3
   3.1    3.1    5.3    0.6    0.6    7.6    8.1    7.2    6.9    6.7    5.0    4.0   -2.0    2.8    0.4   -3.8   -1.1    4.9    4.5    7.8    6.3    0.2   -8.7    6.3
  -5.1   -2.9   -0.3    0.3    1.8    0.5    1.0   -1.1    1.7   -0.8   -4.6   -2.9   -5.9   -4.5   -3.9   -3.9   -4.5   -2.6   -4.0    0.8   -8.9  -15.9   -8.1   -0.1
   0.7    1.4    0.4    0.8    1.8    0.4    0.3    0.4    0.1    0.2    0.2    0.5    0.6    0.4    0.6    0.3    0.3    0.4    0.9    1.2    1.4    0.6    1.2    1.8
   2.0    2.9    5.1    6.4    5.3    2.1    1.1    2.4    1.7    3.6    3.0    2.4    2.0    3.5    4.0    2.1    2.9    2.5    2.7    6.2    5.7    3.0    8.3   12.0
   1.0    1.1    1.7    1.7    1.2    1.4    0.5    1.3    0.8    1.9    2.1    1.6    1.1    2.0    1.1    0.8    2.6    1.1    1.2    1.8    0.3    1.3    2.8    2.1
   1.0    1.6    2.3    5.3    4.5    1.0    0.7    1.1    0.7    2.0    1.3    0.7    1.3    1.5    3.2    1.8    0.9    0.6    0.7    2.1    2.8    2.5    5.1   11.2
   1.4    2.1    4.3    3.1    2.4    1.2    0.8    1.7    1.3    2.3    1.7    1.7    1.2    2.5    2.1    0.9    0.8    2.2    2.3    5.5    4.9    1.1    5.9    3.7
   58421.    46290.    93640.   114893.   124052.   119074.   120989.   103993.    82545.    94851.    81831.    73906.    71343.    75904.    83002.    74592.    76296.    73630.    73638.    78364.    70588.    63433.    71911.    79093.
  19.6   21.2   11.5   10.8   13.8   16.7   14.7   14.9   15.3   14.7   15.1   16.1   12.4   13.0   11.1   10.7   11.0   11.4   13.2   16.2   19.6   11.4   15.3   13.0
  363.   358.   356.   360.   367.   379.   378.   375.   376.   371.   371.   372.   360.   354.   349.   350.   353.   357.   357.   378.   388.   392.   389.   401.
  -0.3    0.4   -0.1    1.1    2.6    2.8    2.1    1.6    0.9    0.5   -0.3   -0.3   -0.3   -2.5   -1.4   -1.6   -1.5   -2.5   -3.9   -5.3   -6.2   -5.6   -2.4   -2.6
   5.3    5.9    1.6    1.5    0.4    0.6    0.4    1.0    0.8    1.4    2.2    0.5    1.8    1.1    2.3    3.2    3.5    3.4    3.3    1.2   -0.8    1.7    1.1   -2.3
 0.027  0.014  0.030  0.043  0.039  0.037  0.037  0.046  0.046  0.036  0.040  0.042  0.043  0.040  0.038  0.045  0.043  0.047  0.042  0.022  0.030  0.031  0.027  0.052
    6368.     5089.    19248.     5062.     6673.     5831.     5120.    13294.     6994.     6055.    10853.     7723.     5906.     6849.     3696.     5666.     3926.     2743.     2193.     4575.     4263.     3650.     9415.    20105.
