1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319 319
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  51  51  51  51  51  51  51  51  51  51
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  52  52  52  52  52  52  52  52  52  52
  15   16   15   16   15   14   16   14   16   15   15   16   16    4   59   60   60   60   60   60   60   60   60   60
  15   16   15   16   15   14   16   14   16   15   15   16   16    4   36   38   35   35   36   37   38   29   31   35
   9.9    9.3    9.5    9.5    8.5    8.6    6.4    7.0    5.3    5.1    4.3    5.9    5.7    5.3    5.9    5.4    6.1    6.9    6.9    7.0    7.4    7.2    6.4    5.9
   9.7    9.0    8.8    9.3    8.2    8.5    4.3    6.8    4.1    3.7    2.7    4.2    5.3    5.3    4.1    3.3    4.6    5.7    6.2    4.4    6.6    6.3    6.1    5.3
 -16.1  -17.7   -1.7   -1.6    1.8    2.5   16.0  -17.8   11.9  -28.9  -61.6    0.3   13.2   19.2  -29.8  -37.1   39.7   22.7  -44.2  -34.7   -7.3   23.6   27.7  -10.5
 263.4  267.4  283.7  283.1  284.8  282.5  293.2  163.0  346.9  358.4   27.5   51.0   40.5   22.8  225.4  183.3  299.4   37.5  146.9  110.3   70.6   29.0    2.0  342.7
  -1.1   -0.4    2.1    2.1    2.1    1.8    1.6   -6.2    3.9    3.3    1.1    2.6    4.0    4.6   -2.5   -2.6    1.7    4.2   -3.7   -1.3    2.2    5.0    5.4    5.0
  -9.3   -8.5   -8.6   -9.1   -7.9   -8.2   -3.8    1.9   -0.9   -0.1    0.6    3.3    3.4    1.9   -2.6   -0.2   -3.1    3.2    2.4    3.4    6.2    2.8    0.2   -1.6
  -2.7   -2.7   -0.3   -0.3    0.3    0.4    1.2   -2.1    0.8   -1.8   -2.4    0.0    1.2    1.7   -2.1   -2.0    2.9    2.2   -4.3   -2.5   -0.8    2.5    2.8   -1.0
  -9.5   -8.8   -8.5   -9.0   -7.6   -7.7   -3.1    0.9   -0.5   -0.9   -0.5    3.0    3.6    2.4   -3.2   -0.8   -2.3    3.6    1.7    3.1    6.1    3.0    0.4   -1.7
  -1.9   -1.7    1.0    1.5    2.3    2.9    2.5   -2.7    1.1   -1.6   -2.4   -1.4   -0.3    0.9   -1.1   -1.8    3.6    1.5   -4.6   -2.9   -1.4    2.3    2.8   -0.9
   0.2    0.2    0.3    0.3    0.2    0.1    1.1    0.8    0.9    0.4    0.7    0.7    0.7    0.2    0.9    1.0    0.5    0.6    0.7    0.7    0.5    0.7    0.5    0.7
   1.5    2.0    3.3    1.8    2.2    1.5    4.6    1.5    3.4    3.3    3.0    4.0    1.6    0.5    4.3    4.2    4.0    3.9    3.0    5.3    3.1    3.4    1.9    2.5
   0.8    0.9    1.8    1.1    1.3    0.7    3.2    0.9    1.0    0.6    2.5    1.7    0.8    0.1    3.2    1.3    2.7    1.8    1.9    3.2    1.7    0.9    0.4    0.7
   0.4    0.6    0.9    0.4    0.8    0.3    2.6    1.1    3.1    2.5    1.3    1.6    0.7    0.4    1.0    3.4    2.4    1.6    2.0    2.0    0.7    1.9    1.4    2.0
   1.2    1.7    2.6    1.3    1.6    1.3    2.0    0.5    0.9    2.1    1.0    3.3    1.2    0.3    2.6    2.0    1.8    3.0    1.3    3.8    2.5    2.6    1.2    1.2
  167532.   141476.   142467.   172280.   140513.    93552.   110597.    82588.   149943.   154264.   153752.   128300.    98113.   133011.   108218.   147157.   180131.   167793.   190847.   227424.   242025.   218775.   236588.   224801.
   2.1    2.0    1.9    2.3    3.4    3.0    6.0    6.7    6.5    6.4    6.5    6.3    5.9    5.8    5.8    5.9    6.0    5.7    5.6    5.3    5.5    4.7    4.2    3.6
  372.   373.   371.   397.   413.   409.   391.   391.   401.   408.   414.   436.   446.   465.   475.   483.   478.   479.   491.   498.   502.   494.   512.   525.
  10.9   10.1   11.4    8.1    7.0    6.0    2.3   -0.6   -0.6   -2.3   -2.1   -1.9   -0.6   -1.5    1.9    1.3    1.9    2.0    0.2   -1.5   -1.8   -1.7   -4.4   -4.8
  -0.6   -1.2    1.4   -0.7   -3.3   -3.9   -2.7   -2.2   -1.8   -1.2   -2.6   -2.5    0.7    1.2   -2.4   -2.9   -3.9   -4.1   -4.6   -4.2   -4.3   -3.3   -3.6   -4.8
 0.101  0.102  0.116  0.092  0.027  0.031  0.044  0.048  0.054  0.053  0.046  0.036  0.031  0.030  0.024  0.029  0.032  0.034  0.032  0.035  0.033  0.031  0.059  0.040
   12163.     8988.     7674.    10848.    17610.    11813.    15214.     9123.    22278.     5377.    10131.    21222.    13359.      709.    16326.    26631.    20360.    19032.    33641.    32306.    17209.    25351.    24000.    34063.
   0.2    0.1    0.2    0.4    0.5    0.4    1.2    0.6    1.1    0.5    0.5    1.2    0.4    0.1    1.0    0.8    0.4    0.5    0.5    0.6    0.4    0.6    0.2    1.0
    4.     7.     6.     8.     5.     7.     5.     6.    10.     6.     7.    14.    11.     1.     6.     6.     6.     7.     5.     9.     3.     8.     8.     7.
   0.9    2.2    1.9    1.9    0.5    1.8    1.7    1.0    1.4    0.8    0.4    0.7    0.9    0.4    0.7    1.1    1.2    0.6    0.5    1.0    0.4    1.1    1.5    1.4
   1.6    2.4    3.1    1.5    0.7    0.5    0.8    0.7    0.7    0.9    0.7    1.1    1.1    0.2    0.9    0.7    0.5    1.1    0.8    0.7    0.6    1.0    0.8    1.4
 0.013  0.019  0.015  0.019  0.012  0.002  0.008  0.006  0.009  0.009  0.006  0.008  0.004  0.005  0.003  0.003  0.002  0.004  0.003  0.004  0.004  0.004  0.008  0.008
  0.68   0.65   0.64   0.83   1.07   0.94   1.80   2.04   2.12   2.16   2.20   2.29   2.20   2.35   2.40   2.57   2.58   2.48   2.54   2.50   2.62   2.15   2.27   1.92
   0.71    0.63   -0.37   -0.60   -0.95   -1.19   -0.98    1.06   -0.44    0.65    0.99    0.61    0.13   -0.42    0.52    0.87   -1.72   -0.72    2.26    1.44    0.70   -1.14   -1.43    0.47
   0.26    0.26    0.24    0.32    0.53    0.37    1.46    1.20    2.68    2.89    4.13    1.93    1.71    2.25    1.64    2.32    2.07    1.48    1.56    1.60    1.55    1.31    1.56    1.52
   2.7    2.8    2.7    3.2    4.5    4.1    7.5    7.2    9.6   10.1   12.3    9.3    9.5   10.6    9.7   10.9    9.6    8.3    8.4    8.2    8.0    7.4    8.2    8.4
  2.5   2.6   2.5   2.8   3.7   3.6   5.0   5.1   5.3   5.4   5.7   5.7   6.0   6.2   6.2   6.3   5.7   5.5   5.5   5.3   5.2   5.1   5.4   5.6
 0.1605  0.1479  0.1642  0.1185  0.0593  0.0701  0.0212  0.0228  0.0128  0.0116  0.0079  0.0138  0.0132  0.0107  0.0127  0.0101  0.0129  0.0173  0.0168  0.0177  0.0188  0.0215  0.0177  0.0167
 17  17  17  10  10  10  10  10  10  23  23  23  30  30  30  23  23  23  33  33  33  30  30  30
 125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125  125
   -52    -53    -54    -53    -50    -49    -46    -44    -40    -37    -36    -38    -41    -39    -37    -39    -40    -37    -36    -46    -51    -55    -51    -46
   6    6    6    4    4    4    4    4    4    9    9    9   15   15   15    9    9    9   18   18   18   15   15   15
 123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7  123.7
   80    77    90   105    85    61    40    51    97   186   172   223   382   313   135   224   265    57   281   483   649   292   136   167
   -31    -23    -30    -17    -15    -15    -11    -13    -30   -122   -121   -117   -302   -210    -62   -180   -193    -22   -220   -388   -524   -200   -106    -88
    49     55     59     88     69     46     29     38     67     64     51    106     80    103     72     44     72     36     61     95    125     92     30     79
   0.3    0.4    0.7    1.0    0.5   -0.0   -0.2   -0.1    0.4    0.6    1.0    1.5    2.0    2.3    1.7    2.4    0.8    0.6    2.2    2.4    3.5    2.0    0.4    0.8
 0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859  0.007859
    190.00     229.00     239.00     306.00     276.00     140.00     138.00     164.00     147.00     151.00     161.00     150.00     154.00     153.00     149.00     134.00     124.00     125.00     113.00     117.00     112.00     117.00     117.00     112.00
   156.00    184.00    190.00    231.00    206.00    112.00    110.00    126.00    113.00    115.00    120.00    113.00    115.00    112.00    109.00     97.70     90.50     89.10     80.70     82.30     77.80     79.90     78.80     74.90
   105.00    119.00    120.00    135.00    119.00     71.40     68.90     75.30     66.20     66.60     68.00     64.00     63.70     61.30     58.40     52.30     48.10     46.20     41.80     41.60     38.80     39.10     38.00     35.80
    55.20     58.20     57.20     58.30     51.20     33.50     32.00     33.80     28.80     28.30     28.00     26.00     25.40     24.10     22.30     20.10     18.40     17.20     15.50     15.00     13.80     13.40     13.00     12.10
    15.40     15.30     14.60     13.80     12.00      8.56      7.88      8.34      6.93      6.67      6.43      5.88      5.63      5.24      4.75      4.48      3.99      3.79      3.41      3.34      2.94      2.86      2.93      2.68
     8.12      8.08      7.57      7.32      6.43      4.61      4.21      4.38      3.84      3.66      3.57      3.20      3.13      2.89      2.66      2.54      2.24      2.14      1.94      1.94      1.73      1.67      1.77      1.60
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
