2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002
 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147 147
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304  2304
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   16   15   15   15   15   16   15   15   16   15   15   13   15   15   15   15   15   17   15   15   15   15   15
  15   16   15   15   15   15   16   15   15   16   15   15   13   15   15   15   15   15   17   15   15   15   15   15
   7.6    7.3    7.9    9.1   11.6   13.1   13.4   13.6   13.4   11.2   11.3   10.1    9.3    8.3    8.4    7.4    7.7    7.7    8.9    8.5    9.0    8.7    8.6    8.1
   6.6    5.9    6.3    7.6   10.5   13.1   12.8   13.6   12.9    9.6    9.6    9.6    8.5    5.4    7.2    6.9    6.6    5.7    7.8    7.4    7.8    8.3    7.9    7.3
 -35.0  -36.7   25.0   39.7   16.0  -33.2  -46.6  -62.6  -46.4  -30.3   12.3  -18.2   -6.5  -36.6  -15.7  -17.6   -5.1   23.8   -1.2   17.8   18.1   -8.8    5.0    6.6
 152.5  158.7  101.1  130.2  111.8  141.4  149.8  167.1  142.5  139.5  121.6  137.5  141.3  198.0  166.5  162.7  157.3  177.5  149.1  149.0  149.5  150.9  142.4  143.1
  -4.8   -4.4   -1.1   -3.8   -3.7   -8.6   -7.6   -6.1   -7.0   -6.3   -4.9   -6.7   -6.6   -4.2   -6.8   -6.3   -6.0   -5.3   -6.7   -6.0   -6.4   -7.2   -6.3   -5.8
   2.5    1.7    5.6    4.5    9.3    6.8    4.4    1.4    5.4    5.4    8.0    6.2    5.3   -1.4    1.6    2.0    2.5    0.2    4.0    3.6    3.8    4.0    4.8    4.3
  -3.8   -3.5    2.7    4.9    2.9   -7.2   -9.3  -12.1   -9.3   -4.8    2.0   -3.0   -1.0   -3.2   -2.0   -2.1   -0.6    2.3   -0.2    2.3    2.4   -1.3    0.7    0.8
   3.6    2.7    4.6    3.2    8.6    7.7    5.2    2.0    5.6    5.4    8.0    6.1    5.3   -1.3    1.7    2.2    2.6   -0.3    3.9    2.7    2.8    4.2    4.2    3.7
  -2.7   -2.8    4.1    5.8    4.6   -6.2   -8.8  -12.0   -9.2   -4.8    1.9   -3.1   -1.0   -3.2   -1.9   -1.9   -0.2    2.3    0.9    3.3    3.5    0.2    2.4    2.3
   0.1    0.2    0.4    0.3    0.6    0.2    0.4    0.1    0.5    1.1    0.4    0.2    0.3    0.5    0.6    0.6    0.2    0.6    0.3    0.3    0.1    0.1    0.1    0.2
   3.3    3.9    4.3    3.9    4.8    0.8    3.8    0.9    3.4    4.7    5.3    2.0    2.5    5.8    3.6    1.9    3.3    4.6    3.9    3.3    3.8    2.0    2.6    3.1
   1.0    1.7    1.9    1.6    2.8    0.3    1.3    0.5    0.8    1.4    2.3    0.8    0.8    1.7    1.3    1.0    1.0    2.4    1.1    1.1    0.9    0.9    1.1    0.9
   2.6    2.9    1.6    2.5    1.0    0.5    2.4    0.7    2.4    2.7    1.7    1.0    1.1    4.4    1.9    1.0    2.1    2.0    1.5    2.6    2.9    1.3    1.4    0.9
   1.7    1.8    3.5    2.5    3.8    0.6    2.6    0.3    2.3    3.6    4.4    1.5    2.1    3.4    2.9    1.2    2.3    3.3    3.4    1.7    2.3    1.3    1.9    2.8
  121493.   163566.   216590.   220729.   141793.   144013.   203725.   270434.   292732.   381017.   370213.   403445.   460650.   525856.   416192.   430327.   432996.   532691.   635703.   716470.   658152.   574802.   572655.   613205.
   5.3    6.1    6.9    6.9    5.4    2.3    2.1    2.0    3.2    3.8    4.0    3.5    3.2    3.2    2.9    2.4    2.5    2.0    1.3    1.2    1.0    0.9    0.8    0.8
  455.   469.   497.   489.   484.   494.   512.   521.   523.   553.   577.   578.   601.   633.   596.   594.   602.   630.   695.   742.   758.   727.   753.   760.
  -2.5   -2.2   -5.3   -5.5   -8.6   -7.2   -5.2   -3.3   -5.0   -3.3   -5.1   -2.2   -0.0    5.1    2.3    1.8    1.5    5.0    5.8    6.8    7.5    8.4    5.9    6.6
   0.1   -0.9   -3.2   -3.9   -1.6   -2.4   -1.9   -0.7   -1.3   -4.7   -7.8   -4.8   -6.7   -5.7   -5.8   -5.8   -6.6   -8.6   -7.6   -8.3   -8.3   -3.9   -7.2   -5.1
 0.053  0.056  0.046  0.045  0.057  0.045  0.029  0.039  0.038  0.068  0.058  0.093  0.077  0.034  9.999  9.999  0.134  9.999  0.009  9.999  0.004  9.999  9.999  9.999
   12076.    14318.    11827.    12446.    31425.    12673.    33998.     7544.    13028.    35105.    18863.    10721.    57478.    35916.    32222.    26810.    34735.    66471.    64490.    52449.    49881.    80683.    65211.    39893.
   0.5    0.5    0.7    1.0    1.3    0.4    0.7    0.2    0.7    0.5    0.4    0.3    0.2    0.2    0.2    0.1    0.2    0.2    0.3    0.2    0.3    0.1    0.1    0.1
    6.    12.    11.     8.     8.     6.    15.     7.     6.    22.    16.     7.    18.    18.    11.    11.    14.    25.    47.    24.    15.    16.    25.    19.
   2.3    2.2    0.7    1.3    0.9    0.6    2.4    0.8    1.5    3.7    1.6    0.8    2.7    3.4    1.5    1.5    2.4    1.7    2.2    3.2    3.8    2.0    2.4    2.0
   0.7    0.8    2.4    1.9    0.9    0.9    1.0    0.3    0.8    2.4    2.3    0.8    2.7    2.7    2.3    1.1    1.9    2.8    3.6    2.8    3.8    2.1    3.2    3.5
 0.006  0.010  0.008  0.007  0.016  0.009  0.001  0.011  0.004  0.054  0.023  0.010  0.031  0.000  9.999  9.999  0.023  9.999  0.000  9.999  0.000  9.999  9.999  9.999
  2.22   2.74   3.37   3.25   2.59   1.11   1.03   1.05   1.68   2.47   2.74   2.68   2.52   2.43   2.06   1.69   2.32   1.59   1.09   1.32   0.97   0.95   0.91   0.92
