2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011
 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432  2432
 51  51  71  71  71  71  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  71  71  71  71  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  52   25   14   15   15   15   34   66   53   57   57   58   60   56   58   56   62   65   58   59   66   59   59   58
  32   14   14   15   15   15   19   37   27   31   28   32   34   30   34   34   37   39   35   35   41   36   36   35
   6.1    5.4    5.1    5.2    5.7    5.8    6.2    6.3    6.8    6.4    6.5    7.2    7.4    7.5    7.7    7.2    7.3    6.7    6.5    6.4    6.0    5.6    5.0    4.6
   5.6    4.8    2.9    3.8    2.4    4.4    6.0    4.9    6.6    6.2    5.2    6.5    6.9    6.5    7.2    6.7    6.4    5.4    5.6    5.3    4.8    4.6    3.2    2.7
  18.7   31.7   19.9   16.5   -9.3   18.0   16.0   26.6  -13.2  -13.0   24.5   30.6   15.1   39.7   -4.4   -5.3  -17.1   22.6   10.0   12.6   -9.5  -26.1   55.6  -29.2
 152.5  145.4  206.5  225.9  244.2  298.3  332.0  306.5  284.9  301.8  300.3  300.9  275.1  285.5  274.8  299.5  302.1  278.9  272.5  271.5  297.3  332.7  325.3  329.0
  -4.7   -3.3   -2.4   -2.5   -1.0    2.0    5.0    2.6    1.7    3.2    2.4    2.9    0.6    1.3    0.6    3.3    3.2    0.8    0.2    0.1    2.2    3.6    1.5    2.0
   2.4    2.3   -1.2   -2.6   -2.1   -3.7   -2.7   -3.6   -6.2   -5.1   -4.1   -4.8   -6.6   -4.8   -7.2   -5.8   -5.2   -4.9   -5.5   -5.2   -4.2   -1.9   -1.0   -1.2
   1.8    2.5    1.0    1.1   -0.4    1.4    1.6    2.2   -1.5   -1.4    2.1    3.3    1.8    4.2   -0.6   -0.6   -1.9    2.1    1.0    1.2   -0.8   -2.0    2.7   -1.3
   2.7    2.8   -0.9   -2.2   -2.1   -2.9   -1.8   -2.2   -6.2   -5.1   -2.5   -2.5   -4.9   -2.4   -6.8   -5.6   -5.5   -4.0   -5.0   -4.8   -4.3   -2.2   -0.5   -1.4
   1.3    1.9    1.3    1.8    0.3    2.7    2.6    3.6    1.7    1.3    3.9    5.2    4.8    5.9    2.5    1.7    0.0    3.5    2.4    2.3    0.0   -1.6    2.8   -1.1
   1.0    0.9    0.8    0.3    0.4    0.1    0.1    0.3    0.1    0.2    0.4    0.2    0.2    0.3    0.2    0.1    0.1    0.5    0.2    0.2    0.4    0.3    0.7    0.7
   2.7    2.7    3.9    3.3    4.8    3.4    1.5    3.7    1.4    1.5    3.5    2.9    2.6    3.5    2.3    2.4    3.5    3.7    3.1    3.5    3.3    3.2    3.8    3.6
   2.2    2.1    2.2    1.8    1.6    2.3    0.6    1.7    1.0    0.8    1.8    1.3    1.2    0.8    1.1    1.3    1.5    2.5    1.4    2.0    1.4    1.3    1.4    1.5
   0.9    1.3    2.8    1.8    1.9    0.9    0.8    2.4    0.5    0.4    2.1    1.4    0.8    2.3    0.6    0.6    1.4    1.6    0.9    0.7    2.1    2.6    2.4    2.2
   1.2    0.9    1.5    2.1    4.1    2.3    1.1    2.3    0.9    1.3    2.1    2.1    2.2    2.4    2.0    1.9    2.9    2.2    2.6    2.7    2.1    1.4    2.5    2.4
  143864.   139065.   162707.   161156.   111475.   138894.    74574.   104757.   119431.   106870.   100110.    73431.    77459.    83257.    60849.    68868.    89937.   116935.   129818.   126416.   145387.   197953.   154652.   147940.
   4.5    5.3  999.9  999.9  999.9  999.9    3.2    3.8    3.9    4.1    4.5    4.4    4.4    4.7    5.0    5.5    4.8    5.1    5.3    5.3    5.1    4.2    4.1    3.9
  507.   487.   463.   447.   447.   426.   390.   413.   418.   401.   399.   394.   413.   405.   407.   388.   389.   400.   407.   412.   404.   428.   444.   438.
   7.5    7.4    7.1    5.8    4.8    6.4    4.6    3.5    1.1    1.4    2.1    0.5   -0.8    1.3   -0.5    1.1    2.4    2.8    1.9    1.5    2.9    6.0    5.4    4.5
   1.1    0.4   -5.0   -5.8   -6.2   -6.0    0.2   -0.1   -3.6   -4.4   -0.1    1.9    0.3    2.6   -2.5   -2.8   -4.9   -0.8   -1.0   -0.7   -1.5    1.6    2.2   -0.8
 0.025  0.025  9.999  9.999  9.999  9.999  0.044  0.053  0.057  0.062  0.057  0.037  0.036  0.036  0.031  0.033  0.033  0.027  0.026  0.022  0.024  0.030  0.026  0.023
   24581.    15730.    24415.    18526.    23880.    12418.    24101.    25107.    12671.    17895.    25492.    12228.    14625.    23287.    10068.    11257.    18531.    28693.    15973.    12622.    35052.    27987.    25708.    26706.
   1.0    0.9  999.9  999.9  999.9  999.9    0.5    0.7    0.3    0.4    0.5    0.5    0.4    0.5    0.6    0.6    0.3    0.6    0.5    0.5    0.5    0.4    0.5    0.6
   21.    14.    10.     3.     9.    12.     8.    16.    10.     4.    14.    12.    11.    11.     8.    11.    10.    20.    10.    14.    17.    10.    10.    10.
   0.9    0.8    3.7    2.4    3.7    2.5    2.2    3.0    0.5    0.8    2.0    1.5    0.7    2.5    0.4    1.1    2.3    2.0    0.9    0.8    2.5    2.6    1.8    2.1
   2.1    0.8    1.4    0.8    2.3    1.2    2.2    2.5    1.1    1.3    2.3    2.3    2.3    2.7    2.1    2.5    3.3    2.4    2.5    3.0    2.7    1.1    2.1    2.0
 0.003  0.001  9.999  9.999  9.999  9.999  0.028  0.008  0.005  0.005  0.009  0.006  0.005  0.006  0.003  0.003  0.004  0.006  0.004  0.005  0.004  0.006  0.006  0.003
  2.12   2.31  99.99  99.99  99.99  99.99   0.96   1.31   1.40   1.37   1.47   1.31   1.43   1.47   1.55   1.57   1.37   1.51   1.62   1.63   1.52   1.44   1.49   1.36
  -0.66   -0.93   -0.60   -0.80   -0.13   -1.15   -1.01   -1.49   -0.71   -0.52   -1.56   -2.05   -1.98   -2.39   -1.02   -0.66   -0.00   -1.40   -0.98   -0.95   -0.00    0.68   -1.24    0.48
   1.37    2.02  999.99  999.99  999.99  999.99    0.70    0.93    0.87    0.98    1.01    0.71    0.69    0.74    0.66    0.87    0.82    1.16    1.35    1.37    1.61    1.82    1.93    2.12
   8.8   10.4  999.9  999.9  999.9  999.9    5.6    6.4    6.1    6.3    6.5    5.7    5.9    5.9    5.9    6.3    5.8    6.7    7.2    7.4    7.6    7.8    9.0    9.4
  6.0   6.3  99.9  99.9  99.9  99.9   4.4   4.8   4.6   4.7   4.8   4.5   4.6   4.6   4.7   4.8   4.5   4.8   4.9   5.0   4.9   4.9   5.5   5.6
 0.0153  0.0110  9.9999  9.9999  9.9999  9.9999  0.0376  0.0291  0.0323  0.0296  0.0281  0.0361  0.0347  0.0347  0.0341  0.0298  0.0349  0.0262  0.0229  0.0217  0.0206  0.0194  0.0147  0.0135
  7   7   7  13  13  13   7   7   7   7   7   7  10  10  10  13  13  13   7   7   7  13  13  13
 104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104  104
