1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256  2256
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   16   14   16   15   15   15   15   15   14   15   16   12   15   15   15   15   14   15   15   16   14
  15   15   15   16   14   16   15   15   15   15   15   14   15   16   12   15   15   15   15   14   15   15   16   14
   7.5    7.9    8.4    8.5    8.7    8.6    7.9    6.8    6.4    6.6    6.7    6.7    6.3    6.2    5.9    5.8    5.7    5.8    5.1    4.1    4.0    4.2    4.6    4.4
   7.3    7.5    7.9    7.4    7.5    6.6    6.9    6.2    5.4    5.9    6.2    6.5    5.1    5.4    5.3    5.6    5.2    5.7    4.4    3.5    2.8    3.8    4.2    2.2
   5.3   19.2   20.8   41.3   36.0    1.3   25.5  -11.7    9.9   23.2    7.6   -7.4    0.7  -18.2  -14.7  -27.1  -25.0  -23.5   -2.1  -15.0  -25.1   -7.7  -38.2   -4.3
 150.6  174.1  164.8  159.0  160.9  132.1  180.4  136.6  155.0  164.8  153.6  160.9  143.8  144.1  156.7  155.7  147.8  155.2  126.6  146.9  183.8  189.7  233.7  108.1
  -6.3   -7.0   -7.2   -5.2   -5.7   -4.4   -6.2   -4.4   -4.9   -5.2   -5.5   -6.1   -4.1   -4.1   -4.7   -4.6   -4.0   -4.7   -2.6   -2.8   -2.6   -3.7   -2.0   -0.7
   3.6    0.7    1.9    2.0    2.0    4.9    0.0    4.2    2.3    1.4    2.7    2.1    3.0    3.0    2.0    2.1    2.5    2.2    3.5    1.8   -0.2   -0.6   -2.7    2.1
   0.7    2.5    2.8    4.9    4.4    0.2    3.0   -1.3    0.9    2.3    0.8   -0.8    0.1   -1.7   -1.3   -2.6   -2.2   -2.3   -0.2   -0.9   -1.2   -0.5   -2.6   -0.2
   3.7    1.2    2.6    3.4    3.4    4.6    1.3    3.1    2.4    2.4    2.7    1.4    2.6    1.8    1.2    0.9    1.6    1.4    3.3    1.5   -0.4   -0.7   -3.1    2.0
   0.0    2.3    2.2    4.0    3.4   -1.8    2.7   -3.2   -0.4    1.2   -0.7   -1.8   -1.4   -2.9   -2.0   -3.2   -2.9   -2.9   -1.1   -1.3   -1.1   -0.4   -2.1   -0.6
   0.5    0.2    0.1    0.2    0.2    0.4    0.5    0.3    0.2    0.2    0.1    0.2    0.2    0.2    0.1    0.1    0.1    0.1    0.3    0.5    0.2    0.8    0.2    0.2
   1.1    2.0    2.3    3.9    3.9    4.9    3.5    2.2    2.5    2.5    2.4    1.3    3.0    2.6    2.2    1.1    2.1    1.3    2.1    1.8    2.5    1.9    1.6    3.5
   0.6    0.4    0.8    1.0    1.1    1.2    0.6    1.0    0.7    0.7    1.0    0.5    1.3    1.2    1.0    0.4    0.6    0.7    0.6    1.0    0.8    1.1    1.4    0.8
   0.8    1.4    1.2    3.3    3.1    4.1    2.8    0.6    1.2    1.6    1.8    1.0    1.6    1.8    1.5    0.7    0.5    0.9    0.7    0.8    2.2    1.0    0.5    2.9
   0.6    1.4    1.8    1.9    2.1    2.3    2.0    1.8    2.1    1.9    1.2    0.7    2.1    1.4    1.3    0.7    2.0    0.6    1.9    1.3    0.8    1.2    0.5    1.7
  335255.   277942.   268417.   370980.   395033.   423081.   356071.   387347.   473815.   412146.   340022.   310793.   358043.   299375.   277360.   241332.   242294.   198734.   189930.   210377.   180916.   206081.   161050.   135181.
   1.9    1.9    1.6    1.6    1.6    1.5    1.6    1.1    1.1    1.1    1.3    1.3    1.3    1.2    1.4    1.6    1.4    1.6    1.4    1.3    1.6    1.8    2.3    2.0
  613.   601.   595.   626.   633.   639.   652.   665.   668.   659.   651.   636.   644.   636.   624.   621.   616.   593.   589.   577.   572.   556.   569.   577.
   2.3    4.8    4.1    5.1    7.0    4.7    5.7    3.2    5.3    5.1    3.4    5.1    3.8    4.1    5.0    4.7    3.3    2.9   -1.9   -1.7    0.8    1.0    2.0   -1.5
   5.9    4.4    5.9    4.0    3.6    6.4    3.1    3.4    0.5   -0.0    1.2    1.6    0.3    1.9    0.4    1.2   -0.2   -0.4   -0.8    1.2    1.9    1.5    2.7    1.5
 9.999  0.019  9.999  0.036  0.038  0.030  9.999  0.028  0.022  9.999  0.028  0.025  0.027  0.030  0.028  9.999  0.036  0.034  0.048  0.049  0.051  0.048  0.044  0.043
   34994.    22424.    20588.    52821.    50344.    42196.    26348.    67450.    26937.    40441.    37707.    23520.    38986.    31876.    40905.    17248.    26075.    17133.    24387.    22380.    32814.    23642.     9173.    13265.
   0.1    0.2    0.1    0.2    0.2    0.2    0.2    0.1    0.1    0.1    0.1    0.1    0.2    0.2    0.2    0.1    0.1    0.2    0.2    0.2    0.2    0.3    0.2    0.2
    7.     5.     8.    22.    15.    14.     5.    16.    10.     9.     7.     4.    18.    14.    13.     6.    12.     5.     7.     7.     7.     3.    13.     7.
   0.7    1.4    1.4    3.4    1.1    1.9    1.6    0.8    1.3    1.1    1.7    1.0    1.6    2.4    1.6    0.9    1.4    0.8    1.9    1.0    2.1    0.7    0.4    2.3
   0.7    1.2    1.8    1.7    1.6    1.8    0.6    2.1    2.1    1.7    1.3    0.6    2.8    1.5    1.5    0.8    2.4    0.7    1.7    1.6    0.6    1.0    0.6    0.9
 9.999  0.000  9.999  0.000  0.003  0.002  9.999  0.012  0.000  9.999  0.001  0.004  0.002  0.000  0.004  9.999  0.006  0.000  0.006  0.006  0.006  0.008  0.003  0.004
  1.43   1.23   1.13   1.20   1.23   1.15   1.36   0.90   0.89   0.96   1.02   0.97   1.00   0.91   1.01   1.23   1.01   1.07   0.97   0.86   1.05   1.11   1.46   1.30
  -0.00   -1.38   -1.31   -2.50   -2.15    1.15   -1.76    2.13    0.27   -0.79    0.46    1.14    0.90    1.84    1.25    1.99    1.79    1.72    0.65    0.75    0.63    0.22    1.19    0.35
   0.65    0.51    0.37    0.46    0.46    0.47    0.52    0.51    0.67    0.57    0.56    0.53    0.66    0.56    0.68    0.73    0.66    0.65    0.71    1.09    1.29    1.42    1.31    1.13
   5.6    5.2    4.5    4.7    4.6    4.6    5.2    5.1    5.5    5.2    5.5    5.4    5.8    5.6    6.3    6.8    6.4    6.5    6.8    8.0    9.0    8.9    9.4    9.3
  4.5   4.4   3.9   3.9   3.9   3.8   4.3   4.3   4.4   4.3   4.5   4.5   4.6   4.6   5.0   5.3   5.1   5.2   5.4   5.8   6.2   6.0   6.4   6.6
 0.0375  0.0433  0.0593  0.0548  0.0562  0.0575  0.0437  0.0452  0.0397  0.0434  0.0388  0.0406  0.0350  0.0377  0.0304  0.0259  0.0291  0.0284  0.0255  0.0185  0.0145  0.0151  0.0135  0.0138
 20  20  20  23  23  23  40  40  40  40  40  40  37  37  37  43  43  43  37  37  37  30  30  30
  69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69   69
   -29    -31    -30    -26    -23    -26    -36    -36    -38    -41    -39    -40    -39    -44    -43    -41    -47    -51    -53    -49    -46    -46    -43    -41
   7    7    7    9    9    9   27   27   27   27   27   27   22   22   22   32   32   32   22   22   22   15   15   15
 113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8  113.8
   69   147    93    86    27   284   258   392   468   273   178   467   856   602   582   765   645   528   720   460   405   218   321   310
   -30   -115    -67    -59    -10   -194   -226   -280   -363   -210   -117   -358   -792   -491   -449   -602   -505   -387   -531   -334   -324   -150   -213   -180
    39     33     26     27     18     90     32    113    105     63     61    109     64    111    133    163    140    141    189    125     80     68    108    130
   0.4    0.4    0.1    0.2   -0.4    1.7    0.7    2.4    3.1    1.9    1.7    2.4    4.2    3.6    3.3    3.8    3.7    3.0    3.6    2.8    3.1    1.9    2.1    2.0
 0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516  0.007516
      4.43       4.39       4.53       5.52       6.34       6.58      10.30      10.10      10.80       9.82       8.12       7.87       6.39       5.76       5.41       7.26       4.87       5.33       4.33       4.38       4.09       3.82       3.95       3.35
     1.91      1.89      1.91      1.88      1.81      1.77      1.95      1.82      1.75      1.72      1.51      1.48      1.43      1.44      1.38      1.48      1.26      1.27      1.25      1.26      1.17      1.12      1.12      1.01
     1.04      1.06      1.03      0.99      0.95      0.93      0.98      0.94      0.90      0.90      0.82      0.83      0.85      0.87      0.86      0.87      0.82      0.82      0.85      0.88      0.82      0.80      0.80      0.72
     0.75      0.78      0.76      0.73      0.71      0.70      0.74      0.72      0.70      0.69      0.65      0.66      0.69      0.71      0.71      0.71      0.68      0.69      0.71      0.75      0.71      0.69      0.69      0.62
     0.59      0.64      0.60      0.60      0.58      0.58      0.60      0.61      0.59      0.58      0.55      0.55      0.58      0.60      0.61      0.60      0.58      0.60      0.61      0.64      0.62      0.58      0.59      0.53
     0.49      0.51      0.48      0.49      0.46      0.46      0.47      0.49      0.49      0.48      0.46      0.44      0.46      0.50      0.51      0.48      0.48      0.49      0.50      0.52      0.52      0.46      0.47      0.44
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
