2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017 2017
 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511  2511
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  62   56   59   61   57   59   58   58   58   60   57   60   58   59   58   60   57   57   59   59   57   59   58   59
  37   33   35   37   34   36   33   35   36   36   34   36   36   35   33   37   35   35   35   36   35   36   33   36
   9.6    7.4    9.1    7.9    7.1    6.9    4.8    3.5    2.9    3.1    3.7    4.9    4.6    3.7    4.0    3.7    3.4    2.4    2.2    3.0    3.0    2.7    2.6    2.0
   7.3    5.0    8.1    4.2    5.8    6.4    3.3    2.9    1.0    2.2    2.8    4.6    4.1    3.3    3.8    3.3    1.4    2.1    0.4    2.8    2.9    2.4    2.4    1.5
  -2.2    3.9   15.2  -11.6   12.9   -3.7  -52.9  -30.4   16.2   38.7   19.0    1.8  -11.9  -42.3  -31.9  -26.5   -6.8  -35.2   31.8   87.1   65.1   44.5   56.3   41.9
 258.4  298.9  252.6  270.5   30.6    0.3  146.0   37.5  282.9  321.2  296.9  297.5  321.4    5.3  359.9  325.9    8.0  226.2  331.8   28.9   72.2   18.6  339.3   42.7
  -1.5    2.4   -2.3    0.0    4.9    6.3   -1.7    2.0    0.2    1.4    1.2    2.1    3.1    2.4    3.2    2.4    1.3   -1.2    0.3    0.1    0.4    1.6    1.3    0.8
  -7.1   -4.3   -7.4   -4.2    2.9    0.0    1.1    1.5   -1.0   -1.1   -2.3   -4.1   -2.5    0.2    0.0   -1.6    0.2   -1.2   -0.2    0.1    1.2    0.6   -0.5    0.8
  -0.3    0.3    2.1   -0.8    1.3   -0.4   -2.7   -1.5    0.3    1.4    0.9    0.1   -0.8   -2.2   -2.0   -1.5   -0.2   -1.2    0.2    2.8    2.6    1.7    2.0    1.0
