2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012
 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199 199
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  51  51  51  51  51  51  51  51  51  52  52  52  52  52  52  52
  58   58   54   60   57   62   62   61   62   58   62   65   60   57   66   63   52   59   61   58   54   61   60   54
  28   34   30   34   33   37   38   25   38   35   38   37   33   37   37   39   29   12   35   34   30   34   34   26
   9.7    9.5    9.3    9.2    8.9    8.2    7.0    5.5    6.2    5.8    5.3    4.4    4.4    4.4    4.5    4.6    4.7    4.8    4.8    4.9    4.9    5.0    5.1    5.1
   9.5    9.3    9.2    9.1    8.3    7.5    5.9    4.0    4.9    5.2    4.6    3.7    3.6    3.8    3.9    3.5    4.0    4.1    4.0    4.2    4.8    4.0    4.8    4.6
 -36.6  -50.6  -65.1  -76.1  -76.2  -76.1  -80.5  -62.0  -45.6   -8.1    0.1   21.7  -38.1    1.5   50.6  -35.4  -46.2   15.6    5.8   -8.9  -14.5  -14.9  -13.5  -11.0
 273.9  268.4  282.5  317.9  310.9  353.0   10.5  318.8  303.9  305.1  319.7  326.6  330.2  318.2  354.6  297.0  266.2  321.5  314.5  298.9  314.1  301.7  305.8  315.2
   0.5   -0.2    0.8    1.6    1.3    1.8    1.0    1.4    1.9    2.9    3.5    2.9    2.4    2.9    2.4    1.3   -0.2    3.1    2.8    2.0    3.2    2.0    2.8    3.2
  -7.6   -5.9   -3.8   -1.5   -1.5   -0.2    0.2   -1.2   -2.8   -4.2   -2.9   -1.9   -1.4   -2.6   -0.2   -2.6   -2.7   -2.5   -2.8   -3.6   -3.3   -3.3   -3.8   -3.2
  -5.7   -7.2   -8.4   -8.8   -8.1   -7.2   -5.8   -3.5   -3.5   -0.7    0.0    1.4   -2.2    0.1    3.0   -2.0   -2.9    1.1    0.4   -0.6   -1.2   -1.0   -1.1   -0.9
  -7.7   -6.2   -4.4   -2.5   -2.8   -1.7   -1.2   -2.1   -3.8   -4.2   -2.7   -1.3   -2.1   -2.4    0.7   -3.0   -3.2   -2.3   -2.7   -3.6   -3.3   -3.3   -3.8   -3.2
  -5.6   -6.9   -8.1   -8.6   -7.8   -7.0   -5.7   -3.0   -2.4    0.8    1.0    2.0   -1.6    0.9    2.9   -1.3   -2.3    1.5    0.7   -0.4   -1.1   -1.0   -1.1   -0.9
   0.2    0.0    0.1    0.0    0.2    0.5    0.6    0.9    0.2    0.3    0.2    0.2    0.1    0.1    0.1    0.1    0.0    0.0    0.1    0.1    0.0    0.1    0.0    0.1
   1.9    1.7    1.1    1.7    3.1    3.2    3.6    3.7    3.7    2.5    2.6    2.3    2.5    2.0    2.1    2.9    2.5    2.3    2.5    2.4    1.2    2.9    1.4    2.1
   1.6    0.5    0.6    0.3    0.8    0.9    0.9    1.2    0.9    0.9    0.6    0.7    1.2    1.0    1.1    1.8    1.8    0.8    1.2    0.9    0.5    2.4    0.8    0.9
   0.4    1.2    0.9    1.6    2.8    3.0    3.1    2.6    1.4    0.7    0.9    1.4    1.5    0.5    1.4    1.0    1.0    1.3    1.3    0.9    0.5    1.3    0.6    1.0
   1.0    1.1    0.3    0.4    1.0    0.9    1.6    2.3    3.2    2.3    2.3    1.6    1.5    1.6    1.1    2.0    1.4    1.7    1.9    2.0    1.0    1.0    1.0    1.6
   37630.    43410.  9999999.    54557.   134121.   305857.   280971.   321213.   307270.   311238.   271591.   223060.   224330.   187637.   172051.   166509.   170145.   116422.   130960.   138519.   110218.   105899.   109871.    95920.
   1.0    0.8    0.8    0.8    0.9    1.6    2.1    2.4    2.0    2.1    1.6    1.1    1.1    1.0    1.1    1.0    1.0    1.0    1.1    1.1    1.1    1.1    1.2    1.1
  429.   432.   403.   398.   406.   415.   430.   429.   441.   438.   444.   497.   520.   506.   522.   534.   550.   475.   485.   499.   472.   487.   474.   458.
  -2.4   -3.6   -1.9   -3.1   -0.5   -0.1   -0.2   -0.5    1.5   -0.4    2.4    2.5    3.4    1.0    5.8    1.1   -0.1    4.4    0.7   -1.1   -1.5   -0.8   -2.4   -1.1
   3.8    0.4   -2.1   -2.6   -2.1    3.5    3.3    1.9    1.2    0.8   -0.2    3.3   -5.4   -0.7    5.1   -4.7   -5.9    4.3    0.2   -2.3   -4.1   -3.0   -2.5   -2.1
 0.093  0.063  0.072  0.081  0.075  0.055  0.038  0.034  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  0.029  0.024  9.999  0.029  0.030  0.030
    6637.    10585.  9999999.    10312.    43627.    52427.    47653.    31642.    43099.    46514.    50923.    44084.    43947.    47372.    34981.    30961.    28965.    17943.    17242.    25418.    13112.    14666.    15318.    23371.
   0.1    0.1    0.1    0.1    0.1    0.2    0.3    0.4    0.2    0.2    0.2    0.2    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.1    0.2
    9.     9.    15.     6.     8.     8.    11.    13.    11.    10.    15.    20.    24.    21.    26.    37.    36.    12.    24.    19.    12.    42.    15.    21.
   0.7    1.9    2.0    1.5    2.7    3.2    3.1    1.4    1.6    1.1    2.1    3.0    3.1    1.7    3.1    2.2    2.3    1.5    2.7    2.2    1.2    2.6    1.0    2.5
   1.3    1.9    0.9    1.2    3.4    1.5    1.8    1.6    2.2    2.3    4.0    3.3    2.9    3.6    1.7    4.1    2.6    1.4    4.8    4.7    2.4    2.4    2.5    3.7
 0.011  0.014  0.020  0.016  0.017  0.021  0.008  0.015  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  0.005  0.001  9.999  0.003  0.003  0.003
  0.42   0.31   0.28   0.28   0.32   0.56   0.75   0.84   0.78   0.81   0.63   0.54   0.59   0.51   0.60   0.57   0.60   0.45   0.48   0.50   0.49   0.49   0.50   0.43
   2.40    2.98    3.26    3.42    3.17    2.90    2.45    1.29    1.06   -0.35   -0.44   -0.99    0.83   -0.46   -1.51    0.69    1.26   -0.71   -0.34    0.20    0.52    0.49    0.52    0.41
   0.07    0.06  999.99    0.07    0.12    0.43    0.73    1.48    0.94    1.14    0.95    0.83    0.83    0.68    0.68    0.58    0.56    0.44    0.52    0.51    0.45    0.43    0.46    0.39
