2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003
 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320  2320
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  60   60   60   60   60   59   60   60   61   59   60   61   59   61   59   59   60   60   60   62   59   60   60   61
  36   35   37   37   38   35   37   38   37   35   36   36   35   36   37   36   36   37   35   33   35   37   36   37
   7.7    8.7    8.3    8.6    8.9    8.9    8.7    8.7    8.8    8.9    8.5    8.2    7.8    8.1    8.1    8.3    9.1    9.3    9.6    9.7    9.6    9.9    9.9    9.4
   6.9    8.6    8.1    7.8    8.1    8.7    8.7    8.6    8.4    8.5    8.3    7.9    7.6    7.7    7.3    8.1    8.9    9.2    9.4    9.4    9.0    9.6    9.5    8.0
 -44.7  -11.3  -25.7  -28.1  -20.3  -10.8   -1.5    8.0   12.1   11.9  -42.9  -30.4  -49.0  -40.3   -4.4  -27.6    3.7    0.1   -3.6   -8.9  -27.1  -26.6  -18.6  -12.1
 335.3  341.7  336.4  336.1  336.2  332.2  336.1  336.4  330.7  338.7   11.4   12.5   49.1   45.4  348.1   13.5  341.7  332.2  346.6  347.2  340.4  335.1  339.3  345.3
   4.5    8.0    6.7    6.3    7.0    7.6    7.9    7.8    7.1    7.8    5.9    6.6    3.3    4.1    7.2    7.0    8.4    8.2    9.2    9.0    7.5    7.8    8.4    7.6
  -2.1   -2.7   -2.9   -2.8   -3.1   -4.0   -3.5   -3.4   -4.0   -3.0    1.2    1.5    3.8    4.2   -1.5    1.7   -2.8   -4.3   -2.2   -2.1   -2.7   -3.6   -3.2   -2.0
  -4.9   -1.7   -3.5   -3.6   -2.8   -1.6   -0.2    1.2    1.8    1.8   -5.6   -4.0   -5.8   -5.0   -0.6   -3.8    0.6    0.0   -0.6   -1.4   -4.1   -4.3   -3.0   -1.7
  -2.1   -2.7   -3.1   -3.1   -3.5   -4.2   -3.4   -2.9   -3.2   -2.2   -0.8    0.0    1.6    2.4   -1.6    0.7   -2.6   -4.3   -2.2   -2.2   -2.7   -3.5   -3.1   -2.0
  -4.9   -1.6   -3.3   -3.3   -2.3   -0.8    0.6    2.1    3.0    2.7   -5.7   -4.3   -6.7   -6.1   -0.2   -4.1    1.1    0.6   -0.4   -1.3   -4.1   -4.4   -3.1   -1.7
   0.6    0.1    0.3    0.4    0.3    0.1    0.1    0.1    0.2    0.3    0.2    0.3    0.1    0.1    0.4    0.2    0.4    0.2    0.2    0.2    0.2    0.3    0.1    0.2
   3.3    1.2    1.6    3.7    3.5    1.7    0.9    1.1    2.4    2.5    1.7    2.0    1.2    2.3    3.3    1.5    1.8    1.4    1.5    2.0    3.1    2.3    2.4    4.8
   2.6    0.2    1.0    1.6    0.8    0.7    0.2    0.3    0.4    0.5    1.1    1.4    0.9    1.5    1.4    0.8    0.4    0.5    0.2    0.4    1.0    1.3    0.7    1.4
   1.5    0.7    0.5    1.6    1.9    0.6    0.5    0.6    1.0    1.0    0.9    0.9    0.7    1.0    2.4    0.9    1.2    0.7    1.4    1.3    2.7    0.9    1.5    3.7
   1.3    0.9    1.2    2.9    2.8    1.4    0.7    0.8    2.1    2.3    0.9    1.1    0.4    1.3    1.7    0.9    1.4    1.0    0.7    1.5    1.3    1.6    1.7    2.7
   60838.    47485.    56552.    63414.    71008.    76007.    66944.    63583.    85180.    60654.    73368.    68527.    72225.    66702.    47583.    67433.    57367.    62547.    71446.    98357.   161076.   140307.   152609.   180287.
  10.4    5.3    5.8    6.3    5.1    4.6    3.9    3.7    2.8    2.6    4.1    3.4    4.7    4.7    2.9    4.3    3.3    3.3    3.5    3.2    4.4    4.7    5.4    7.2
  563.   569.   561.   566.   575.   569.   565.   562.   567.   567.   575.   581.   581.   575.   563.   559.   555.   564.   551.   569.   580.   572.   565.   574.
   0.7    0.6   -0.0    0.1    0.3    0.4    1.0    1.6    1.5    2.1    2.0    1.2    1.9    1.8   -1.2    1.0   -1.9   -3.3   -0.7   -0.1   -0.4   -1.8   -0.1    3.0
   0.2   -0.3   -0.2   -0.2   -1.2   -3.2   -3.9   -3.1   -3.3   -2.8   -2.5   -2.5   -4.5   -4.2   -1.8   -3.7    0.1    0.4    0.3    0.5   -1.3   -2.3   -2.3    0.2
 0.037  0.027  0.025  0.020  0.015  0.014  0.018  0.018  0.027  0.027  0.020  0.032  0.027  0.027  0.047  0.051  0.040  0.050  0.052  0.134  0.109  0.088  0.093  0.090
    8514.     4797.     6962.     6884.    11090.    12249.     7496.     8742.    33258.    26111.    11586.    15751.     8449.     9328.    11250.     9812.    25011.     7314.    10594.    42076.    27165.    27315.    17670.    16573.
