2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001
  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  14   16   14   16   15   14   17   14   15   16   15   15   15   15   14   19   16   11   16   15   14   16   15   14
  14   16   14   16   15   14   17   14   15   16   15   15   15   15   14   19   16   11   16   15   14   16   15   14
   6.3    6.5    6.3    6.2    6.2    6.5    6.9    7.7    6.6    7.3    7.1    7.5    8.0    7.1    7.4   16.7   16.4   16.8   16.8   15.4   13.4   14.8   14.1   11.3
   5.9    6.2    5.4    5.5    5.7    6.1    5.7    5.2    5.4    6.0    6.0    6.7    7.8    6.2    6.3   14.2   13.3   13.0   11.2   15.2   13.1   14.7   13.9   11.0
 -15.6  -24.5    7.4  -30.8   26.3    4.5   27.6    0.9   19.5   78.5   56.8   44.6    7.5   22.4   19.3    3.0  -15.1   55.8  -23.1   31.9   31.2   26.2   16.1   15.7
 145.4  123.7  160.9  146.4  120.1  143.1  120.7  103.8  147.4  322.4  118.4  107.8  109.5  120.2  136.4   96.5   77.7  235.8   51.3   26.5   19.3    7.0   11.4   10.5
  -4.7   -3.1   -5.0   -4.0   -2.6   -4.8   -2.6   -1.2   -4.3    0.9   -1.6   -1.5   -2.6   -2.9   -4.3   -1.6    2.7   -4.1    6.5   11.6   10.5   13.1   13.1   10.4
   3.2    4.7    1.7    2.6    4.5    3.6    4.4    5.0    2.7   -0.7    2.9    4.6    7.2    5.0    4.1   14.1   12.5   -6.0    8.1    5.8    3.7    1.6    2.6    1.9
  -1.6   -2.6    0.7   -2.8    2.5    0.5    2.7    0.1    1.8    5.8    5.0    4.7    1.0    2.4    2.1    0.7   -3.4   10.7   -4.4    8.0    6.8    6.5    3.9    3.0
   3.6    5.4    1.2    3.6    3.1    3.2    3.3    4.8    2.2   -2.0    1.8    3.5    6.8    4.2    3.3   13.1   12.9   -9.9    9.2    1.1   -0.4   -2.2    0.0    0.0
   0.4    0.2    1.4   -1.4    4.1    1.8    3.9    1.5    2.4    5.5    5.5    5.6    2.6    3.6    3.2    5.3    1.5    7.2   -0.2    9.8    7.7    6.3    4.7    3.6
   0.2    0.1    0.1    0.1    0.0    0.1    0.5    0.5    0.2    0.8    0.5    0.3    0.4    0.9    0.8    4.3    1.8    0.9    1.2    1.1    1.5    0.2    0.7    1.2
   1.8    1.8    2.8    2.2    1.9    1.4    3.2    4.6    3.1    3.8    3.2    2.8    1.5    3.1    3.4    8.7    8.6   10.1   12.0    2.6    3.1    1.7    1.8    2.3
   0.4    0.8    0.8    1.1    1.0    0.9    2.1    1.7    1.5    1.8    1.0    0.8    0.4    2.1    2.1    2.6    3.8    5.5    7.4    0.9    1.8    0.3    0.7    1.4
   0.6    0.8    1.9    1.7    1.0    0.8    1.5    2.3    2.1    1.6    1.8    2.1    0.3    0.7    1.2    5.4    2.1    6.3    5.5    2.3    2.4    1.5    0.9    1.4
   1.6    1.5    2.0    0.7    1.3    0.7    2.0    3.7    1.7    2.9    2.5    1.7    1.5    2.2    2.5    6.3    7.4    5.7    7.6    0.8    0.9    0.5    1.3    1.2
   79710.    80632.   113756.    98891.    93629.    94419.   104021.   138108.   202458.   173692.   168088.   153107.    83906.   115205.    85952.   637636.  1030219.   652533.   562219.   630090.   585027.   706706.   710788.   999384.
   4.1    4.0    4.3    4.6    4.5    4.1    4.8    6.3    6.9    5.8    5.9    5.6    3.6    4.4    3.6    6.8    5.9    6.4    6.5    4.8    5.1    2.7    2.2    2.6
  450.   461.   450.   453.   462.   440.   463.   492.   478.   501.   490.   497.   500.   493.   486.   634.   709.   670.   765.   768.   713.   715.   726.   685.
  -2.2   -3.3   -0.6   -0.4   -3.2   -2.2   -3.5   -3.6   -2.3   -0.7   -3.0   -3.8   -2.9   -4.1   -2.6    0.8    5.3   10.5    0.7   -0.5   -0.1   -0.1    0.3    0.1
   4.1    4.5    1.4    4.0   -0.1    2.5    0.6    3.7    2.7   -1.7   -1.0   -1.4    0.3    0.3    1.1    1.2    0.3   -3.5    1.5   -0.9    2.3    2.1    1.3    2.9
 0.031  0.028  0.036  0.041  0.041  0.039  0.039  0.041  0.043  0.048  0.041  0.032  0.028  0.028  0.037  0.030  0.027  0.026  0.034  0.020  0.016  0.015  0.020  0.027
    6593.     4898.    10009.     5011.     3451.     7261.     6860.    28659.    10602.    15746.    12729.    16552.    19207.    32577.    32656.   206862.    54398.   118017.    68089.    59584.    35574.    57897.    35731.    82308.
   0.2    0.2    0.3    0.7    0.2    0.3    0.7    0.6    0.5    0.7    0.3    0.3    0.7    1.0    1.0    1.9    0.7    0.8    1.6    0.8    1.3    0.5    0.4    0.4
    4.     6.     5.     7.     5.     5.    22.     9.    10.    10.     5.     4.     5.     8.    11.    68.    19.    26.    25.    12.    13.     8.     8.    25.
   1.0    0.8    1.4    1.5    0.6    0.9    1.2    1.4    1.2    0.7    0.9    1.1    0.8    1.3    1.2    2.4    0.9    2.6    1.9    0.4    0.4    1.0    0.6    0.6
   1.6    1.2    2.0    0.6    1.4    0.9    1.6    2.2    1.5    2.1    2.1    1.6    1.2    1.8    2.1    4.2    3.7    3.2    4.3    1.2    0.6    0.5    0.7    1.0
 0.004  0.001  0.004  0.004  0.004  0.004  0.004  0.007  0.006  0.007  0.010  0.006  0.005  0.003  0.015  0.004  0.004  0.003  0.004  0.005  0.002  0.001  0.004  0.004
  1.56   1.58   1.66   1.83   1.87   1.53   1.99   2.96   3.09   2.90   2.75   2.61   1.67   1.99   1.63   5.11   5.49   5.30   7.22   5.11   4.61   2.44   2.09   2.26
  -0.18   -0.09   -0.63    0.63   -1.89   -0.79   -1.81   -0.74   -1.15   -2.76   -2.69   -2.78   -1.30   -1.77   -1.56   -3.36   -1.06   -4.82    0.15   -7.53   -5.49   -4.50   -3.41   -2.47
   0.89    0.82    1.09    1.13    1.08    0.90    0.97    1.18    2.18    1.37    1.44    1.17    0.50    0.88    0.59    0.78    1.06    0.74    0.66    0.64    0.84    0.43    0.39    0.96
   7.2    7.1    7.4    7.8    7.9    6.9    7.4    8.0    9.5    8.3    8.4    7.8    5.9    7.3    6.2    4.9    5.3    5.0    5.8    5.5    6.0    4.0    3.8    4.9
