2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004
 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249 249
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335  2335
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  60   34   58   59   60   58   61   60   60   62   61   62   56   58   60   61   64   60   68   55   69   60   58   56
  37   19   35   37   36   35   36   37   37   38   37   38   34   37   37   38   39   37   37   33   39   35   37   27
   2.0    1.6    1.6    1.8    1.8    2.5    3.0    3.3    5.9    7.6    7.6    7.5    7.4    8.1    8.5    8.7    8.5    8.8   11.0   12.0   10.7   10.2    9.9    9.1
   1.9    1.2    0.8    1.6    1.6    2.1    2.9    2.9    5.6    7.5    7.5    7.1    6.5    8.0    8.5    8.6    8.0    7.9    7.7   11.9   10.5   10.1    9.8    8.2
  25.4   49.0   24.3   -3.5  -16.4    4.6  -26.8  -13.8   13.6   17.9   -7.8    4.4    5.7   13.0  -10.3  -17.1   -8.8  -55.3   -3.2   33.4   25.2   17.2   12.5    3.0
  90.7   18.9   80.5  118.5  111.7  121.1   58.4  121.7  149.4  117.8  104.9  116.6  101.0  178.5  161.1  151.4  117.9  118.1  120.2  111.4  116.4  117.6  112.4  122.6
   0.0    0.8    0.1   -0.8   -0.6   -1.1    1.3   -1.5   -4.6   -3.3   -1.9   -3.2   -1.2   -7.8   -7.9   -7.2   -3.7   -2.1   -3.9   -3.6   -4.2   -4.5   -3.6   -4.4
   1.8    0.3    0.7    1.4    1.5    1.8    2.2    2.4    2.7    6.3    7.2    6.3    6.4    0.2    2.7    3.9    7.0    4.0    6.7    9.2    8.5    8.5    8.8    6.9
   0.8    0.9    0.3   -0.1   -0.5    0.2   -1.3   -0.7    1.3    2.3   -1.0    0.5    0.6    1.8   -1.5   -2.5   -1.2   -6.5   -0.4    6.5    4.5    3.0    2.1    0.4
   1.9    0.5    0.8    1.3    1.2    1.7    1.4    1.8    3.0    6.6    5.5    5.6    5.7    1.1    1.7    2.4    6.0    1.5    6.3   10.6    9.3    9.0    9.0    6.8
   0.4    0.8    0.1   -0.6   -1.0   -0.6   -2.2   -1.8   -0.3   -1.4   -4.7   -3.0   -2.9    1.4   -2.6   -4.0   -3.9   -7.5   -2.4    3.8    2.3    1.1    0.2   -1.1
   0.6    0.7    0.5    0.4    0.4    0.3    0.4    0.5    0.6    0.3    0.4    0.3    0.3    0.3    0.3    0.2    0.5    0.5    1.3    0.2    0.6    0.1    0.3    1.3
   0.8    1.2    1.4    0.9    0.9    1.3    1.0    1.6    2.0    1.3    1.4    2.2    3.3    1.5    0.9    1.2    2.8    3.8    7.9    1.7    2.0    1.5    1.4    3.8
   0.2    0.7    0.9    0.5    0.5    0.9    0.8    1.1    0.4    0.7    0.6    1.4    2.1    0.4    0.2    0.5    1.0    0.9    1.4    0.9    1.1    0.7    0.7    1.8
   0.6    0.7    0.9    0.6    0.7    0.9    0.3    0.5    1.8    0.7    0.6    0.9    1.8    0.7    0.6    0.7    1.4    3.0    2.7    0.5    1.0    0.5    0.3    2.7
   0.5    0.7    0.7    0.5    0.4    0.5    0.6    1.1    0.8    0.9    1.1    1.4    1.8    1.3    0.6    0.8    2.3    2.3    7.3    1.4    1.3    1.2    1.2    2.1
   20826.    24509.    21865.    23042.    20736.    19080.    17453.    23372.    25282.    29555.    35935.    37483.    43871.    48223.    49397.    47670.    50061.    46018.   109311.   122087.   119360.    99528.   128452.   127934.
  19.7   20.6   21.0   20.3   20.8   21.5   20.4   17.7   13.0   15.3   19.4   17.2   19.1   18.3   19.7   19.3   20.2   21.2    8.5    3.1    3.6    3.7    4.4    4.7
  320.   320.   315.   311.   308.   306.   304.   305.   299.   311.   319.   318.   326.   305.   304.   305.   318.   322.   330.   368.   354.   368.   379.   360.
  -1.0   -0.4   -0.8   -0.6   -0.9   -1.5   -1.1   -1.9   -1.4   -3.6   -3.4   -3.7   -3.7    0.1   -2.6   -4.2   -4.9   -4.4   -1.2    5.6    8.2    6.8    7.4    6.3
   0.8    0.9    1.6    1.3    1.5    1.0    0.3    0.4   -1.4   -2.0    0.8    0.5    0.8    0.2    2.4    3.3    3.1    5.2    0.6   -1.8    1.6   -0.6   -1.5   -0.8
 0.015  0.012  0.016  0.015  0.016  0.015  0.016  0.010  0.011  0.008  0.007  0.011  0.012  0.022  0.021  0.020  0.017  0.014  0.026  0.035  0.034  0.038  0.034  0.029
    2242.      453.     1471.      644.     1714.     1301.     1356.     3599.     3248.     4096.     2521.     2563.     3799.     4205.     2512.     1661.     3180.     6113.    71312.    19669.    34113.    20610.    34450.    35688.
   0.6    0.4    0.4    0.4    0.7    0.5    0.9    1.1    1.3    1.7    1.3    0.6    1.6    1.0    0.7    0.7    1.2    1.0    4.6    0.4    1.2    0.7    1.0    1.2
    1.     1.     3.     1.     1.     2.     2.     3.     4.     5.     2.     7.     5.     1.     1.     1.     4.     3.    14.     8.    14.    10.     6.    10.
   0.4    0.3    0.4    0.2    0.2    0.3    1.0    0.4    1.6    0.5    0.6    0.6    0.9    0.7    0.7    0.5    0.4    1.3    3.0    0.6    2.1    1.2    1.5    2.5
   0.6    0.5    0.3    0.2    0.3    0.3    0.2    0.6    0.6    0.7    0.5    1.0    1.1    0.9    0.4    0.6    1.0    0.9    3.4    1.9    2.6    1.9    1.2    1.7
 0.002  0.002  0.003  0.001  0.002  0.003  0.002  0.001  0.002  0.001  0.001  0.002  0.003  0.003  0.002  0.002  0.002  0.001  0.018  0.004  0.005  0.007  0.003  0.005
  3.57   3.69   3.70   3.48   3.51   3.56   3.35   2.86   2.03   2.55   3.39   3.03   3.55   3.09   3.30   3.24   3.64   3.88   1.71   0.80   0.86   0.96   1.20   1.14
  -0.13   -0.26   -0.03    0.19    0.31    0.18    0.67    0.55    0.09    0.44    1.50    0.95    0.95   -0.43    0.79    1.22    1.24    2.42    0.79   -1.40   -0.81   -0.40   -0.08    0.40
  30.57   51.17   51.27   39.46   39.82   21.10   13.75   10.26    2.39    1.74    2.30    2.11    2.50    2.05    2.02    1.87    2.08    1.99    0.69    0.22    0.32    0.34    0.48    0.61
  35.5   45.4   45.1   38.9   39.0   28.4   22.9   19.4    9.1    8.0    9.2    8.8    9.6    8.1    7.9    7.7    8.4    8.4    4.4    2.7    3.1    3.5    4.0    4.3
