2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  71  71
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  71  71
  59   60   60   60   60   60   63   60   60   60   60   60   60   59   61   60   60   59   60   60   60   59    2    7
  33   35   36   36   37   36   28   25   26   38   37   37   38   38   38   37   38   37   37   38   37   38    2    7
  12.8   11.2    9.9   10.6   10.4    9.9   16.6   16.5   12.4   11.1    9.2   13.2   12.7   13.0   11.3    9.4    7.4    6.6    6.1    6.0    6.1    5.9    5.9    5.7
  10.5    9.0    8.3    9.0    7.8    8.6   13.3   12.4    9.3    9.6    6.6    9.7   12.1   12.5   10.4    8.5    6.2    5.8    5.1    5.5    5.6    5.4    5.7    5.3
  12.7   19.5   20.2  -11.8  -18.3   17.7   31.0  -18.7  -40.2  -15.4  -17.8  -56.4   -2.6   26.1   42.5   41.5   51.6   27.1   16.1   15.8   14.5   15.8    8.9   20.3
 317.0  306.3  297.9  338.2  326.5  283.8  313.6  279.2  352.3  350.5  337.0   33.6  335.8  331.5  334.9  325.0  317.6  346.2  354.3  335.6  341.2  337.9    3.1  349.4
   7.5    5.0    3.7    8.2    6.2    2.0    7.9    1.9    7.1    9.1    5.7    4.5   11.0    9.9    6.9    5.2    2.8    5.0    4.9    4.8    5.1    4.8    5.6    4.9
  -7.0   -6.9   -6.9   -3.3   -4.1   -8.0   -8.3  -11.6   -1.0   -1.5   -2.4    3.0   -5.0   -5.4   -3.2   -3.7   -2.6   -1.2   -0.5   -2.2   -1.7   -2.0    0.3   -0.9
   2.3    3.0    2.9   -1.9   -2.5    2.6    6.8   -4.0   -6.0   -2.6   -2.0   -8.0   -0.6    5.5    7.0    5.6    4.8    2.6    1.4    1.5    1.4    1.5    0.9    1.8
  -6.7   -6.4   -6.3   -3.6   -4.6   -6.7   -5.2  -12.2   -3.5   -2.5   -3.0   -0.9   -4.8   -2.8   -0.4   -1.7   -1.2   -0.6   -0.2   -2.0   -1.5   -1.8    0.4   -0.7
   3.1    3.9    4.1   -1.1   -1.3    5.1    9.4    1.1   -5.0   -1.6   -0.7   -8.5    1.6    7.2    7.7    6.5    5.3    2.8    1.5    1.8    1.6    1.7    0.9    1.9
   0.8    0.7    0.3    0.4    0.7    0.4    6.0    3.0    2.2    1.4    1.3    1.3    1.3    0.7    0.5    0.6    0.6    0.4    0.2    0.2    0.1    0.1    0.0    0.1
   6.7    5.9    4.8    4.7    6.2    3.8   10.1   10.2    7.9    5.6    6.4    8.9    3.8    3.4    3.9    3.4    3.7    2.8    3.2    2.2    2.4    2.1    1.5    1.9
   2.2    3.3    1.7    2.2    2.9    1.8    4.4    6.3    3.7    2.3    2.0    4.1    1.1    1.0    1.9    2.3    3.2    1.3    0.9    0.6    0.5    0.6    0.0    0.3
   4.1    2.7    2.6    2.9    3.8    1.7    4.9    4.5    4.1    2.4    3.5    7.3    2.5    3.1    3.0    1.8    1.3    1.8    2.4    1.3    2.0    1.6    1.4    1.5
   4.7    4.0    3.6    3.1    4.0    2.9    7.7    6.6    5.6    4.5    5.0    3.2    2.6    1.1    1.5    1.7    1.4    1.7    2.0    1.7    1.1    1.3    0.4    1.1
  270441.   364989.   348485.   365082.   328884.   287509.  1051240.  1970351.  1858208.  1651758.  1434631.  1163299.  1049036.   870639.   590887.   419401.   352626.   283286.   262489.   255155.   217496.   188560.   269737.   231367.
   7.5    9.1    9.3    9.0    9.1    6.8   12.3   18.0   14.8   11.9    9.5    7.0    4.3    3.4    2.9    2.2    1.9    1.9    1.7    1.6    1.4    1.2    1.1    1.0
  580.   615.   624.   599.   614.   645.   752.   908.   896.   866.   865.   889.   865.   867.   887.   896.   905.   869.   855.   840.   829.   819.   780.   777.
   4.6    4.6    3.4    6.0    5.0    1.3    4.1    5.0    9.3   10.7    8.8    5.8    1.3    1.4    1.2   -0.2   -0.3   -0.1   -0.2   -1.1   -0.5   -0.7   -0.5    0.4
   0.9    0.4    0.1   -1.8   -2.4    1.0    2.5   -3.4   -4.0   -3.8   -4.0   -0.9    0.8    1.1    0.8    1.6    2.6    1.5    1.1    0.8    1.0    1.1   -1.0   -0.4
 0.060  0.063  0.057  0.062  0.049  0.051  0.047  0.032  9.999  0.009  0.040  0.020  0.011  9.999  0.030  9.999  0.031  0.026  0.026  0.029  0.035  0.048  0.034  0.040
   48525.    50391.    31971.   112873.    45689.    42345.   913338.   232281.   162054.    80647.   106699.   123538.   134995.    80528.   141378.    67796.    75072.    38000.    28817.    32962.    20059.    31969.    15960.    29278.
   0.8    0.9    0.7    0.8    1.0    0.8    6.4    1.7    1.5    1.0    0.6    1.1    0.5    0.3    0.3    0.2    0.2    0.2    0.1    0.1    0.1    0.1    0.2    0.1
