2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   13   16   14   15   15   15   15   16   15   15   14   15   15   15   15   15   15   15   15   15
  15   15   15   15   13   16   14   15   15   15   15   16   15   15   14   15   15   15   15   15   15   15   15   15
   4.0    5.9    7.4    7.6    6.1    7.3    6.9    6.2    6.1    6.0    5.8    6.6    6.6    6.0    5.7    4.7    4.3    5.3    4.0    4.6    5.1    5.3    5.5    5.9
   3.0    5.0    7.0    7.5    5.2    7.3    6.9    6.1    5.9    5.9    5.4    6.3    6.5    5.9    5.6    4.5    3.7    5.3    2.4    4.2    4.9    5.1    5.4    5.9
 -17.0  -53.2  -19.7  -22.6  -19.2    0.3   -5.1   -4.6   -6.9  -15.4   10.4   -3.7    1.4    2.0  -18.4  -31.2  -21.1  -28.7  -14.7    3.5    2.5  -11.1   -4.5   -3.5
  74.5  335.8  304.6  292.1  354.3  356.2  331.2  310.8  318.6  314.8  333.9  315.3  314.5  310.3  292.2  266.3  222.6  195.5  286.3  308.5  336.3  319.8  331.1  326.4
   0.8    2.7    3.7    2.6    4.9    7.2    6.0    4.0    4.4    4.0    4.8    4.5    4.6    3.8    2.0   -0.2   -2.6   -4.5    0.7    2.6    4.5    3.9    4.7    4.9
   2.8   -1.2   -5.4   -6.4   -0.5   -0.5   -3.3   -4.6   -3.9   -4.0   -2.3   -4.4   -4.6   -4.5   -4.9   -3.8   -2.4   -1.2   -2.2   -3.3   -2.0   -3.3   -2.6   -3.3
  -0.9   -4.0   -2.4   -2.9   -1.7    0.0   -0.6   -0.5   -0.7   -1.6    1.0   -0.4    0.2    0.2   -1.8   -2.3   -1.3   -2.5   -0.6    0.3    0.2   -1.0   -0.4   -0.4
   2.8   -1.4   -5.6   -6.7   -0.8   -0.5   -3.3   -4.5   -3.9   -4.3   -1.8   -4.2   -4.2   -4.2   -5.2   -4.2   -2.6   -1.5   -2.2   -3.3   -2.0   -3.3   -2.6   -3.3
  -1.0   -3.9   -1.9   -2.0   -1.6    0.1    0.4    1.0    0.7    0.0    1.8    1.2    1.8    1.6   -0.3   -1.3   -0.8   -2.3   -0.4    0.5    0.3   -1.0   -0.4   -0.4
   1.1    1.5    0.2    0.1    0.9    0.3    0.9    0.2    0.3    0.2    0.4    0.3    0.1    0.1    0.2    1.0    1.4    0.2    1.0    0.2    0.1    0.3    0.4    0.2
   2.5    3.2    2.1    1.1    3.0    1.1    1.2    0.6    1.3    0.9    2.0    1.9    1.2    0.8    0.8    1.7    2.4    0.5    3.3    1.7    1.3    1.2    0.9    0.5
   1.2    1.1    1.2    0.9    1.5    0.2    1.2    0.4    0.7    0.4    0.7    0.7    0.2    0.5    0.6    0.8    2.0    0.3    2.8    1.0    0.5    0.9    0.5    0.2
   1.8    2.6    1.2    0.5    2.5    1.0    0.4    0.4    0.6    0.4    1.5    1.4    0.4    0.3    0.2    1.4    1.3    0.2    1.5    0.6    0.7    0.3    0.3    0.3
   1.2    1.6    1.1    0.5    0.8    0.4    0.2    0.2    1.0    0.7    1.2    1.0    1.1    0.5    0.6    0.4    0.5    0.3    0.9    1.2    1.0    0.7    0.6    0.3
  195175.   204277.   173549.   148181.   155685.   146694.   133679.   125027.   122292.   106670.   113382.   101349.   105363.    89846.    80753.    79944.   114124.    95074.    77358.    88139.    99840.    75246.    81559.    61208.
   5.3    4.2    4.0    3.9    5.6    5.5    5.3    6.6    6.4    6.0    5.6    3.9    3.4    3.7    3.9    3.8    3.1    3.0    3.7    3.5    3.4    3.5    3.7    3.7
  454.   457.   452.   446.   418.   410.   407.   394.   393.   389.   388.   404.   411.   410.   406.   404.   403.   403.   389.   402.   398.   392.   382.   380.
   3.5    3.3    2.1   -0.0    1.4    1.6    1.7    1.3    0.8    0.9    1.7    3.1    3.4    2.5    2.0    1.5    1.4    1.1    1.3    2.9    2.6    2.2    1.2    1.9
   0.0    0.2    1.6    1.2   -0.0    0.1    0.1   -0.6   -0.5   -1.2   -2.1   -3.0   -3.8   -3.6   -3.5   -3.7   -4.2   -4.8   -4.1   -4.1   -3.8   -2.9   -5.0   -4.6
 0.037  0.058  0.065  0.050  0.041  0.038  0.043  0.039  0.041  0.037  0.038  0.047  0.054  0.048  0.035  0.034  0.049  0.040  0.041  0.044  0.031  0.045  0.055  0.039
   34845.    23380.    15346.    11848.    11281.     4665.     4205.     3894.     4843.     6565.    12203.    10102.     6787.     3460.     2798.     7560.    25610.    21056.     9206.     8040.     7864.    10266.     7729.     7282.
   0.2    0.6    0.1    0.1    0.7    0.4    0.9    0.3    0.4    0.2    0.7    0.4    0.5    0.2    0.2    0.2    0.6    0.3    0.3    0.1    0.1    0.3    0.3    0.4
    5.     4.     7.     4.     7.     3.     9.     3.     2.     4.     7.     5.     4.     2.     3.     3.     2.     2.    11.     5.     3.     8.     5.     6.
   0.6    0.8    1.1    0.5    1.4    0.2    0.4    0.4    0.5    0.4    0.6    0.6    0.5    0.6    0.2    0.4    0.4    0.3    1.6    0.4    0.3    0.4    0.6    0.5
   0.8    0.7    0.7    0.5    0.6    0.2    0.1    0.3    0.7    0.6    0.8    0.8    0.4    0.2    0.4    0.4    0.6    0.2    0.6    0.6    0.3    0.8    0.3    0.3
