2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005
 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149 149
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345  2345
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  57   58   58   60   56   59   63   58   59   60   79   58   62   59   60   62   59   62   60   61   58   61   59   58
  33   32   33   33   30   35   36   30   29   30   40   25   35   28   31   23   27   31   23   16   25   19   28   28
  12.3   11.0   10.4   10.1   10.0   10.4   10.7    9.7   11.3   11.1   18.5   17.2   16.0   15.3   13.6   13.9   17.2   17.3   18.0   18.4   19.3   18.2   18.5   18.0
  11.5   10.2    9.5    9.7    9.7   10.3   10.6    6.9   11.3   11.0   17.7   17.0   15.9   15.2   13.5   13.2   16.6   15.9   15.0   17.7   19.2   18.1   15.4   16.4
  12.2    1.8    2.9  -14.7  -16.8  -11.4  -24.9  -11.0   62.5   57.1   84.0   74.1   72.4   55.3   53.5   32.1   22.8   47.4   34.7   37.9   42.3   42.5   11.3  -12.1
 306.1  303.8  298.9  303.8  311.2  314.0  312.8  308.6  141.5  138.2  174.5  282.9  284.2  289.2  282.1  294.6  281.2  280.3  275.6  266.8  263.7  272.6  284.7  262.1
   6.6    5.7    4.6    5.2    6.1    7.0    6.5    4.2   -4.1   -4.4   -1.8    1.0    1.2    2.8    1.7    4.7    3.0    1.9    1.2   -0.8   -1.6    0.6    3.8   -2.2
