2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012 2012
 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441  2441
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  60   58   59   59   60   58   58   59   61   59   60   60   61   59   58   61   59   58   59   59   60   59   59   57
  36   36   36   36   36   35   36   36   37   36   37   37   37   34   36   37   36   35   36   36   37   36   33   34
   3.9    3.8    3.8    3.8    3.7    3.8    3.8    3.9    4.0    3.9    3.9    3.7    3.8    3.8    3.7    3.7    3.7    3.7    3.3    3.2    3.3    3.4    3.9    4.0
   3.9    3.7    3.8    3.8    3.6    3.8    3.8    3.9    3.9    3.9    3.8    3.7    3.8    3.7    3.7    3.7    3.7    3.7    3.3    3.2    3.2    3.3    3.8    4.0
  14.1   20.6   16.8   24.7    9.1   -1.1   -0.1    1.0   -8.3  -16.6  -18.2  -30.1  -32.9  -18.8  -11.6  -18.5  -14.8   -5.1   -4.4   -4.6    9.0   18.7    6.3    1.7
 205.4  210.7  220.0  229.8  204.2  194.8  192.8  191.6  184.4  183.8  183.5  173.2  161.7  149.7  156.8  149.2  150.6  150.9  153.2  157.3  163.9  171.7  165.2  168.9
  -3.4   -3.0   -2.8   -2.2   -3.2   -3.6   -3.7   -3.8   -3.8   -3.7   -3.6   -3.1   -3.0   -3.0   -3.3   -3.0   -3.1   -3.2   -2.9   -2.9   -3.1   -3.1   -3.7   -3.9
  -1.6   -1.8   -2.3   -2.6   -1.5   -1.0   -0.8   -0.8   -0.3   -0.2   -0.2    0.4    1.0    1.8    1.4    1.8    1.7    1.8    1.5    1.2    0.9    0.5    1.0    0.8
   0.9    1.3    1.1    1.6    0.6   -0.1    0.0    0.1   -0.6   -1.1   -1.2   -1.8   -2.0   -1.2   -0.7   -1.2   -0.9   -0.3   -0.3   -0.3    0.5    1.1    0.4    0.1
  -1.6   -1.8   -2.2   -2.4   -1.4   -1.0   -0.8   -0.7   -0.5   -0.5   -0.6   -0.2    0.3    1.4    1.2    1.5    1.5    1.7    1.5    1.2    0.9    0.5    1.0    0.8
   0.9    1.3    1.2    1.8    0.8    0.1    0.2    0.3   -0.5   -1.0   -1.1   -1.8   -2.2   -1.7   -1.1   -1.6   -1.2   -0.5   -0.4   -0.3    0.5    1.1    0.4    0.1
   0.2    0.1    0.1    0.1    0.1    0.1    0.0    0.0    0.1    0.1    0.1    0.1    0.1    0.0    0.0    0.1    0.0    0.0    0.2    0.0    0.1    0.1    0.1    0.1
   0.7    0.7    0.6    0.8    0.9    0.6    0.4    0.5    1.0    0.4    0.4    0.6    0.6    0.8    0.5    0.4    0.3    0.6    0.5    0.4    0.4    0.9    0.3    0.3
   0.3    0.3    0.3    0.5    0.4    0.1    0.1    0.1    0.1    0.1    0.1    0.2    0.3    0.2    0.2    0.1    0.1    0.2    0.1    0.1    0.1    0.3    0.1    0.1
   0.4    0.3    0.4    0.2    0.5    0.4    0.2    0.5    0.3    0.2    0.3    0.5    0.4    0.4    0.3    0.2    0.1    0.4    0.2    0.1    0.2    0.7    0.1    0.3
   0.5    0.6    0.2    0.6    0.6    0.5    0.3    0.3    0.9    0.3    0.2    0.2    0.2    0.6    0.2    0.3    0.2    0.4    0.4    0.3    0.3    0.5    0.2    0.2
   16736.    17747.    18050.    17978.    17453.    13882.    13001.    10448.    11131.     9791.     8390.     9403.     9084.     8191.     7171.     7670.     6690.     6641.     9081.    11277.    12200.    11765.     9517.    11593.
   2.9    3.1    3.1    3.1    3.2    3.1    3.4    3.2    3.4    3.4    2.9    2.7    2.6    2.5    2.6    2.4    2.3    2.4    2.3    2.1    2.2    2.5    2.8    3.1
  395.   395.   391.   385.   376.   371.   365.   357.   354.   355.   353.   357.   357.   355.   347.   350.   346.   341.   340.   338.   333.   329.   326.   324.
   2.4    3.0    3.5    2.5    2.3    1.6    1.1    0.3   -0.1   -0.1    0.2   -0.6   -2.1   -2.9   -2.7   -2.9   -3.1   -3.2   -2.7   -2.3   -2.5   -2.5   -2.9   -2.5
  -1.0   -1.6   -1.4   -1.5   -1.1   -0.1    0.7    0.8    1.8    2.5    2.4    2.7    2.8    2.3    1.8    2.0    1.3    0.6    0.7    0.5   -0.3   -0.6    0.4    0.6
 0.016  0.016  0.017  0.013  0.015  0.017  0.017  0.019  0.018  0.019  0.020  0.022  0.024  0.023  0.022  0.021  0.021  0.022  0.023  0.023  0.027  0.026  0.027  0.028
    2083.     1255.     1319.     1922.     2277.     1494.     1233.     1369.     1439.      785.      738.     1245.     1358.     1366.      513.      467.      511.      431.     2203.     1031.     1066.     2462.     2083.     2286.
   0.3    0.2    0.1    0.2    0.2    0.3    0.1    0.1    0.2    0.2    0.1    0.2    0.1    0.1    0.2    0.2    0.1    0.1    0.2    0.1    0.1    0.2    0.2    0.1
    2.     3.     5.     3.     4.     4.     3.     2.     2.     2.     2.     2.     3.     3.     3.     3.     2.     1.     2.     2.     2.     2.     3.     1.
   0.5    0.3    0.9    0.4    0.4    0.4    0.2    0.8    0.3    0.2    0.3    1.1    0.2    0.5    0.6    0.3    0.2    0.7    0.5    0.2    0.4    1.0    0.3    0.5
   0.4    0.5    0.2    0.3    0.6    0.6    0.4    0.3    1.2    0.2    0.3    0.4    0.2    0.5    0.4    0.5    0.4    0.5    0.5    0.5    0.6    0.6    0.5    0.5
 0.001  0.002  0.002  0.002  0.003  0.001  0.001  0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.001  0.002  0.001  0.002  0.001  0.001  0.002  0.003  0.002  0.002
  0.80   0.86   0.85   0.81   0.80   0.76   0.81   0.73   0.76   0.77   0.65   0.63   0.61   0.57   0.57   0.53   0.50   0.51   0.48   0.44   0.45   0.50   0.55   0.60
  -0.36   -0.51   -0.47   -0.69   -0.30   -0.04   -0.07   -0.11    0.18    0.35    0.39    0.64    0.79    0.60    0.38    0.56    0.42    0.17    0.14    0.10   -0.17   -0.36   -0.13   -0.03
   1.15    1.30    1.31    1.31    1.42    1.27    1.38    1.21    1.23    1.28    1.08    1.13    1.03    0.98    1.07    0.99    0.94    0.98    1.21    1.19    1.18    1.26    1.06    1.13
   8.6    9.2    9.1    8.9    9.1    8.6    8.9    8.2    8.2    8.4    7.7    7.9    7.6    7.4    7.6    7.3    7.1    7.1    7.8    7.7    7.5    7.6    7.0    7.1
  6.1   6.3   6.2   6.1   6.1   5.9   6.0   5.7   5.7   5.8   5.5   5.6   5.5   5.4   5.5   5.4   5.3   5.2   5.5   5.4   5.3   5.3   5.1   5.1
 0.0160  0.0142  0.0145  0.0150  0.0144  0.0161  0.0152  0.0177  0.0179  0.0169  0.0200  0.0189  0.0207  0.0218  0.0208  0.0222  0.0237  0.0233  0.0195  0.0203  0.0212  0.0203  0.0243  0.0234
  3   3   3   7   7   7   3   3   3   7   7   7   3   3   3   3   3   3   3   3   3   3   3   3
 129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129  129
   -20    -19    -17    -16    -15    -15    -14    -15    -18    -20    -19    -18    -18    -18    -17    -15    -13    -10     -8     -9    -10     -9     -7     -8
   2    2    2    3    3    3    2    2    2    3    3    3    2    2    2    2    2    2    2    2    2    2    2    2
 152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1  152.1
   49    52    47    40    43    47    52    68    57    56    97   203   134   113   131   124   137   118   131    90    34    35    39    36
   -35    -42    -37    -28    -22    -18    -22    -30    -22    -29    -59   -123    -75    -64    -89    -91   -100    -79    -87    -50    -10    -15    -24    -24
    14     10     10     12     22     29     30     38     35     27     38     80     59     48     42     33     37     40     44     40     24     20     15     12
  -0.3   -0.5   -0.5   -0.4   -0.4   -0.3   -0.3   -0.3   -0.2   -0.6   -0.4    0.2    0.7    0.6    0.4    0.6    0.5    0.1   -0.2   -0.2   -0.3   -0.3   -0.1    0.0
 0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803  0.007803
1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00 1000000.00
 99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99
 99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99  99999.99
    25.36     21.96     19.23     24.66     22.05     22.27     19.36     14.88     11.66     10.81     10.85      9.88      8.60     10.00     12.16     12.73     12.60     12.82     13.90     12.66     12.38     10.64      8.19      8.30
     0.80      0.66      0.60      0.53      0.49      0.39      0.41      0.36      0.36      0.31      0.31      0.26      0.31      0.22      0.25      0.24      0.25      0.23      0.25      0.25      0.22      0.21      0.18      0.15
     0.12      0.11      0.10      0.09      0.09      0.08      0.08      0.08      0.08      0.08      0.08      0.06      0.08      0.06      0.06      0.06      0.06      0.06      0.06      0.06      0.06      0.06      0.05      0.05
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
