1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268 268
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255  2255
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  19   16   16   15   15   15   15   15   15   14   15   15   15   14   15   16   15   14   15   15   15   15   15   15
  19   16   16   15   15   15   15   15   15   14   15   15   15   14   15   16   15   14   15   15   15   15   15   15
  28.6   22.7   20.7   18.8   17.4   16.6   16.2   17.5   19.4   19.7   19.1   19.4   19.6   19.4   18.3   17.5   17.2   17.1   16.6   16.0   15.2   14.2   12.2   11.8
  25.6   15.2   18.8   18.3   17.2   16.4   14.8   17.0   19.2   19.6   18.9   19.1   19.5   19.3   18.2   17.3   17.2   17.1   16.5   15.9   15.2   14.2   12.1   11.7
  21.6  -11.5  -70.7  -26.8  -24.7  -28.0   -7.0    2.3  -10.9  -11.5  -11.6   -2.2    3.0   -0.9    9.4   18.5   25.9   17.5   21.6   27.7   25.5   30.6   18.5   12.1
 113.8  101.3   29.1   98.1   98.7   97.0  108.4  117.5  104.5  101.7  101.6  108.9  104.2  105.0  112.2  133.3  147.8  151.8  149.4  158.8  171.2  171.6  176.4  179.5
  -9.6   -2.9    5.4   -2.3   -2.4   -1.8   -4.6   -7.8   -4.7   -3.9   -3.7   -6.2   -4.8   -5.0   -6.8  -11.2  -13.1  -14.3  -13.2  -13.2  -13.5  -12.1  -11.5  -11.5
