1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999
 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269  2269
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  14   16   15   15   14   15   15   15   15   15   15   16   14   15   13   15   15   15   14   15   15   15   15   15
  14   16   15   15   14   15   15   15   15   15   15   16   14   15   13   15   15   15   14   15   15   15   15   15
   4.8    4.4    4.9    5.1    5.0    5.2    5.3    5.7    6.1    6.7    6.1    5.7    4.6    5.2    4.7    4.2    3.9    4.1    3.9    4.4    4.4    4.7    4.5    4.1
   4.4    4.2    4.6    4.8    4.5    5.0    5.2    5.6    6.0    6.6    5.0    4.7    2.7    4.5    4.1    3.4    3.6    3.9    3.7    4.4    3.9    4.2    4.1    3.4
  44.2   14.8   22.3   44.2   27.4    9.6   20.1   16.2   22.4   43.4   40.5   26.2   12.3   27.8   13.5  -27.0    0.3    0.0   -9.2   -3.6  -27.1   15.6   37.3  -27.7
 101.1  157.4  135.6  133.3  149.8  195.9  202.8  200.8  179.0  178.1  146.9   76.0  111.8  111.7  122.0  136.5  160.7  154.1  129.4  163.5  137.3  155.4  173.5  191.7
  -0.6   -3.7   -3.0   -2.3   -3.4   -4.7   -4.5   -5.1   -5.5   -4.8   -3.2    1.0   -1.0   -1.5   -2.1   -2.2   -3.4   -3.6   -2.3   -4.2   -2.5   -3.7   -3.2   -3.0
   3.1    1.5    3.0    2.5    2.0   -1.3   -1.9   -1.9    0.1    0.2    2.1    4.1    2.4    3.7    3.4    2.1    1.2    1.7    2.8    1.2    2.3    1.7    0.4   -0.6
   3.0    1.1    1.7    3.3    2.1    0.8    1.8    1.6    2.3    4.5    3.3    2.1    0.6    2.1    1.0   -1.5    0.0    0.0   -0.6   -0.3   -1.8    1.1    2.5   -1.6
   3.7    1.7    3.4    3.4    2.6   -0.9   -0.9   -0.9    1.3    2.5    3.5    4.6    2.4    4.3    3.5    1.3    1.1    1.6    2.5    1.1    1.9    1.9    0.9   -0.9
   2.3    0.7    0.8    2.3    1.2    1.3    2.5    2.3    1.9    3.7    1.7   -0.4   -0.7    0.0   -0.6   -2.2   -0.4   -0.5   -1.4   -0.6   -2.3    0.7    2.4   -1.5
   0.3    0.7    0.2    0.1    0.4    0.3    0.3    0.3    0.1    0.1    0.3    0.2    0.8    0.2    0.2    0.2    0.4    0.2    0.2    0.1    0.2    0.1    0.1    0.2
   1.6    1.6    1.4    1.5    1.9    1.4    1.1    0.6    1.3    0.9    3.0    3.1    3.3    2.2    1.9    2.0    1.2    1.1    1.0    0.5    1.9    2.0    1.4    2.0
   1.3    0.6    0.4    0.6    0.6    0.4    0.5    0.3    0.3    0.2    2.1    2.8    1.8    1.5    1.0    1.2    0.5    0.8    0.8    0.2    1.0    0.5    0.3    0.7
   0.6    1.1    0.5    0.8    1.7    0.6    0.6    0.3    1.0    0.8    2.0    1.0    1.2    1.0    1.2    0.9    0.9    0.6    0.5    0.3    1.1    1.1    1.3    0.9
   0.7    0.9    1.3    1.2    0.7    1.2    0.8    0.4    0.7    0.4    0.8    0.8    2.4    1.2    1.1    1.3    0.5    0.5    0.4    0.3    1.2    1.6    0.6    1.7
   49956.    72546.    60256.    51450.    65369.    57235.    56506.    59555.    65568.    50046.    77746.    73636.    86376.    71619.    80362.    83608.   107180.    98531.    60307.    90817.    53090.    69183.    68759.    58788.
   5.3    5.1    4.8    4.9    4.9    4.7    4.8    4.2    3.8    4.0    4.6    4.6    4.3    3.8    4.1    4.7    4.1    3.7    4.2    3.8    4.5    4.1    3.9    4.7
  470.   448.   452.   455.   447.   439.   437.   431.   426.   428.   443.   462.   447.   441.   434.   429.   419.   413.   423.   408.   412.   403.   403.   400.
  -2.4   -0.7   -1.5   -1.3   -0.8    1.0    1.4    1.3    0.2    0.3   -0.6   -1.5    0.2   -1.9   -1.5   -0.8   -1.0   -1.9   -2.4   -2.5   -3.1   -3.5   -3.3   -2.2
   1.1    2.6    2.5    1.6    2.2    2.8    2.1    2.3    1.8   -0.4    0.9    1.7    2.8    1.3    2.0    3.0    1.6    2.0    2.5    1.3    1.8   -0.4   -1.7    0.7
 0.062  0.068  0.073  0.078  0.082  0.068  0.070  0.059  0.058  0.057  0.070  0.075  0.072  0.064  0.066  0.070  0.070  0.067  0.065  0.070  0.081  0.086  0.080  0.078
    8106.     3132.     5269.     7106.    10107.     8515.     7424.     4332.     6976.     4941.    10898.    10966.    19652.    11001.    14865.    18214.     9949.    11421.     9878.     4056.    14810.     6614.     5114.    11281.
   0.4    0.7    0.1    0.2    0.4    0.4    0.2    0.2    0.2    0.2    0.4    0.3    0.6    0.2    0.5    0.5    0.4    0.5    0.4    0.3    0.5    0.2    0.2    0.5
    7.     3.     3.     3.     5.     4.     2.     3.     1.     2.    14.    15.    13.    10.     6.     7.     6.     5.     6.     2.     5.     3.     4.     3.
   0.5    0.8    0.3    0.3    1.5    0.5    0.3    0.3    0.8    0.7    1.5    0.7    1.4    0.8    1.1    0.6    0.5    0.2    0.2    0.2    0.9    0.5    1.0    0.6
   0.6    0.6    0.8    0.7    0.6    0.7    0.5    0.3    0.7    0.5    0.9    0.8    2.3    1.3    0.9    1.1    0.6    0.5    0.4    0.3    1.0    1.3    0.5    1.0
 0.006  0.009  0.011  0.009  0.011  0.013  0.011  0.005  0.003  0.005  0.008  0.014  0.009  0.006  0.007  0.009  0.009  0.007  0.009  0.015  0.009  0.007  0.005  0.004
  2.44   2.17   2.12   2.22   2.17   1.92   1.96   1.61   1.42   1.50   1.93   2.13   1.85   1.55   1.63   1.85   1.54   1.34   1.58   1.35   1.69   1.49   1.40   1.65
  -1.08   -0.31   -0.36   -1.05   -0.54   -0.57   -1.09   -0.99   -0.81   -1.58   -0.75    0.18    0.31   -0.00    0.26    0.94    0.17    0.21    0.59    0.24    0.95   -0.28   -0.97    0.60
   1.71    2.20    1.57    1.41    1.58    1.34    1.31    1.01    0.82    0.66    1.06    1.19    1.82    1.17    1.61    2.35    2.64    2.08    2.17    1.79    1.75    1.53    1.58    2.18
  11.3   11.5   10.1    9.9    9.9    9.2    9.0    7.7    6.8    6.4    7.8    8.7   10.1    8.3    9.3   11.1   10.9    9.7   11.1    9.0    9.9    8.7    8.8   10.6
  7.2   6.7   6.6   6.6   6.4   6.2   6.2   5.7   5.2   5.1   5.6   6.1   6.3   5.8   6.0   6.4   6.0   5.8   6.6   5.7   6.3   5.7   5.8   6.2
 0.0094  0.0090  0.0116  0.0122  0.0121  0.0142  0.0146  0.0198  0.0257  0.0291  0.0196  0.0157  0.0117  0.0174  0.0136  0.0097  0.0101  0.0127  0.0096  0.0146  0.0121  0.0158  0.0152  0.0106
 10  10  10  13  13  13   3   3   3  17  17  17  23  23  23  17  17  17  23  23  23  20  20  20
 165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165  165
   -18    -14    -11     -9    -10    -12    -10    -10    -12    -13    -11    -12    -15    -14    -11    -18    -23    -21    -18    -21    -19    -23    -24    -23
   4    4    4    5    5    5    2    2    2    6    6    6    9    9    9    6    6    6    9    9    9    7    7    7
 171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4  171.4
   68    67    86   163   114    66    47    43    43    40    40    74   189   174   276   295   160    91   118    78   220   269    62    69
   -25    -31    -43   -112    -70    -16    -11     -9    -11    -11     -7    -33   -124   -132   -234   -235   -132    -74    -83    -50   -162   -217    -17    -12
    42     36     43     50     45     50     36     34     32     29     32     41     65     43     41     60     28     17     35     28     58     52     46     57
   0.1    0.0   -0.1    0.3    0.6   -0.1   -0.4   -0.4   -0.3   -0.2    0.3    0.5    1.0    1.2    1.1    1.6    0.9    1.0    1.4    0.7    1.8    1.5   -0.0    0.1
 0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532  0.008532
      3.91       3.89       3.89       3.88       3.68       3.88       3.83       3.80       3.77       3.66       3.35       3.71       3.41       3.16       3.26       3.29       3.29       3.05       3.28       3.16       3.04       2.80       2.75       2.77
     1.20      1.24      1.14      1.19      1.12      1.19      1.12      1.13      1.11      1.09      1.05      1.02      0.98      0.97      0.97      0.96      0.99      0.91      0.96      0.98      0.99      0.94      0.95      0.93
