2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   16   15   15   14   16   15   15   15   15   15   14   15   15   15   14   15   15   15   15   15   15   15   15
  15   16   15   15   14   16   15   15   15   15   15   14   15   15   15   14   15   15   15   15   15   15   15   15
  10.2    7.2    8.1    7.5    7.5    6.1    6.4    8.2    7.5    7.4    7.1    6.3    5.8    5.9    5.6    5.6    5.4    5.1    4.8    4.6    4.5    4.4    4.6    4.4
   7.7    6.6    7.5    5.8    6.8    5.7    5.4    7.9    7.3    7.1    6.9    5.9    5.8    5.6    4.9    5.2    4.4    4.7    3.7    4.2    4.5    4.0    4.3    3.9
 -15.9   17.4   27.5   -9.8  -11.7  -25.0   11.2   24.5   22.6   28.7   34.9   32.4   14.4   35.8    9.5   -0.4   -9.6  -37.2   -8.4   -3.3  -43.8   -8.0  -51.0  -31.2
 144.5  340.9  340.1  302.8  258.3  262.6  327.2  336.8  322.5  341.4  332.6  335.6  335.6  336.5  326.3  316.6  329.0  278.9  278.8  306.3  327.2  347.5  327.0  332.1
  -6.0    6.0    6.2    3.1   -1.4   -0.7    4.4    6.6    5.3    5.9    5.0    4.6    5.1    4.2    4.0    3.8    3.7    0.6    0.6    2.5    2.7    3.9    2.3    2.9
   4.3   -2.1   -2.3   -4.8   -6.5   -5.1   -2.9   -2.8   -4.1   -2.0   -2.6   -2.1   -2.3   -1.8   -2.7   -3.6   -2.2   -3.7   -3.6   -3.4   -1.7   -0.9   -1.5   -1.6
  -2.1    2.0    3.5   -1.0   -1.4   -2.4    1.0    3.3    2.8    3.4    4.0    3.2    1.4    3.3    0.8    0.0   -0.7   -2.9   -0.5   -0.2   -3.1   -0.6   -3.4   -2.0
   3.9   -1.7   -1.5   -4.9   -6.6   -5.6   -2.2   -1.0   -2.3   -0.1   -0.3   -0.3   -1.4   -0.2   -2.2   -3.4   -2.3   -4.3   -3.6   -3.4   -2.2   -1.0   -1.9   -1.9
  -2.8    2.4    3.9    0.3    0.7   -0.4    2.1    4.2    4.4    3.9    4.8    3.8    2.3    3.8    1.8    1.3    0.0   -1.8    0.3    0.5   -2.8   -0.5   -3.2   -1.8
