2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005
 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344  2344
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  58   65   74   61   61   61   54   57   66   58   62   58   59   61   59   58   60   58   55   55   58   60   57   56
  33   35   41   23   36   24   25   30   29   32   33   35   33   35   33   32   32   30   18   21   30   31   23   15
   4.8    5.7    8.6   19.5   15.3   22.4   51.1   54.3   54.8   54.7   52.2   50.1   48.5   46.3   44.2   42.1   39.4   36.1   32.5   29.4   26.1   23.6   21.1   19.9
   4.5    5.0    5.1    8.0    9.3   14.0   48.3   54.0   53.3   54.5   51.4   50.0   48.4   46.0   44.2   42.0   39.4   35.7   32.4   29.2   25.9   23.4   20.7   19.7
  -7.5  -44.4   -0.2   27.0   16.7   22.9  -55.1  -35.2  -14.7   11.6   23.0   15.2   21.7   23.8   19.4   22.4   21.0   16.9   13.5   16.0   13.5    9.4    8.0    5.7
 173.3  160.6  124.1  122.4   18.1   98.9  146.1  137.9  140.4  138.4  138.0  146.9  153.2  159.8  167.9  170.1  170.4  186.6  202.6  212.1  213.5  213.3  224.4  226.7
  -4.4   -3.4   -2.9   -3.8    8.4   -2.0  -22.9  -32.8  -39.7  -40.0  -35.1  -40.4  -40.1  -39.5  -40.8  -38.3  -36.2  -33.9  -29.1  -23.8  -21.0  -19.3  -14.7  -13.5
   0.5    1.2    4.2    6.0    2.8   12.8   15.4   29.6   32.8   35.4   31.6   26.3   20.3   14.5    8.7    6.7    6.1   -3.9  -12.1  -14.9  -13.9  -12.7  -14.4  -14.3
  -0.6   -3.5    0.0    3.6    2.7    5.5  -39.6  -31.1  -13.5   11.0   20.1   13.1   17.9   18.6   14.7   16.0   14.1   10.4    7.6    8.1    6.1    3.8    2.9    2.0
   0.7    2.4    3.9    4.6    2.0   11.4   21.7   33.3   33.9   34.5   30.4   25.5   19.0   12.6    6.7    3.7    2.7   -6.7  -13.9  -16.8  -15.2  -13.1  -14.3  -13.9
  -0.3   -2.8    1.4    5.2    3.3    8.1  -36.5  -27.1  -10.4   13.4   21.9   14.6   19.3   19.9   15.7   16.9   15.1    8.9    3.2    2.1    0.1   -1.8   -3.4   -4.1
   0.3    0.8    7.2    7.7    4.7   12.2    2.4    1.1    1.6    0.9    1.0    0.5    0.5    0.6    0.6    0.6    0.9    1.1    0.9    0.9    0.8    0.7    0.7    0.4
   1.6    2.5    9.0   18.1   12.6   20.3   16.2    6.0   12.8    3.9    9.2    3.3    2.6    5.1    1.8    2.2    2.0    5.4    2.4    3.1    2.6    2.3    3.8    2.0
   0.6    1.1    2.4    8.4    9.1    7.5    5.2    1.6    3.3    1.4    3.9    0.5    1.1    2.0    0.6    0.7    1.0    1.4    1.6    2.1    1.1    0.5    2.8    1.1
   1.0    1.0    5.1   13.9    7.2   11.2   10.6    3.3    3.3    1.2    3.5    2.1    1.2    1.4    1.4    0.8    1.7    4.7    1.5    1.8    2.2    1.1    1.8    0.9
   1.1    2.0    7.0    8.0    5.0   15.2   11.1    4.8   11.8    3.4    7.6    2.5    2.1    4.5    0.9    1.9    0.5    2.2    0.8    1.5    0.9    1.9    2.0    1.5
   63025.    94671.   113301.  1609487.  1753276.  1513164.   557819.   901349.   827584.   130817.   153511.    33869.    28387.    33454.    29594.    31769.    28305.    17222.    12082.    16126.    47117.    52796.    35484.    45225.
   1.9    2.8    4.9   19.2   19.2   17.0   15.8    6.3    6.0    1.6    2.5    2.7    2.1    2.5    2.8    2.5    4.2    5.9    5.6    3.3    1.5    1.1    2.5    0.3
  405.   437.   479.   819.   817.   848.   928.   922.   915.   985.   942.   961.   931.   928.   931.   907.   893.   863.   827.   799.   799.   812.   769.   768.
  -4.7   -5.2   -6.7   -6.6   -6.9   -3.9    4.1    4.4    1.9    8.0    7.1    6.6    5.9    5.4    4.9    5.9    7.3    4.0    0.9   -0.0    0.0    2.1   -0.0    0.1
  -2.2    0.6   -2.1   -1.8   -2.3   -0.3   -1.1   -1.1   -0.9    2.3    3.7    3.5    4.5    4.6    3.0    3.8    3.2    2.3    1.5    1.3    1.2   -1.0   -1.1   -0.1
 0.035  0.025  0.021  0.034  0.014  0.020  0.082  0.030  0.132  9.999  0.030  9.999  9.999  0.107  9.999  0.102  0.104  0.121  0.112  0.107  0.083  0.079  0.083  0.095
   17981.    31960.    48448.   734623.   445805.   390026.   206889.   767362.   930107.    85163.   402246.    14035.     6657.    11602.     7638.     7986.     9616.     4727.     3118.     5129.    20437.    22100.    29186.     6082.
   0.4    0.8    2.0    4.4    3.4    5.3    6.1    2.2    3.4    0.6    1.1    0.5    0.2    0.6    0.3    0.3    1.5    0.8    0.6    0.7    1.1    0.8    1.3    0.1
   11.    21.    54.    77.    19.    47.    19.    38.    62.    13.    30.    22.    11.    22.     6.     7.     6.    15.    11.    13.    20.    17.    30.    13.
   2.0    1.9    1.8    2.5    1.1    4.1    1.4    2.7    4.6    0.7    2.2    1.5    0.4    0.4    0.3    0.7    0.8    1.8    0.6    0.9    1.3    1.3    1.9    0.6
   2.2    2.5    3.0    1.7    2.1    3.3    2.3    3.3    3.2    1.5    1.5    0.6    0.6    1.5    0.5    0.8    0.2    0.6    0.5    0.8    1.0    2.0    1.9    2.2
 0.006  0.004  0.003  0.018  0.006  0.010  0.000  0.000  0.066  9.999  0.000  9.999  9.999  0.018  9.999  0.022  0.018  0.022  0.025  0.037  0.023  0.017  0.021  0.014
  0.59   0.98   2.04  24.43  22.60  22.05  30.18  10.02  12.82   3.10   4.15   4.99   3.64   5.13   4.85   4.84   7.92  10.89   9.26   5.02   2.13   1.59   3.29   0.41
   0.12    1.22   -0.67   -4.26   -2.70   -6.87   33.87   24.99    9.52  -13.20  -20.63  -14.03  -17.97  -18.47  -14.62  -15.33  -13.48   -7.68   -2.65   -1.68   -0.08    1.46    2.61    3.15
   0.66    0.80    0.67    3.65    6.42    2.31    0.17    0.09    0.08    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.02    0.03    0.03    0.02    0.02    0.01    0.04    0.01
   5.8    6.4    6.2    9.2   11.7    7.8    3.6    2.1    2.0    1.1    1.4    1.6    1.4    1.6    1.8    1.7    2.3    2.9    3.0    2.5    1.9    1.8    2.9    1.1
  4.6   4.9   4.9   4.5   4.6   4.5   3.4   2.1   2.0   1.1   1.4   1.6   1.4   1.6   1.8   1.7   2.3   2.9   3.0   2.4   1.9   1.8   2.8   1.1
 0.0352  0.0289  0.0313  0.0140  0.0087  0.0195  0.0913  0.2619  0.2844  0.9170  0.5844  0.4789  0.6148  0.4737  0.3830  0.4100  0.2205  0.1411  0.1312  0.1952  0.3384  0.3654  0.1433  1.0648
 57  57  57  57  57  57  83  83  83  77  77  77  40  40  40  40  40  40  50  50  50  50  50  50
  56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56
   -14    -12     11     52     42     37    -58   -229   -247   -222   -184   -175   -162   -157   -146   -135   -118   -100   -105   -115   -120   -108    -94   -102
  67   67   67   67   67   67  236  236  236  179  179  179   27   27   27   27   27   27   48   48   48   48   48   48
 105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2  105.2
  257   306   869   991   696   436  1184   729   933  1057   409   349   285   224   170   143   133   305   575   693   635   846   934   536
  -123   -172   -549   -572   -340    -90   -834   -675   -530   -522   -228   -164   -178   -171   -133   -112    -93   -217   -368   -476   -365   -585   -614   -337
