1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121 121
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  63   59   58   61   62   63   61   59   63   56   63   62   62   58   60   63   61   60   60   64   57   59   75   55
  38   33   35   31   36   37   36   37   38   34   37   38   38   36   35   39   38   37   36   37   36   35   43   34
   4.3    3.2    6.3    8.0    8.9    9.1    9.1    9.3    7.8    7.7    7.7    7.4    8.1    8.5    8.8    7.6    6.9    6.4    7.3    6.9    6.5    6.3   14.7   17.2
   3.6    2.7    6.1    7.7    8.0    8.1    8.4    8.7    7.5    7.4    7.4    6.7    7.7    8.1    8.3    6.2    6.6    4.7    7.1    5.1    6.3    4.9   11.0   12.5
  34.8   76.2   30.4    9.0  -20.3   -2.5  -11.8   -9.3   17.2   14.8   28.2   27.8  -30.2   -4.7   35.4   71.6   22.7   56.0  -19.7   45.5   38.7   29.7   20.6    1.3
 309.5  320.9  135.3  138.6  153.1  127.5  136.4  146.0  125.3  122.9  127.0  142.3  156.4  144.2  150.8  109.5  142.3  132.5  150.1  101.8   99.9  112.8  138.5  134.3
   1.9    0.5   -3.7   -5.7   -6.7   -4.9   -6.0   -7.1   -4.1   -3.9   -3.9   -4.7   -6.1   -6.6   -5.9   -0.7   -4.8   -1.8   -5.8   -0.7   -0.8   -1.7   -7.7   -8.7
  -2.3   -0.4    3.7    5.1    3.4    6.4    5.7    4.8    5.8    6.0    5.2    3.6    2.7    4.7    3.3    1.9    3.7    2.0    3.4    3.5    4.8    3.9    6.8    8.9
   2.0    2.6    3.1    1.2   -2.8   -0.4   -1.7   -1.4    2.2    1.9    3.5    3.1   -3.9   -0.7    4.8    5.9    2.6    3.9   -2.4    3.7    3.9    2.4    3.9    0.3
  -3.0   -1.5    2.1    4.3    4.1    6.3    5.9    5.0    5.4    5.7    4.7    3.2    3.2    4.8    2.2    0.4    2.8    0.5    4.1    1.6    2.5    2.3    4.1    7.7
   0.7    2.2    4.3    3.0   -1.6    1.4   -0.3   -0.4    3.1    2.7    4.1    3.5   -3.5    0.1    5.4    6.2    3.6    4.4   -0.9    4.9    5.7    4.0    6.7    4.5
