2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014 2014
  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463  2463
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  59   60   60   58   57   59   60   58   57   62   58   57   62   60   57   61   57   62   61   57   62   64   51   55
  36   36   36   34   33   36   35   33   31   35   31   35   37   35   34   35   35   38   36   33   38   39   29   29
   9.6   12.0   14.1   13.0   13.4   16.2   16.1   15.7   15.1   15.1   15.5   15.1   14.2   12.2   13.9   11.6    9.9    8.6    9.5    8.5    8.6    8.2    7.7    7.5
   7.2    7.1   13.9   12.0   11.5   14.0   15.4   15.5   13.1   14.9   15.3   15.0   13.9    8.2   13.6   10.3    9.3    7.8    8.8    8.3    8.4    7.5    7.3    7.2
 -65.3  -40.5    8.1   17.3   -6.6   69.2   76.9   79.3   70.8   17.6   11.1    8.9   28.0   66.7  -14.0  -49.9  -62.7  -63.8  -28.5  -53.1  -48.8  -47.2  -58.3  -44.8
 297.7   55.9   77.8   68.3   76.4  127.7  171.0  175.0  245.7  265.7  258.9  255.8  258.2   55.8   79.5   88.0   19.8   84.6  102.5  105.7  104.2   84.3   66.7   76.6
   1.4    3.0    2.9    4.2    2.7   -3.0   -3.5   -2.9   -1.8   -1.1   -2.9   -3.6   -2.5    1.8    2.4    0.2    4.0    0.3   -1.7   -1.4   -1.4    0.5    1.5    1.2
  -2.7    4.5   13.4   10.7   11.1    3.9    0.5    0.2   -3.9  -14.2  -14.8  -14.4  -12.0    2.7   13.0    6.7    1.4    3.4    7.6    4.8    5.3    5.1    3.5    5.0
  -6.6   -4.6    2.0    3.6   -1.3   13.1   15.0   15.2   12.4    4.5    2.9    2.3    6.5    7.5   -3.3   -7.9   -8.3   -7.0   -4.2   -6.7   -6.3   -5.5   -6.2   -5.1
   0.9    6.1   11.1    8.3   10.8   -0.6   -3.7   -3.5   -6.4  -14.8  -15.1  -14.6  -13.0    1.0   13.4    8.6    4.0    5.7    8.6    7.2    7.6    7.1    6.1    6.9
  -7.1   -1.9    7.8    7.7    2.9   13.7   14.5   14.8   11.3    1.7    0.2   -0.3    4.1    7.9    0.0   -5.7   -7.4   -5.3   -0.8   -3.9   -3.1   -2.3   -3.6   -1.9
