2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015 2015
 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485  2485
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  51  52  52  52  52  52  52  52
  60   58   62   56   60   58   58   54   61   55   63   57   61   61   58   59   58   59   61   63   57   59   61   60
   9    3    4    5    5    5    5    7    5    7    4    4    8    8   16    3   35    5   13   12   14   14   16    8
   6.7    6.7    6.6    6.6    6.8    6.7    6.5    6.0    5.2    5.4    5.5    5.6    5.0    5.4    4.8    5.0    5.3    5.4    5.3    5.0    4.4    3.5    3.6    3.9
   6.1    6.1    5.8    5.2    5.8    5.2    5.5    5.0    2.2    4.5    3.7    5.1    3.4    4.7    4.0    3.5    4.1    5.0    3.4    3.0    2.8    2.6    3.1    1.3
  10.2   15.5   -5.3  -16.6    8.3   -7.0   31.7    4.3  -14.7    0.1   -9.5   -1.4  -20.9  -11.5    4.4  -34.2  -37.0   -2.5    9.8   15.6   -4.7   -4.8    1.8    2.9
 173.4  167.0  163.2  129.8  115.0  137.6  166.6  157.3  144.1  181.6  128.5   99.6   95.9   75.3   99.2  149.5  135.4  136.3  122.7  181.0  115.9  179.3  185.2  122.2
  -6.0   -5.7   -5.6   -3.2   -2.4   -3.8   -4.6   -4.6   -1.7   -4.5   -2.3   -0.8   -0.3    1.2   -0.6   -2.5   -2.4   -3.6   -1.8   -2.9   -1.2   -2.6   -3.1   -0.7
   0.7    1.3    1.7    3.9    5.2    3.5    1.1    1.9    1.2   -0.1    2.9    5.0    3.1    4.4    3.9    1.5    2.3    3.4    2.8   -0.1    2.5    0.0   -0.3    1.1
   1.1    1.6   -0.5   -1.5    0.8   -0.6    2.9    0.4   -0.5    0.0   -0.6   -0.1   -1.2   -0.9    0.3   -2.0   -2.5   -0.2    0.6    0.8   -0.2   -0.2    0.1    0.1
   0.9    1.7    1.5    3.2    5.1    2.9    2.3    1.9    0.8   -0.1    2.1    4.2    2.0    3.4    3.6    0.5    1.1    3.1    2.8    0.1    2.4    0.0   -0.3    1.1
