2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001
 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113 113
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289  2289
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   14   17   14   15   15   15   14   15   15   15   15   16   14   14   15   15   14   15   15   15   18
  15   15   15   14   17   14   15   15   15   14   15   15   15   15   16   14   14   15   15   14   15   15   15   18
   9.3    9.6    9.5    9.1    8.9    8.9    8.7    8.2    8.9    8.8    7.2    6.7    7.1    6.7    7.0    7.1    5.4    5.4    4.9    5.7    6.3    6.9    6.7    8.1
   9.3    9.2    9.3    9.0    7.2    8.9    8.6    7.3    8.9    7.2    7.2    6.4    6.9    6.2    6.8    7.0    5.3    5.3    4.7    5.7    6.3    6.8    6.7    8.0
 -61.3  -57.8  -65.9  -78.5  -30.3  -21.7  -23.3  -57.9  -81.2  -35.9   -2.5    3.2   -9.9  -23.4   -5.7    3.9   -6.9   -2.5  -24.4  -13.8  -13.7   -9.0   -3.3   -3.4
  72.8   59.6  320.4  342.6  292.0  290.7  292.9  293.8  298.4  102.4  104.0  107.0  119.9  117.3  118.3  122.3  131.5  128.3  119.3  115.5  102.1  102.2  112.4  116.0
   1.3    2.5    2.9    1.7    2.3    2.9    3.1    1.6    0.6   -1.3   -1.7   -1.9   -3.4   -2.6   -3.2   -3.8   -3.5   -3.3   -2.1   -2.4   -1.3   -1.4   -2.5   -3.5
   4.3    4.2   -2.4   -0.5   -5.8   -7.7   -7.3   -3.6   -1.2    5.7    6.9    6.2    5.9    5.1    5.9    5.9    3.9    4.1    3.7    5.0    6.0    6.5    6.2    7.1
  -8.1   -7.8   -8.5   -8.9   -3.6   -3.3   -3.4   -6.2   -8.8   -4.2   -0.3    0.4   -1.2   -2.5   -0.7    0.5   -0.6   -0.2   -1.9   -1.3   -1.5   -1.1   -0.4   -0.5
   7.7    7.4    1.5    3.1   -4.2   -6.3   -6.1   -2.1    0.5    6.3    6.9    6.1    6.0    5.5    5.9    5.5    3.9    3.9    4.2    5.0    6.0    6.2    5.5    6.4
  -4.9   -4.9   -8.7   -8.4   -5.4   -5.5   -5.2   -6.9   -8.9   -3.2    0.8    1.4   -0.1   -1.4    0.7    2.1    0.7    1.4   -0.2    1.1    1.6    2.3    2.8    3.1
   0.6    1.0    0.6    0.3    0.2    0.2    0.1    0.6    0.2    0.6    0.5    0.6    0.3    0.4    0.8    0.6    0.6    0.3    0.2    0.3    0.2    0.1    0.1    0.7
   0.9    2.7    1.7    1.2    5.1    0.8    1.0    3.7    0.6    5.0    0.9    1.7    1.6    2.1    1.8    0.9    1.3    0.9    1.2    0.7    0.5    0.9    0.4    1.3
