2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   15   15   15   15   15   15   14   15   15   15   15   15   15   15   15   15   15   15   14
  15   15   15   15   15   15   15   15   15   15   15   14   15   15   15   15   15   15   15   15   15   15   15   14
   9.5    8.4    9.3    9.6   10.5   10.8   11.2   11.3   11.3   10.7   10.8   10.7   10.7   10.5   10.2    9.7    9.4    9.6    9.6    9.6    9.6    9.8    9.6    9.3
   9.3    8.1    9.2    9.5   10.2   10.5   11.2   11.3   11.2   10.7   10.5   10.6   10.7   10.4   10.1    9.7    9.3    9.6    9.5    9.5    9.4    9.7    9.6    9.3
 -30.1   11.0   13.7   13.8   14.5   12.9    7.3   20.0   23.5   32.1   34.1   43.9   30.2   36.5   48.8   43.3   48.2   51.3   46.4   44.0   53.1   52.5   54.9   46.9
 113.8  136.7  132.4  143.4  144.2  148.9  146.8  148.2  149.8  163.2  166.7  148.7  159.3  164.6  167.0  166.6  169.7  169.4  168.0  169.6  176.5  173.0  167.3  155.4
  -3.3   -5.8   -6.0   -7.4   -8.0   -8.7   -9.3   -9.0   -8.9   -8.7   -8.4   -6.5   -8.6   -8.1   -6.5   -6.8   -6.1   -5.9   -6.4   -6.7   -5.6   -5.8   -5.4   -5.8
   7.4    5.4    6.6    5.5    5.8    5.3    6.1    5.6    5.2    2.6    2.0    4.0    3.3    2.2    1.5    1.6    1.1    1.1    1.4    1.2    0.3    0.7    1.2    2.6
  -4.7    1.5    2.2    2.3    2.6    2.3    1.4    3.8    4.5    5.7    5.9    7.3    5.4    6.2    7.6    6.6    7.0    7.5    6.9    6.6    7.5    7.7    7.8    6.8
   7.5    5.4    6.7    5.7    6.1    5.6    6.3    6.4    6.3    4.3    3.9    6.2    4.9    4.0    3.5    3.0    2.3    2.0    1.8    1.3    0.2    0.4    0.9    2.3
  -4.5    1.5    1.9    1.8    1.8    1.3    0.0    2.2    2.7    4.6    4.9    5.5    4.0    5.2    6.9    6.1    6.7    7.3    6.8    6.6    7.5    7.7    7.8    6.9
   0.2    0.7    0.1    0.3    0.2    0.3    0.1    0.1    0.1    0.1    0.3    0.1    0.1    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.1    0.2    0.1    0.1
   1.4    1.8    1.0    1.1    2.0    2.3    0.7    0.8    0.8    0.7    2.3    1.4    0.7    0.8    0.6    0.4    0.4    0.7    1.2    0.5    1.6    1.1    0.7    0.7
   0.5    1.1    0.5    0.6    0.6    0.4    0.2    0.4    0.3    0.3    1.0    1.0    0.3    0.4    0.2    0.2    0.2    0.5    0.7    0.2    0.8    0.6    0.4    0.3
   0.5    0.7    0.5    0.5    1.5    2.0    0.3    0.3    0.4    0.6    1.9    0.5    0.3    0.4    0.5    0.2    0.3    0.3    0.7    0.4    1.3    0.9    0.4    0.5
   1.2    1.3    0.7    0.8    1.0    1.0    0.6    0.7    0.6    0.3    1.0    0.8    0.5    0.5    0.2    0.2    0.2    0.4    0.7    0.3    0.6    0.3    0.3    0.4
   38857.    32816.    42007.    31601.    25856.    82327.   136418.   138317.    89811.    14727.    14242.    15529.     9557.     8290.     8728.    11119.    14855.    29292.    56488.    33905.    48030.    16585.    15663.    11962.
   5.9    6.8    3.2    2.8    2.4    1.4    1.0    1.0    1.1    4.0    3.1    2.4    2.0    2.0    2.4    3.6    4.4    2.6    1.5    1.2    1.5    1.6    1.5    2.3
  525.   541.   537.   536.   531.   529.   531.   532.   520.   510.   502.   510.   492.   488.   483.   481.   484.   495.   494.   499.   485.   481.   483.   473.
   4.9    2.8    2.6    2.9    2.8    2.2    2.5    2.6    2.7    3.6    2.6    2.2    2.0    1.3    0.8    0.7    0.3    0.2    0.4    0.6    0.4    1.2    2.2    0.7
  -2.0    2.3    1.0    1.0    0.8    1.2    1.3    0.1   -0.1   -1.3   -1.0   -1.5   -0.8   -1.1   -1.6   -1.5   -1.0   -0.4   -0.9   -0.3   -1.3   -2.4   -2.0   -1.8
 0.069  0.071  0.090  0.104  0.129  0.112  0.092  0.112  0.075  0.073  0.070  0.113  0.104  0.105  0.103  0.098  0.069  0.072  0.067  0.073  0.106  0.093  0.060  0.058
    3945.     8948.     6964.    13683.     5184.    32704.    28141.    20477.    24561.     1966.     4514.     3759.     1071.      869.      842.     1514.     2559.    23707.    39618.     7349.    25285.     1287.     2058.      899.
   1.0    3.5    0.2    0.6    0.6    0.6    0.1    0.1    0.9    0.4    1.7    0.3    0.2    0.1    0.2    0.6    0.4    1.8    0.6    0.2    1.0    0.8    0.2    0.5
    4.     4.     5.     7.     5.     5.     7.     6.     7.     3.     4.     6.     2.     2.     3.     3.     1.     9.     7.     3.     6.     5.     3.     6.
   0.4    0.3    0.3    0.4    0.5    1.0    0.3    0.2    0.7    0.4    0.6    0.4    0.5    0.6    0.2    0.2    0.4    0.3    0.3    0.4    0.4    0.6    0.9    0.7
   0.4    0.7    0.6    0.4    0.6    0.9    0.5    0.6    0.8    0.3    0.4    0.5    0.5    0.2    0.3    0.8    0.3    1.1    1.0    0.8    2.0    0.6    0.5    0.3
 0.007  0.031  0.030  0.030  0.041  0.032  0.043  0.028  0.011  0.015  0.020  0.008  0.005  0.006  0.009  0.016  0.006  0.008  0.011  0.017  0.043  0.014  0.009  0.014
  3.47   4.27   2.10   1.90   1.71   0.95   0.64   0.68   0.65   2.24   1.67   1.51   1.14   1.13   1.32   1.94   2.20   1.37   0.78   0.64   0.84   0.85   0.72   1.06
   2.36   -0.81   -1.02   -0.96   -0.96   -0.69   -0.00   -1.17   -1.40   -2.35   -2.46   -2.81   -1.97   -2.54   -3.33   -2.93   -3.24   -3.61   -3.36   -3.29   -3.64   -3.70   -3.77   -3.26
   0.45    0.65    0.26    0.20    0.14    0.11    0.09    0.09    0.08    0.21    0.16    0.13    0.10    0.10    0.13    0.22    0.30    0.19    0.13    0.09    0.12    0.10    0.10    0.16
   6.7    8.4    5.2    4.7    3.9    2.9    2.4    2.4    2.4    4.8    4.1    3.7    3.3    3.3    3.7    4.7    5.4    4.2    3.2    2.8    3.1    3.1    3.1    3.9
  5.7   6.7   4.7   4.3   3.7   2.8   2.3   2.3   2.3   4.4   3.8   3.5   3.1   3.1   3.5   4.3   4.8   3.9   3.0   2.7   2.9   3.0   3.0   3.6
 0.0264  0.0169  0.0446  0.0545  0.0775  0.1416  0.2117  0.2146  0.2042  0.0524  0.0710  0.0873  0.1125  0.1101  0.0884  0.0537  0.0408  0.0688  0.1198  0.1467  0.1243  0.1234  0.1253  0.0800
 37  37  37  27  27  27  13  13  13  23  23  23   7   7   7  17  17  17  17  17  17  17  17  17
 267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267  267
   -18    -25    -23    -23    -24    -20    -16    -14    -12     -1     -5    -12    -16    -16     -9     -2      4      5     -1     -6     -6     -5     -8     -7
  22   22   22   12   12   12    5    5    5    9    9    9    3    3    3    6    6    6    6    6    6    6    6    6
 325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1  325.1
  906   652   264   133   214   173   126   127   126   129   100    97    86    52    35    48    75    90    77    78    71    59    55    46
  -504   -403   -168    -86   -146   -109    -37    -46    -67    -27     -8    -13    -31     -9     -9    -14    -22    -40    -30    -28    -22    -28    -42    -38
   402    249     96     47     68     64     89     81     59    101     92     84     55     43     26     34     53     50     47     50     49     32     13      9
   5.9    2.7    1.4    0.7    1.1    1.6    2.8    2.9    3.5    2.9    1.7    2.4    0.3   -1.7   -4.3   -7.0   -7.4   -3.6   -0.9   -1.8   -3.0   -2.3   -3.8   -3.1
 0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612  0.009612
     11.40      12.80      13.60      16.40      17.20      16.40      20.50      20.70      22.60      14.90      14.90      15.80      15.70      17.20      14.60      16.50      16.90      19.50      22.30      24.00      24.40      34.90      40.10      46.20
     5.11      5.40      5.54      6.32      6.09      6.14      7.07      7.47      8.12      6.50      6.40      6.55      6.79      7.28      6.65      7.34      7.37      8.14      9.27     10.00     10.10     13.60     15.00     17.00
     2.13      2.15      2.23      2.36      2.20      2.21      2.40      2.49      2.68      2.32      2.31      2.36      2.43      2.53      2.41      2.62      2.55      2.66      2.96      3.15      3.12      3.89      4.09      4.52
     0.84      0.83      0.86      0.84      0.81      0.82      0.86      0.82      0.87      0.79      0.83      0.81      0.81      0.85      0.85      0.91      0.84      0.84      0.85      0.90      0.83      1.00      0.96      1.00
     0.38      0.39      0.34      0.38      0.38      0.38      0.39      0.35      0.38      0.37      0.39      0.37      0.37      0.39      0.41      0.41      0.39      0.37      0.36      0.39      0.34      0.39      0.35      0.34
     0.28      0.30      0.24      0.28      0.28      0.26      0.29      0.25      0.26      0.27      0.29      0.28      0.27      0.30      0.30      0.31      0.29      0.28      0.27      0.29      0.26      0.29      0.26      0.26
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
