2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   14   15   19   15   15   16   15   15   15   15   15   15   16   14   15   12   15   15   15   15   15   16   15
  15   14   15   19   15   15   16   15   15   15   15   15   15   16   14   15   12   15   15   15   15   15   16   15
   8.1    7.9    7.5   11.9   23.5   26.3   20.7   19.9   21.0   19.6   20.7   23.0   15.1   11.8    9.9   10.5    9.2    6.8    8.3    8.4    8.7    7.5    7.4    7.0
   8.0    7.8    7.3   11.7   23.2   25.8   16.0   16.8   19.0   10.2   19.1   21.6   14.5   10.8    8.2    9.9    8.0    6.1    7.7    8.2    8.6    7.4    7.4    7.0
 -81.7  -83.7  -83.5  -79.4  -69.6  -72.9  -66.3   16.9   16.7   63.5   44.0  -29.2  -61.9  -75.8  -73.2  -45.4  -55.9  -40.6  -23.9   -9.1  -17.4  -17.3  -18.3  -16.3
 167.4  164.6   84.2  212.7  218.4  218.6  152.5  265.4  270.6  270.4   55.4   57.2    2.3  334.7  142.3  255.4  239.4  135.8  137.8  146.3  148.3  155.0  161.6  166.8
  -1.1   -0.8    0.1   -1.8   -6.4   -5.9   -5.7   -1.3    0.2    0.0    7.8   10.2    6.8    2.4   -1.9   -1.7   -2.3   -3.3   -5.2   -6.8   -7.0   -6.4   -6.6   -6.5
   0.3    0.2    0.8   -1.2   -5.0   -4.7    3.0  -16.0  -18.2   -4.6   11.3   15.9    0.3   -1.1    1.4   -6.7   -3.9    3.2    4.8    4.5    4.3    3.0    2.2    1.5
  -8.0   -7.7   -7.3  -11.5  -21.8  -24.6  -14.7    4.9    5.5    9.2   13.3  -10.5  -12.8  -10.4   -7.8   -7.1   -6.6   -3.9   -3.1   -1.3   -2.6   -2.2   -2.3   -2.0
  -1.6   -1.8   -1.4   -5.1  -13.0  -14.8   -4.3  -11.3  -12.5    1.2   16.8    7.6   -6.5   -6.2   -2.5   -9.1   -6.2    1.6    3.6    4.0    3.5    2.4    1.7    1.0
  -7.8   -7.5   -7.2  -10.4  -18.2  -20.2  -14.4   12.3   14.3   10.2    4.9  -17.5  -11.0   -8.4   -7.5   -3.5   -4.5   -4.8   -4.4   -2.5   -3.6   -2.8   -2.7   -2.3
   0.1    0.2    0.1    5.3    2.2    1.1    7.1    1.8    0.7    1.0    2.9    1.0    2.9    1.8    0.8    0.7    2.4    1.8    0.2    0.1    0.3    0.3    0.2    0.3
   1.0    1.2    1.2    5.5    3.6    4.5   13.8    9.8    7.9   16.0    7.9    7.3    4.3    4.8    5.5    3.2    4.8    3.4    2.5    1.3    1.1    0.9    0.5    0.6
   0.5    0.7    0.8    1.9    0.6    1.8    1.9    4.2    5.1    2.0    3.9    1.8    1.9    2.0    0.6    1.3    1.7    1.3    1.2    0.5    0.6    0.4    0.2    0.1
   0.9    1.0    0.9    1.1    3.0    3.9   12.2    2.2    3.0    9.3    5.8    3.3    2.7    4.0    5.2    2.6    4.2    2.7    0.7    0.5    0.6    0.2    0.2    0.3
   0.1    0.2    0.2    5.0    1.8    1.1    6.1    8.6    5.2   12.9    3.6    6.2    2.7    1.8    1.5    1.3    1.5    1.6    2.1    1.0    0.7    0.8    0.4    0.5
