1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997
 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327 327
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243  2243
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  59   59   62   59   61   58   60   59   62   60   60   58   59   58   58   63   59   62   67   61   59   59   61   57
  29   38   37   39   38   36   38   36   36   36   38   36   37   37   32   42   39   40   39   46   40    6    2   31
  17.6   17.3   16.9   14.6   14.2   14.0   13.3   12.7   12.9   14.1   15.8   15.7   15.4   13.7   14.0   12.3   10.6    9.7    9.0    7.3    5.8    5.4    5.6    6.3
  17.6   17.2   16.9   14.5   14.0   13.9   13.3   12.6   12.7   14.0   15.3   15.5   15.0    7.4   13.8   12.2    9.5    9.2    8.0    4.3    5.6    4.4    5.3    6.3
 -42.9  -49.5  -50.5  -52.9  -55.9  -49.2  -40.9  -37.4  -30.6  -43.4  -44.4  -45.6  -34.3  -19.4   13.4    6.6   -7.0   -6.8  -18.2  -17.2  -18.4  -24.9  -27.1  -34.4
 167.1  179.1  186.3  196.3  205.6  210.0  215.5  226.5  226.3  215.4  195.7  176.7  175.8  186.7  305.7  304.1  283.2  269.5  248.4  250.6  206.4  244.9  227.6  236.4
 -12.5  -11.2  -10.6   -8.4   -7.1   -7.9   -8.2   -6.9   -7.6   -8.3  -10.5  -10.8  -12.3   -7.0    7.8    6.8    2.2   -0.1   -2.8   -1.4   -4.8   -1.7   -3.2   -2.9
   2.9    0.2   -1.2   -2.5   -3.4   -4.5   -5.8   -7.3   -7.9   -5.9   -3.0    0.6    0.9   -0.8  -10.9  -10.0   -9.2   -9.1   -7.1   -3.9   -2.4   -3.6   -3.5   -4.3
 -12.0  -13.1  -13.0  -11.5  -11.6  -10.5   -8.7   -7.6   -6.5   -9.6  -10.7  -11.1   -8.4   -2.5    3.2    1.4   -1.2   -1.1   -2.5   -1.3   -1.8   -1.9   -2.4   -3.5
