1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997 1997
 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114 114
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235  2235
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  61   63   58   60   59   60   59   61   62   57   61   57   57   63   58   59   59   60   63   60   61   58   61   59
  39   43   38   40   39   40   39   40   41   38   40   37   39   40   39   38   36   36   39   39   41   39   39   40
   5.6    6.9    4.6    3.2    2.7    2.8    4.1    3.6    2.8    3.5    4.5    4.1    5.0    5.0    4.9    4.8    4.9    5.1    4.8    4.0    4.2    3.5    2.7    3.3
   4.2    6.2    2.7    2.0    2.1    1.9    3.8    3.3    2.7    3.0    4.2    3.7    4.9    3.9    4.7    4.7    4.6    5.0    4.7    4.0    4.1    3.4    2.3    3.2
 -75.2  -43.6   -7.0   22.9   -7.1   55.9    0.3  -14.1  -17.4    8.6    8.1   18.2   31.7  -12.2  -17.9  -22.6  -19.2  -17.3  -15.0   -4.5   10.3  -33.0  -41.9  -14.5
 213.1  286.8  279.2    0.8   87.8  129.4  135.3  167.9  185.4  171.3  168.2  156.1  173.6  223.3  224.3  209.7  193.3  192.2  177.7  153.7  149.2  163.1  201.6  192.3
  -0.9    1.3    0.4    1.9    0.1   -0.7   -2.7   -3.1   -2.5   -2.9   -4.1   -3.2   -4.1   -2.7   -3.2   -3.7   -4.2   -4.7   -4.5   -3.5   -3.5   -2.8   -1.6   -3.0
