2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002
  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302  2302
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  14   17   15   15   15   14   15   15   15   15   15   15   15   15   15   15   15   14   15   15   15   15   16   15
  14   17   15   15   15   14   15   15   15   15   15   15   15   15   15   15   15   14   15   15   15   15   16   15
  15.6   16.3   20.0   19.8   19.3   18.6   17.9   16.3   16.2   15.6   14.9   14.5   15.1   15.5   15.5   14.8   15.8   15.1   13.9   13.4   12.8   10.3   10.7   10.7
  15.6   16.3   19.9   19.8   19.3   18.5   17.8   16.3   16.1   15.5   14.8   14.3   14.9   15.3   15.0   13.0   15.7   14.7   13.8   13.3   12.6    9.4    9.5   10.1
  35.4   33.4   40.3   49.8   50.4   49.5   47.4   49.8   47.1   47.4   46.6   47.7   43.0   45.1   40.0   48.6   62.0   64.7   66.2   68.6   57.2   23.0   23.9   25.6
 294.4  300.3  307.2  310.3  324.0  311.3  292.6  304.7  301.7  300.0  299.7  299.8  301.5  298.4  303.3  304.2  325.4  350.5   16.8   33.6   64.8   83.4   80.2   59.6
   5.3    6.9    9.2    8.3   10.0    7.9    4.6    6.0    5.8    5.2    5.0    4.8    5.7    5.2    6.3    4.8    6.1    6.2    5.3    4.0    2.9    1.0    1.5    4.6
 -11.6  -11.7  -12.1   -9.7   -7.2   -9.0  -11.1   -8.6   -9.3   -9.1   -8.9   -8.4   -9.3   -9.5   -9.6   -7.1   -4.2   -1.0    1.6    2.7    6.2    8.6    8.5    7.8
   9.1    9.0   12.9   15.1   14.9   14.1   13.1   12.4   11.8   11.4   10.8   10.6   10.2   10.9    9.6    9.8   13.9   13.3   12.7   12.3   10.6    3.7    3.8    4.4
 -14.7  -14.7  -16.9  -15.5  -12.7  -13.6  -14.8  -11.8  -12.0  -11.5  -11.1  -10.6  -11.5  -12.0  -12.0  -10.0   -9.2   -6.5   -4.5   -3.8   -0.3    5.2    5.0    4.1
   1.4    1.6    5.3    9.0   10.6    9.8    8.7    9.4    9.0    8.9    8.5    8.4    7.7    8.0    6.3    6.8   11.3   11.6   12.0   12.0   12.3    7.8    7.9    8.0
   0.1    1.8    0.1    0.2    0.1    0.3    0.3    0.3    0.1    0.2    0.4    0.2    0.2    0.2    0.2    0.7    0.2    0.4    0.2    0.8    0.5    1.6    0.4    0.3
   0.5    2.0    1.5    0.5    0.6    2.2    1.6    1.2    0.8    1.0    1.1    1.5    2.0    2.1    3.6    6.7    1.3    3.1    1.1    1.7    2.3    4.0    4.5    3.2
   0.4    0.8    0.2    0.4    0.3    1.3    1.3    0.7    0.7    0.4    0.2    0.6    1.1    0.8    0.7    2.8    0.4    1.9    0.8    0.4    0.9    1.4    1.7    1.4
