2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280  2280
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   15   15   15   15   14   15   15   14   15   15   15   15   15   15   14   14   15   15   15
  15   15   15   15   15   15   15   15   15   14   15   15   14   15   15   15   15   15   15   14   14   15   15   15
  12.6    8.4    7.5    7.1    6.1    6.2    6.4    6.1    5.9    5.5    5.1    3.9    5.2    5.4    5.2    4.9    5.0    4.2    2.9    3.4    3.7    3.9    3.5    3.3
  12.5    4.7    7.0    3.1    4.8    5.5    6.3    6.0    5.9    5.4    4.7    2.7    5.1    5.3    5.1    4.9    5.0    4.2    2.7    3.2    3.3    3.3    3.3    3.1
  27.3   24.1  -12.9   38.9   53.0   38.4   27.6   10.2   -1.8   -6.5   15.4   31.9   15.4    2.7   13.3   11.0    0.3  -13.5  -14.6  -10.6   20.8   35.7   25.7  -43.0
 201.2  234.7    4.2    8.8   85.6  154.6  164.2  164.2  161.6  159.0  133.8  137.7  151.3  173.5  186.1  193.5  176.1  176.3  183.9  210.8  297.0   11.4   61.9   26.4
 -10.3   -2.5    6.8    2.4    0.2   -3.9   -5.4   -5.7   -5.6   -5.0   -3.1   -1.7   -4.3   -5.3   -5.0   -4.6   -5.0   -4.1   -2.6   -2.7    1.4    2.6    1.4    2.0
  -4.0   -3.5    0.5    0.4    2.9    1.8    1.5    1.6    1.9    1.9    3.3    1.6    2.3    0.6   -0.5   -1.1    0.3    0.3   -0.2   -1.6   -2.7    0.5    2.6    1.0
