2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003 2003
 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324  2324
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 99  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   16   15   14   15   15   15   15   15   15   14   15   15   15   15   15   15   15   15   14   15   15   15
 999   12   16   15   14   15   15   15   15   15   15   14   15   15   15   15   15   15   15   15   14   15   15   15
  30.6   29.7   29.4   26.4   24.3   19.7   16.6   15.4   16.2   16.8   17.1   14.4   11.2   12.3   11.2   10.8   10.6   10.1    9.8   10.6   10.4    9.7    8.8    8.2
  29.7   20.9   27.4   26.4   24.1   18.8   16.4   14.8   16.1   16.7   17.0   13.9    8.8   11.5   10.7   10.7   10.5    9.8    9.7   10.5   10.3    9.6    8.7    8.0
 -23.7   29.4   43.3   60.3   59.9   62.0   60.9   71.5   55.7   55.5   43.8   20.5   26.5   27.7   17.5   12.2   14.3    7.3   13.2   10.6    6.7   -7.3  -14.3  -17.9
 240.0  271.6   57.4   42.9   70.4   43.2    7.4  292.1  274.5  293.5  284.6  272.3  298.2  296.1  304.6  314.2  315.6  322.2  332.2  320.2  320.8  330.1  329.1  325.1
 -13.6    0.5   10.8    9.6    4.1    6.4    7.9    1.8    0.7    3.8    3.1    0.5    3.7    4.5    5.8    7.3    7.3    7.7    8.4    7.9    8.0    8.3    7.3    6.2
 -23.5  -18.3   16.8    8.9   11.4    6.0    1.0   -4.3   -9.1   -8.7  -11.9  -13.0   -7.0   -9.2   -8.4   -7.5   -7.1   -6.0   -4.4   -6.6   -6.5   -4.8   -4.4   -4.3
 -11.9   10.3   18.8   22.9   20.9   16.6   14.3   14.0   13.3   13.7   11.8    4.9    3.9    5.3    3.2    2.3    2.6    1.2    2.2    1.9    1.2   -1.2   -2.2   -2.5
 -25.2  -15.9   20.7   14.9   17.6   11.8    6.8    2.5   -1.7   -0.9   -4.5   -9.0   -4.4   -5.9   -6.4   -6.1   -5.9   -5.4   -3.8   -6.1   -6.2   -4.9   -4.7   -4.6
