1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999 1999
  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260  2260
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   15   16   14   15   16   14   16   14   16   16   14   13   14   15   15   16   14   15   15
  15   15   15   15   15   15   16   14   15   16   14   16   14   16   16   14   13   14   15   15   16   14   15   15
   5.8    5.2    3.4    2.8    3.2    4.2    5.9    6.8    7.1    8.3    7.8    9.1    9.0    8.4    7.1    7.8    6.9    6.0    6.1    8.1    6.3    7.5    7.5    7.4
   5.7    4.9    3.1    2.4    2.0    3.9    5.8    6.5    2.6    7.9    7.6    7.8    8.7    5.5    5.9    6.4    3.6    5.8    5.3    7.9    6.1    4.8    7.4    7.0
 -15.2  -24.7  -46.8  -31.2   21.6  -24.4  -40.2  -31.0   45.4   23.8  -57.2  -59.2  -39.3   -8.9  -12.4  -21.1   28.6   52.0   53.3   30.6   52.5   19.0   34.5   37.9
 110.5   99.5   42.5   82.7   99.3   64.8   42.8   88.8  139.6  285.1   76.2  344.8  316.6  134.9  152.0  189.4  190.3  203.9  224.5  203.7  173.3  126.8  156.0  146.9
  -1.9   -0.7    1.5    0.3   -0.3    1.5    3.2    0.1   -1.4    1.9    1.0    3.8    4.9   -3.9   -5.1   -5.9   -3.1   -3.3   -2.2   -6.2   -3.7   -2.7   -5.6   -4.6
   5.1    4.4    1.4    2.0    1.8    3.2    3.0    5.5    1.2   -7.0    4.0   -1.0   -4.6    3.9    2.7   -1.0   -0.6   -1.4   -2.2   -2.7    0.4    3.7    2.5    3.0
  -1.5   -2.0   -2.2   -1.2    0.7   -1.6   -3.7   -3.3    1.8    3.2   -6.4   -6.7   -5.5   -0.9   -1.3   -2.3    1.7    4.6    4.2    4.0    4.8    1.6    4.2    4.3
   5.1    4.8    2.3    2.3    1.4    3.6    4.0    6.2    0.8   -7.5    5.1    0.3   -3.4    4.0    2.9   -0.3   -1.2   -3.1   -3.8   -4.3   -2.0    2.3   -0.1    0.2
   1.4    0.5   -1.3   -0.2    1.3   -0.4   -2.6   -1.8    2.0    1.7   -5.5   -6.8   -6.3    0.0   -0.5   -2.5    1.4    3.7    2.8    2.3    4.4    3.3    4.9    5.2
   0.2    1.0    0.3    0.4    0.6    1.1    0.2    0.3    1.0    0.3    0.4    0.9    0.4    0.5    1.6    0.7    0.6    0.4    1.2    0.3    1.3    0.7    0.5    0.2
   0.9    2.0    1.3    1.0    2.1    1.6    1.3    1.6    6.5    2.0    1.8    4.6    1.7    6.1    4.1    4.3    5.8    1.3    3.1    1.7    1.8    5.4    1.3    1.9
   0.4    1.3    0.7    0.7    0.8    0.7    0.6    1.3    3.3    0.9    1.5    2.3    1.1    3.3    0.8    1.7    1.6    0.9    2.8    1.0    0.8    3.5    0.4    0.6
   0.4    1.5    1.0    0.4    0.9    1.1    1.0    0.5    5.3    0.7    0.9    3.7    0.7    3.5    3.7    3.7    3.5    0.8    1.1    0.8    0.8    1.9    0.8    1.4
   0.7    0.5    0.6    0.6    1.7    1.0    0.4    0.8    1.8    1.7    0.6    1.7    1.2    3.8    1.5    1.4    4.3    0.5    0.7    1.1    1.4    3.7    0.9    1.1
   43462.    47525.    59526.    65427.    65604.    59497.    40517.    33291.    45775.    27149.    71262.    73277.    68640.    82596.   108914.    97084.    94880.    82618.    75554.   103636.    76032.    83958.   103832.   100282.
   4.5    4.8    7.6    8.2    9.1    8.8   10.2   12.4   12.0   13.1   10.3   10.3    9.4    8.8    8.2    9.5    9.4   11.0    9.9    6.6    7.7    5.3    5.7    6.0
  383.   378.   380.   375.   378.   385.   387.   381.   381.   383.   388.   395.   397.   401.   408.   416.   409.   414.   405.   397.   401.   412.   401.   404.
  -0.4    0.1   -1.0   -1.8   -1.0   -2.1   -1.9   -3.5   -2.3   -0.7   -1.0   -0.4    0.7    1.6    3.9    4.7    4.9    3.6    3.0    3.6    3.0    2.1    2.4    1.9
  -1.4   -1.5   -0.2   -0.7   -1.8    1.6    2.0    2.7    1.2   -0.0    0.6    1.5    2.2    1.1   -0.6   -1.4   -1.8   -0.4    0.0   -0.6   -0.7    1.2   -0.6   -1.0
 9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999
    8801.    11272.     4186.     2495.     5594.    10463.     4270.     2441.    10644.     4197.     5868.     5581.     5909.    10791.    15544.    17916.     5298.     8185.    15717.    10005.    16862.    10583.    10622.     3855.
   0.3    1.0    0.3    0.6    0.7    0.6    1.2    1.2    1.2    0.8    0.5    1.0    0.6    1.0    1.1    1.8    1.3    1.1    2.7    0.3    2.6    0.7    0.6    0.2
    3.     4.     3.     4.     3.     3.     3.     4.     3.     2.     8.    11.     3.     9.     8.     4.     4.     4.     4.     2.     4.    14.     4.     5.
   0.6    0.5    0.6    0.6    0.5    0.8    0.5    0.4    1.2    0.3    0.6    1.1    0.4    1.6    1.3    0.5    0.4    0.4    0.4    0.3    0.4    0.8    0.4    0.8
   1.0    0.6    0.3    0.4    1.1    0.9    0.5    0.2    0.8    0.7    0.7    0.9    0.7    2.2    1.3    0.6    0.6    0.5    0.6    0.5    0.7    2.1    0.6    0.7
 9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999  9.999
  1.32   1.37   2.19   2.31   2.60   2.61   3.06   3.60   3.48   3.84   3.10   3.21   2.96   2.83   2.73   3.29   3.14   3.77   3.25   2.08   2.48   1.80   1.83   1.96
  -0.54   -0.19    0.49    0.07   -0.49    0.15    1.01    0.69   -0.76   -0.65    2.13    2.69    2.50   -0.00    0.20    1.04   -0.57   -1.53   -1.13   -0.91   -1.76   -1.36   -1.96   -2.10
   0.96    1.30    5.14    8.43    7.17    3.90    2.06    1.80    1.72    1.23    1.41    1.04    0.95    1.09    1.61    1.46    1.83    2.68    2.26    0.97    1.65    0.83    0.98    1.04
   7.0    8.0   15.4   19.2   17.8   13.6   10.5    9.9    9.3    8.4    8.0    7.0    6.8    7.1    8.2    8.2    9.1   11.4   10.4    6.3    8.8    6.3    6.4    6.7
  5.2   5.5   6.6   6.7   6.6   6.5   6.3   6.2   5.9   5.8   5.4   5.1   5.0   5.1   5.3   5.5   5.7   6.3   6.1   4.6   5.7   4.8   4.7   4.9
 0.0242  0.0188  0.0050  0.0032  0.0037  0.0064  0.0108  0.0122  0.0138  0.0171  0.0187  0.0245  0.0260  0.0237  0.0176  0.0176  0.0144  0.0091  0.0109  0.0300  0.0153  0.0297  0.0292  0.0266
  7   7   7  17  17  17  20  20  20  30  30  30  33  33  33  30  30  30  20  20  20  10  10  10
  56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56   56
   -20    -20    -15    -11     -7     -2     -1     -6    -11     -6     -4     -9    -19    -21    -17    -19    -26    -28    -22    -17    -12    -14    -18    -18
   3    3    3    6    6    6    7    7    7   15   15   15   18   18   18   15   15   15    7    7    7    4    4    4
 117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3  117.3
   30    26    70   145    68    38    96   243   255   118   223   665   639   427   163   334   450   204    99    60   104    53    35    24
