1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127 127
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  61   58   60   59   61   59   61   60   61   60   61   60   58   64   59   59   61   59   62   58   60   60   61   61
  35   36   37   38   39   35   37   38   39   37   39   38   35   39   35   37   38   37   38   32   38   33   30   34
   6.7    6.2    5.8    5.5    5.6    5.9    6.2    6.3    6.3    6.6    6.4    7.0    7.7    7.8    9.1   10.0   10.7   11.1    9.4    9.9    9.9    9.9    8.9    6.7
   6.2    6.0    5.6    5.4    5.6    5.8    6.1    6.3    6.3    6.4    6.3    5.4    7.0    5.8    9.0   10.0   10.6   10.8    9.3    9.6    9.6    9.0    8.1    4.1
 -20.6  -23.5   -3.3   -0.8    4.0    1.6   -2.5   -6.8  -10.0  -29.3  -24.9   -7.5   43.4   55.1   67.0   64.4   68.6   67.4   73.0   63.2   66.8   49.8   16.6  -35.0
 324.2  327.1  320.1  331.8  336.8  331.2  329.1  319.9  319.2  334.1  320.1  334.6  341.3   21.7  291.6  316.2  322.5   27.4   37.9   79.4   97.1  316.1  290.8  350.5
   4.7    4.6    4.3    4.8    5.1    5.1    5.2    4.8    4.7    5.1    4.4    4.8    4.8    3.1    1.3    3.1    3.1    3.7    2.1    0.8   -0.5    4.2    2.8    3.3
  -3.4   -3.0   -3.6   -2.6   -2.2   -2.8   -3.1   -4.0   -4.0   -2.5   -3.6   -2.3   -1.6    1.2   -3.3   -3.0   -2.4    1.9    1.7    4.3    3.7   -4.0   -7.3   -0.6
  -2.2   -2.4   -0.3   -0.1    0.4    0.2   -0.3   -0.7   -1.1   -3.2   -2.6   -0.7    4.8    4.7    8.3    9.0    9.9   10.0    8.9    8.6    8.8    6.9    2.3   -2.4
  -2.1   -1.7   -3.2   -2.4   -2.2   -2.8   -3.0   -3.8   -3.8   -2.1   -3.3   -2.2   -2.1    0.5   -4.7   -4.9   -5.0   -1.4   -1.7    0.4   -0.5   -6.7   -7.5    0.6
  -3.5   -3.4   -1.7   -1.0   -0.3   -0.5   -0.9   -1.4   -1.6   -3.5   -2.9   -0.9    4.6    4.8    7.6    8.1    8.9   10.1    8.9    9.6    9.5    4.3   -1.3   -2.4
