2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002 2002
 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308  2308
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  16   14   15   15   16   15   16   14   15   14   15   15   16   15   14   15   15   16   15   15   15   15   14   16
  16   14   15   15   16   15   16   14   15   14   15   15   16   15   14   15   15   16   15   15   15   15   14   16
   8.5    8.3    8.9    8.1    7.2    6.3    5.9    5.7    5.8    6.2    6.3    6.4    6.8    7.2    6.8    6.8    6.2    6.7    7.1    7.0    6.7    6.3    6.0    5.8
   6.0    6.3    8.3    7.7    6.5    5.6    4.3    4.7    5.4    5.3    6.1    6.2    6.1    6.8    6.1    6.3    5.3    5.4    6.6    5.8    6.6    6.0    5.6    5.2
  -5.3  -16.0  -12.2  -10.9   -4.7   10.4   31.6   10.7   10.7   -2.4    5.4   10.4  -16.3   18.9    1.3   27.7   -8.1   -6.7    6.5   17.7   12.2    6.6   -1.6    6.5
 154.9  156.3  126.1  129.5  113.9  122.1  113.5  120.2  119.2  116.3  123.3  116.0  110.2  103.9  143.7  113.4  138.6  141.0  109.8   96.2   94.2  107.0  130.6  113.6
  -5.4   -5.6   -4.8   -4.8   -2.6   -2.9   -1.5   -2.3   -2.6   -2.4   -3.3   -2.7   -2.0   -1.5   -4.9   -2.2   -3.9   -4.1   -2.2   -0.6   -0.5   -1.7   -3.6   -2.1
   2.5    2.4    6.6    5.8    5.9    4.6    3.3    4.0    4.7    4.8    5.1    5.5    5.5    6.2    3.6    5.1    3.4    3.4    6.1    5.5    6.4    5.7    4.2    4.7
  -0.6   -1.7   -1.8   -1.5   -0.5    1.0    2.2    0.9    1.0   -0.2    0.6    1.1   -1.7    2.2    0.1    2.9   -0.7   -0.6    0.7    1.8    1.4    0.7   -0.2    0.6
   2.3    1.9    5.8    4.9    5.3    4.6    3.9    3.9    4.5    3.9    4.6    5.2    3.7    6.4    3.2    5.9    2.8    3.0    6.0    5.8    6.5    5.7    4.1    4.7
  -1.2   -2.3   -3.7   -3.4   -2.7   -1.1    0.4   -1.2   -1.6   -2.8   -2.3   -2.1   -4.4   -1.3   -1.7    0.3   -2.0   -1.8   -1.3    0.2   -0.2   -0.6   -1.1   -0.5
   0.4    0.8    0.3    0.3    0.2    0.3    0.2    0.2    0.2    0.2    0.1    0.1    0.4    0.2    0.1    0.1    0.5    0.4    0.2    0.2    0.2    0.1    0.2    0.3
