2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203 203
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279  2279
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   15   15   15   15   15   16   15   15   15   15   15   15   15   14   15   15   15   14   15   15   15
  15   15   15   15   15   15   15   15   16   15   15   15   15   15   15   15   14   15   15   15   14   15   15   15
   7.2    6.9    6.5    6.5    6.2    6.0    5.7    5.1    3.5    4.8    4.0    3.6    3.1    3.3    2.8    2.5    2.4    3.0    2.8    3.2    3.2    2.9    1.6    1.9
   7.0    6.8    6.2    6.3    6.1    5.9    5.7    5.1    3.5    4.8    3.7    3.0    2.7    3.1    2.7    2.4    2.4    2.9    2.6    3.0    0.6    2.7    1.5    1.8
 -11.6   -0.5    0.1    7.6   20.6    9.4   13.1    8.1   12.4   10.7    2.2  -18.6  -16.8    4.2    1.2   -9.1  -14.2   -9.8  -14.7   -4.7  -68.3  -27.9  -46.3  -53.5
  61.8   49.9   58.8   47.2   40.2   29.8   18.8   13.4    7.6    6.7   20.7   47.9  347.8    2.2   19.6    1.5  330.3  331.5  327.3  327.2  117.4  149.4  131.8  149.3
   3.3    4.4    3.2    4.3    4.3    5.0    5.2    4.9    3.4    4.7    3.4    1.9    2.6    3.1    2.5    2.4    2.0    2.6    2.1    2.5   -0.1   -2.1   -0.7   -0.9
   6.1    5.2    5.3    4.6    3.7    2.9    1.8    1.2    0.5    0.5    1.3    2.1   -0.6    0.1    0.9    0.1   -1.1   -1.4   -1.4   -1.6    0.2    1.2    0.8    0.5
  -1.4   -0.1    0.0    0.8    2.1    1.0    1.3    0.7    0.8    0.9    0.1   -1.0   -0.8    0.2    0.1   -0.4   -0.6   -0.5   -0.7   -0.2   -0.6   -1.3   -1.1   -1.4
   6.1    5.2    5.3    4.7    4.0    3.1    2.1    1.4    0.7    0.8    1.2    1.5   -0.9    0.2    0.9    0.0   -1.2   -1.5   -1.5   -1.6    0.2    1.2    0.8    0.5
  -1.6   -0.4   -0.5    0.2    1.4    0.3    0.7    0.3    0.6    0.6   -0.4   -1.7   -0.5    0.2   -0.2   -0.4   -0.3   -0.2   -0.5   -0.1   -0.6   -1.3   -1.1   -1.4
   0.1    0.2    0.2    0.1    0.2    0.1    0.1    0.1    0.9    0.2    0.1    0.3    0.2    0.2    0.2    0.3    0.2    0.3    0.5    0.2    0.6    0.5    0.6    0.2
   1.0    0.7    1.8    1.1    1.3    0.8    0.4    0.5    1.0    0.4    1.5    1.8    1.2    1.0    0.9    0.6    0.6    0.6    1.0    0.8    3.1    0.9    0.8    0.5
   0.8    0.4    1.5    0.4    0.3    0.2    0.1    0.1    0.9    0.2    0.5    1.0    0.6    0.2    0.5    0.4    0.4    0.4    0.4    0.4    2.9    0.8    0.5    0.4
   0.3    0.5    0.7    0.8    0.8    0.4    0.2    0.2    0.5    0.2    1.2    1.2    0.8    0.9    0.5    0.4    0.3    0.3    0.5    0.2    1.2    0.3    0.4    0.2
   0.6    0.3    0.6    0.6    0.9    0.7    0.4    0.4    0.2    0.2    0.7    0.7    0.7    0.3    0.5    0.3    0.3    0.3    0.8    0.7    0.4    0.4    0.4    0.2
   29468.    52370.    55010.   116550.    97777.    53562.    55017.   103754.   158834.   201984.   202143.   174904.   177014.   166368.   159775.   148062.   108740.   106789.   104825.   107053.    83354.    65787.    79812.    72568.
   3.3    2.9    2.8    2.3    2.0    2.1    2.2    2.7    2.9    2.6    2.7    2.4    2.3    2.0    2.0    2.0    2.1    2.2    2.3    2.4    2.7    3.3    3.7    3.4
  484.   474.   482.   488.   478.   478.   479.   487.   514.   521.   518.   520.   517.   517.   511.   504.   484.   486.   484.   479.   469.   462.   455.   454.
   2.3    0.9    1.1   -1.3   -2.1   -1.8   -1.6   -0.9   -1.0   -1.0   -0.5   -0.1    0.1    0.5    1.3    1.7    2.1    2.1    1.8    1.5    0.3    0.3    1.6    1.3
   0.3    1.1    0.6    0.9    1.1    0.8    0.7   -0.6   -1.7   -1.5   -0.6   -0.1    0.5    0.0    0.1    0.0   -0.4   -1.1   -1.6   -1.9   -1.9   -1.9   -1.3   -1.5
 0.060  0.063  0.051  0.045  0.035  0.032  0.038  0.040  0.034  0.038  0.035  0.033  0.033  0.031  0.043  0.043  0.043  0.041  0.040  0.050  0.047  0.049  0.048  0.050
    7508.    11694.    21727.    12963.     7537.     6507.     2692.    20705.    27989.    14341.    20096.    31309.    14122.     7537.    10604.    10189.     8097.    11893.    11562.     8251.    15028.     5828.     3286.     3342.
   0.4    0.1    0.2    0.4    0.3    0.1    0.1    0.1    0.3    0.1    0.2    0.1    0.2    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.3    0.3    0.4    0.1
    8.     3.    10.     7.     4.     3.     3.     6.     8.     3.     2.     3.     5.     2.     2.     3.     4.     4.     8.     1.     9.     4.     3.     3.
   0.5    0.6    0.4    0.9    0.3    0.2    0.2    0.2    0.3    0.2    0.5    0.5    0.6    0.3    0.3    0.2    0.3    0.2    0.3    0.2    0.6    0.6    0.2    0.4
   0.4    0.4    0.4    0.8    0.5    0.3    0.3    0.7    0.3    0.4    0.2    0.4    0.3    0.3    0.3    0.2    0.2    0.4    0.4    0.3    0.3    0.3    0.2    0.3
 0.006  0.021  0.017  0.004  0.005  0.002  0.006  0.004  0.004  0.008  0.004  0.004  0.007  0.005  0.004  0.005  0.006  0.006  0.004  0.008  0.008  0.005  0.003  0.003
  1.60   1.36   1.31   1.08   0.87   0.90   0.97   1.24   1.45   1.36   1.38   1.23   1.16   1.00   1.02   0.99   0.96   1.01   1.04   1.10   1.18   1.41   1.52   1.40
   0.77    0.19    0.24   -0.10   -0.67   -0.14   -0.34   -0.15   -0.31   -0.31    0.21    0.88    0.26   -0.10    0.10    0.20    0.15    0.10    0.24    0.05    0.28    0.60    0.50    0.64
   0.42    0.46    0.51    0.55    0.49    0.44    0.52    1.00    2.83    1.55    2.32    2.34    3.04    2.25    3.06    3.68    3.60    2.39    2.85    2.30    2.32    3.17   12.52    7.87
   6.1    5.8    6.2    5.7    5.5    5.8    6.2    7.8   12.5    8.8   10.6   11.2   12.6   11.1   12.9   14.3   14.6   12.0   13.1   11.6   12.0   14.5   27.4   22.0
  5.2   5.0   5.2   4.7   4.6   4.9   5.2   5.7   6.7   5.7   6.1   6.4   6.6   6.5   6.8   7.0   7.2   6.9   7.0   6.7   6.9   7.5   8.0   7.9
 0.0319  0.0348  0.0309  0.0367  0.0400  0.0357  0.0306  0.0193  0.0076  0.0155  0.0105  0.0095  0.0074  0.0097  0.0071  0.0059  0.0056  0.0082  0.0069  0.0088  0.0082  0.0057  0.0016  0.0025
 27  27  27  20  20  20  10  10  10  13  13  13  23  23  23  13  13  13  13  13  13  17  17  17
 332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332  332
   -59    -56    -51    -50    -48    -42    -39    -35    -33    -34    -35    -41    -48    -48    -46    -41    -40    -40    -39    -34    -31    -28    -22    -21
  12   12   12    7    7    7    4    4    4    5    5    5    9    9    9    5    5    5    5    5    5    6    6    6
 259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0  259.0
  570   303   186   226   138    56    36    75    88    95   183   294   449   370   201   200   193   203   161    98    79   132   200   287
  -320   -187    -98   -151    -91    -36    -25    -31    -41    -37    -52    -91   -277   -224   -109   -126   -126   -126   -121    -61    -49    -81   -137   -202
   251    115     88     75     48     20     11     44     47     58    132    203    172    146     91     74     67     78     39     37     30     52     63     85
   3.7    2.3    2.1    1.6    1.7    1.9    1.4    1.3    1.1    0.9    1.4    1.8    1.6    1.5    1.1    0.4    0.4    0.8   -0.2   -0.1   -0.4   -0.1   -0.1    0.8
 0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258  0.010258
     31.80      33.50      31.90      34.80      32.00      32.70      34.50      34.40      31.80      30.20      28.50      28.40      27.80      26.80      26.70      26.80      26.30      25.60      25.20      25.00      24.80      26.30      26.60      26.50
    14.30     15.40     14.70     16.20     15.30     15.70     16.40     16.40     15.40     14.90     14.30     14.30     13.90     13.60     13.60     13.70     13.50     13.30     13.20     13.00     12.80     13.30     13.60     13.60
     6.78      7.65      6.95      7.55      7.22      7.35      7.59      7.55      7.14      6.93      6.73      6.71      6.48      6.47      6.44      6.36      6.35      6.38      6.22      6.14      6.03      6.15      6.20      6.27
     2.42      3.05      2.51      2.61      2.50      2.53      2.53      2.52      2.45      2.28      2.32      2.33      2.22      2.22      2.20      2.10      2.16      2.19      2.16      2.07      2.05      2.00      2.01      2.06
     0.59      1.10      0.61      0.55      0.56      0.59      0.57      0.57      0.59      0.50      0.57      0.57      0.50      0.54      0.56      0.52      0.58      0.51      0.54      0.52      0.56      0.49      0.52      0.51
     0.40      0.80      0.39      0.34      0.36      0.39      0.37      0.39      0.38      0.34      0.37      0.38      0.34      0.35      0.37      0.34      0.39      0.33      0.36      0.36      0.40      0.33      0.37      0.34
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
