2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311 311
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283  2283
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   14   16   15   14   16   15   14   15   18   15   15   15   16   14   15   15   15   15   15   15   15   15   14
  15   14   16   15   14   16   15   14   15   18   15   15   15   16   14   15   15   15   15   15   15   15   15   14
   5.8    5.5    5.4    5.4    5.4    5.3    5.1    5.2    5.1    5.6   10.4    8.7   10.7   11.9   12.2   14.5   14.5   14.3   11.7   12.4   10.5   10.2   10.4   15.1
   5.1    5.2    5.0    5.0    5.2    5.1    4.7    4.7    4.6    3.7    8.8    2.3    6.7    9.2   11.8   14.4   14.4   14.3   10.3   12.2    9.8    9.2    6.3   14.9
 -38.4  -37.3  -21.9  -22.9  -28.8  -40.5  -25.1    0.1  -41.2  -15.3  -44.9   24.2   -8.2  -30.5  -46.1  -34.6  -30.3  -30.3  -28.9  -45.7  -30.6   35.6   37.0  -51.7
 135.8  120.4  110.3  127.3  129.7  126.2  133.0  148.2  150.5  122.3   86.6  219.0  112.2  108.4   92.0   77.4   79.0   76.1   69.0   61.9   75.6   96.9   92.8   86.3
  -2.8   -2.1   -1.6   -2.8   -2.9   -2.3   -2.9   -4.0   -3.0   -1.9    0.4   -1.6   -2.5   -2.5   -0.3    2.6    2.4    3.0    3.2    4.0    2.1   -0.9   -0.2    0.6
   2.8    3.6    4.4    3.7    3.5    3.1    3.1    2.5    1.7    3.0    6.2   -1.3    6.1    7.5    8.2   11.6   12.2   12.0    8.4    7.5    8.2    7.4    5.1    9.2
  -3.1   -3.2   -1.9   -2.0   -2.5   -3.3   -2.0    0.0   -3.1   -1.0   -6.2    0.9   -1.0   -4.7   -8.5   -8.2   -7.3   -7.2   -5.0   -8.7   -5.0    5.3    3.8  -11.7
   2.4    3.0    3.9    3.1    2.6    1.8    2.1    2.3    0.1    2.2    2.6   -0.7    5.0    4.9    4.3    8.1    9.5    9.8    7.2    5.9    7.4    8.0    5.5    7.8
  -3.4   -3.7   -2.7   -2.9   -3.4   -4.2   -3.1   -1.1   -3.5   -2.3   -8.4    1.4   -3.6   -7.4  -11.0  -11.7  -10.6  -10.0   -6.6   -9.8   -6.1    4.4    3.2  -12.7
