2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266 266
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   16   14   16   15   15   15   15   15   14   16   15   15   14   16   14   15   15   15   15   15   15   15
  15   15   16   14   16   15   15   15   15   15   14   16   15   15   14   16   14   15   15   15   15   15   15   15
   5.0    4.9    4.7    4.9    5.9    6.4    6.0    6.1    5.9    5.8    5.5    5.2    4.9    4.9    4.8    4.7    4.7    5.0    4.9    4.8    4.8    4.8    4.8    4.8
   4.5    4.1    4.0    4.2    5.2    5.3    2.3    5.1    5.1    4.9    4.8    4.3    4.3    4.6    4.3    4.2    3.7    3.9    4.6    3.7    4.3    4.2    4.4    4.3
  -4.9  -11.5   -4.7    3.2  -27.4    5.5   61.4   24.7   -9.9    0.1  -11.1   -8.0    0.9    6.2   -3.2   -8.5  -13.5   -0.3  -34.5   34.8   43.1   42.3   11.4   37.5
  31.8    3.6  346.2  326.9  354.4  297.3  252.1  274.6  282.3  286.1  313.8  344.1  326.1  289.0  297.1  304.5  300.9  325.7  325.6  357.2  353.3  359.0  326.1  307.7
   3.8    4.1    3.8    3.5    4.6    2.4   -0.3    0.4    1.1    1.4    3.2    4.1    3.5    1.5    2.0    2.4    1.9    3.2    3.1    3.0    3.1    3.1    3.6    2.1
   2.4    0.3   -0.9   -2.3   -0.4   -4.7   -1.1   -4.6   -4.9   -4.7   -3.4   -1.2   -2.4   -4.3   -3.8   -3.5   -3.1   -2.2   -2.1   -0.1   -0.4   -0.1   -2.4   -2.7
  -0.4   -0.8   -0.3    0.2   -2.4    0.5    2.0    2.1   -0.9    0.0   -0.9   -0.6    0.1    0.5   -0.2   -0.6   -0.9    0.0   -2.6    2.1    2.9    2.8    0.9    2.6
   2.2    0.1   -0.9   -2.1   -1.3   -4.0    0.0   -2.9   -4.6   -3.9   -3.3   -1.3   -2.0   -3.4   -3.4   -3.4   -3.2   -2.1   -2.8    0.5    0.3    0.6   -2.1   -2.0
  -1.0   -0.9    0.0    1.0   -2.1    2.5    2.3    4.1    1.9    2.6    1.1    0.2    1.4    2.7    1.7    1.0    0.4    0.8   -1.8    2.0    2.9    2.7    1.4    3.2
   0.2    0.1    0.1    0.1    0.3    0.4    0.5    0.2    0.1    0.2    0.1    0.1    0.1    0.0    0.0    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.1    0.2
   1.9    2.3    2.2    2.3    2.0    3.2    5.0    2.9    2.3    2.1    2.4    2.7    1.9    1.3    1.9    1.4    2.3    2.9    1.4    2.8    1.8    1.9    1.4    1.9
   0.7    0.5    0.8    1.0    0.5    1.6    3.4    0.9    0.9    1.0    1.4    0.7    0.6    0.8    1.2    0.6    1.6    0.7    0.3    0.8    0.9    1.0    0.3    1.3
   1.7    1.8    1.5    0.8    1.5    1.6    1.6    1.6    0.5    1.1    2.0    2.5    0.8    0.5    0.9    0.5    1.3    1.4    1.2    1.9    1.3    1.4    0.7    0.7
   0.6    1.3    1.4    1.9    1.2    2.2    3.4    2.2    2.1    1.5    0.5    0.8    1.6    1.0    1.2    1.2    1.1    2.5    0.6    1.8    0.9    0.8    1.1    1.1
  116369.   116268.   118025.   109509.   128546.   116719.   163134.   137280.   124983.   122844.   123302.   122564.   107585.    83168.    85609.    83517.    81389.    75250.    70001.    75187.    74435.    72090.    93750.    69245.
