1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998 1998
 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130 130
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249  2249
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  59   60   60   60   58   61   58   62   60   61   62   54   60   64   62   59   58   62   56   58   60   65   59   57
  29   36   34   34   34   39   35   33   39   35   39   31   36   39   38   34   35   39   36   32   38   41   37   34
   4.4    5.0    5.2    5.1    5.4    5.8    5.8    6.3    6.1    5.7    5.2    5.4    5.3    5.1    4.7    4.9    4.4    4.7    4.8    4.8    4.6    5.0    5.0    4.8
   3.1    4.2    4.4    4.3    4.7    5.3    4.8    5.9    5.8    4.8    4.0    3.9    4.7    4.4    2.7    4.4    3.0    3.7    4.0    4.7    4.1    3.9    4.7    4.4
   0.4   18.8   46.1   17.4   29.3  -17.5  -40.5  -42.1   -5.7   -0.7    7.3  -33.1  -11.8   12.2   23.2    5.2    1.6   -7.7  -35.8  -25.2  -19.8  -10.2  -19.6  -18.5
   2.5  332.9  304.3  346.3  302.2  304.0  313.7  335.1  292.9  297.4  339.1  359.7  345.6  290.6  315.5  264.1  252.8  293.8  305.3  357.3  337.1  357.9  283.9  315.4
   3.1    3.5    1.7    4.0    2.2    2.8    2.5    4.0    2.2    2.2    3.7    3.3    4.5    1.5    1.8   -0.4   -0.9    1.5    1.9    4.2    3.6    3.9    1.1    3.0
   0.1   -1.8   -2.5   -1.0   -3.5   -4.2   -2.7   -1.9   -5.3   -4.2   -1.4    0.0   -1.2   -4.0   -1.7   -4.4   -2.9   -3.4   -2.6   -0.2   -1.5   -0.1   -4.3   -2.9
   0.0    1.3    3.1    1.3    2.3   -1.6   -3.1   -4.0   -0.6   -0.1    0.5   -2.1   -1.0    0.9    1.1    0.4    0.1   -0.5   -2.3   -2.0   -1.4   -0.7   -1.6   -1.4
   0.1   -2.2   -3.5   -1.4   -4.0   -3.7   -2.1   -1.3   -5.2   -4.2   -1.4    0.2   -1.1   -4.1   -1.9   -4.4   -2.8   -3.1   -1.6    0.6   -0.8    0.2   -3.1   -2.0
   0.0    0.5    2.0    0.9    1.2   -2.5   -3.6   -4.2   -1.2   -0.5    0.4   -2.1   -1.1    0.4    0.8   -0.5   -0.7   -1.5   -3.1   -1.9   -1.9   -0.7   -3.4   -2.5
