2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001
 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297  2297
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   15   16   14   15   15   15   15   14   15   15   15   16   15   14   16   14   14   16   15   15   14   15
  15   15   15   16   14   15   15   15   15   14   15   15   15   16   15   14   16   14   14   16   15   15   14   15
   4.5    4.4    4.4    4.3    4.3    4.3    4.2    4.1    4.2    4.2    4.4    4.3    4.3    4.1    4.4    4.9    5.3    5.3    5.3    5.9    5.7    6.0    5.9    5.9
   3.9    3.8    3.8    3.2    3.2    3.8    3.6    3.0    3.7    3.1    3.4    3.8    2.7    2.7    2.8    4.4    4.5    4.1    5.1    5.0    5.5    6.0    5.5    5.7
  12.4   13.1   -5.5   10.7   35.5   39.1   17.4   24.0    0.8   -8.9   -4.3    1.4   29.4   16.2   -2.6   27.8   14.2    0.8    0.4   11.3  -48.5  -61.9  -55.9  -51.9
 340.1  340.5  324.2  269.5  302.8  338.4  331.1  334.9  326.3  312.7  288.9  353.2  318.7  243.1  306.5  307.6  309.4  316.4  298.4  304.1   63.8   13.8   11.7    4.5
   3.5    3.5    3.1    0.0    1.4    2.8    3.0    2.5    3.1    2.1    1.1    3.7    1.8   -1.2    1.6    2.4    2.8    3.0    2.4    2.8    1.6    2.7    3.0    3.5
  -1.3   -1.2   -2.2   -3.1   -2.2   -1.1   -1.7   -1.2   -2.1   -2.2   -3.2   -0.4   -1.6   -2.3   -2.2   -3.1   -3.4   -2.8   -4.5   -4.1    3.3    0.7    0.6    0.3
   0.8    0.9   -0.4    0.6    1.8    2.4    1.1    1.2    0.1   -0.5   -0.3    0.1    1.3    0.8   -0.1    2.1    1.1    0.1    0.0    1.0   -4.1   -5.3   -4.6   -4.5
  -1.2   -1.1   -2.2   -2.9   -1.6   -0.3   -1.2   -0.6   -1.8   -2.2   -3.0   -0.3   -0.9   -1.8   -2.1   -2.3   -3.0   -2.7   -4.4   -3.9    2.8    0.2    0.2   -0.1
   0.9    1.1    0.0    1.3    2.3    2.6    1.7    1.6    1.0    0.5    1.2    0.3    1.9    1.7    0.7    3.0    2.0    0.7    0.8    1.6   -4.5   -5.3   -4.6   -4.5
   0.0    0.1    0.1    0.1    0.1    0.0    0.1    0.1    0.1    0.1    0.1    0.1    0.2    0.2    0.3    0.1    0.1    0.1    0.1    0.4    0.4    0.1    0.1    0.1
   1.9    1.7    1.9    2.6    2.4    1.6    1.9    2.4    1.9    2.4    2.4    1.8    3.0    2.7    3.2    1.8    2.3    2.9    1.3    2.9    1.6    0.7    1.7    1.1
   0.5    0.6    0.7    1.7    1.2    1.0    0.4    0.8    0.5    0.9    1.5    0.5    0.7    2.0    2.0    1.0    1.1    1.3    0.9    0.7    0.8    0.2    0.4    0.5
   1.4    1.2    0.7    0.7    0.8    1.0    1.2    1.3    0.7    0.8    1.0    1.1    0.9    0.6    0.8    0.7    1.3    1.6    0.5    1.7    1.3    0.6    1.6    0.8
   1.3    1.1    1.6    1.8    2.0    0.7    1.4    1.8    1.7    2.1    1.6    1.3    2.8    1.7    2.4    1.3    1.6    2.0    0.7    2.2    0.4    0.2    0.3    0.4
  127670.   124017.   122999.   130411.   130342.   119033.   117375.   121359.   115933.   105936.    89501.   128450.    95231.   114290.    80554.    62747.    69365.    84350.    58567.    56392.    41863.    42080.    48278.    57796.
   2.0    2.0    2.1    2.1    2.2    2.2    2.3    2.3    2.2    2.3    2.3    2.4    2.3    2.4    2.4    2.3    2.4    2.5    2.3    2.4    2.6    2.4    2.7    2.7
  455.   454.   455.   486.   468.   450.   442.   443.   436.   442.   451.   420.   435.   462.   429.   417.   417.   415.   413.   418.   421.   415.   410.   403.
   0.1   -0.6   -2.0   -2.9   -1.2    0.3   -0.9   -0.3   -2.4   -2.8   -4.3    0.1   -1.4   -2.8   -3.1   -3.8   -5.0   -4.5   -6.9   -5.5   -1.6   -2.8   -2.9   -2.3
  -3.5   -3.3   -4.7   -2.7   -1.2   -0.9   -2.4   -2.1   -3.5   -4.0   -3.5   -3.6   -1.2   -2.4   -4.1   -1.5   -2.6   -4.0   -3.8   -2.7   -6.1   -7.7   -7.3   -8.0
 0.029  0.028  0.029  0.024  0.026  0.025  0.031  0.028  0.030  0.030  0.025  0.025  0.034  0.030  0.029  0.027  0.025  0.038  0.038  0.039  0.026  0.025  0.030  0.027
    4100.     6986.     4830.     6984.     4789.     7584.     4923.     7765.     5004.     8969.     8620.     9608.    13866.    15125.    17730.    11830.    15823.    17385.    12162.    15598.    23329.     5003.     7828.     9781.
   0.1    0.1    0.1    0.1    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.2    0.2    0.2    0.2    0.1    0.2    0.2    0.1    0.4    0.2    0.2    0.2    0.2
    6.     7.     8.    20.    13.    12.     4.     8.     6.     9.    16.     3.     8.    19.    20.    11.    12.    14.     8.     5.     6.     4.     5.     6.
   2.2    2.0    1.6    1.5    1.2    1.6    2.0    2.2    1.4    1.2    1.6    1.8    2.3    1.0    1.5    1.4    1.4    2.3    0.7    1.5    0.7    0.8    1.8    0.7
   1.5    1.5    2.0    2.3    2.5    1.2    1.6    2.2    2.0    2.8    2.1    1.8    3.4    1.9    2.9    1.6    2.0    3.0    1.0    2.1    1.4    0.5    0.4    0.6
 0.001  0.004  0.003  0.005  0.003  0.000  0.000  0.004  0.001  0.002  0.004  0.004  0.006  0.004  0.004  0.004  0.003  0.005  0.005  0.010  0.003  0.002  0.002  0.004
  0.77   0.77   0.81   0.91   0.89   0.82   0.84   0.84   0.78   0.84   0.86   0.78   0.83   0.96   0.82   0.74   0.77   0.83   0.75   0.81   0.85   0.76   0.85   0.81
  -0.41   -0.50   -0.00   -0.63   -1.08   -1.17   -0.75   -0.71   -0.44   -0.22   -0.54   -0.13   -0.83   -0.79   -0.30   -1.25   -0.83   -0.29   -0.33   -0.67    1.89    2.20    1.89    1.81
   1.05    1.08    1.13    1.22    1.28    1.22    1.33    1.42    1.27    1.27    1.08    1.39    1.16    1.44    1.08    0.76    0.70    0.79    0.64    0.53    0.57    0.47    0.57    0.60
