2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328 328
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284  2284
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   15   16   15   13   15   15   15   15   16   14   15   15   15   14   15   16   14   14   15   15   15   15   14
  15   15   16   15   13   15   15   15   15   16   14   15   15   15   14   15   16   14   14   15   15   15   15   14
   4.7    4.6    5.8    5.0    5.5    5.9    5.8    5.6    5.7    6.2    6.0    5.5    5.3    4.2    3.9    4.3    4.8    4.0    1.7    3.5    3.0    4.3    4.0    2.5
   4.2    4.1    5.1    4.6    5.3    5.8    5.7    5.6    5.6    5.6    5.8    5.5    5.3    4.1    3.9    4.0    4.6    3.5    0.6    2.6    2.6    4.0    3.9    2.3
 -45.1  -17.2  -44.7  -45.8  -20.9  -10.2   -6.2  -23.8  -25.5  -33.9  -26.2  -30.0  -27.9  -23.1   -7.9  -27.1   -5.1  -22.8  -26.7   40.0   75.2   51.3   35.6   35.8
 148.8  133.0  139.4   99.7  137.0  146.1  152.0  139.5  142.6  141.0  141.8  143.0  148.5  143.4  148.3  136.2  153.1  140.9   55.4  342.5  358.6  336.3  334.2  331.7
  -2.6   -2.7   -2.7   -0.5   -3.6   -4.8   -5.0   -3.9   -4.0   -3.6   -4.1   -3.8   -4.0   -3.0   -3.2   -2.6   -4.1   -2.5    0.3    1.9    0.7    2.3    2.9    1.6
   1.6    2.9    2.4    3.1    3.4    3.2    2.7    3.3    3.1    2.9    3.2    2.8    2.4    2.2    2.0    2.5    2.1    2.0    0.4   -0.6    0.0   -1.0   -1.4   -0.9
  -3.0   -1.2   -3.6   -3.3   -1.9   -1.0   -0.6   -2.2   -2.4   -3.1   -2.6   -2.7   -2.5   -1.6   -0.5   -1.8   -0.4   -1.4   -0.3    1.7    2.6    3.1    2.3    1.3
   1.5    2.8    2.0    2.6    2.9    2.8    2.4    2.4    2.0    1.5    1.9    1.6    1.3    1.5    1.8    2.0    2.0    1.8    0.4   -0.5    0.1   -0.9   -1.4   -0.9
  -3.0   -1.4   -3.8   -3.7   -2.5   -1.8   -1.4   -3.2   -3.4   -4.0   -3.6   -3.6   -3.2   -2.2   -1.1   -2.4   -0.8   -1.7   -0.3    1.7    2.6    3.1    2.3    1.3
   0.3    0.2    0.6    0.2    0.5    0.1    0.0    0.0    0.1    0.4    0.3    0.3    0.2    0.4    0.3    0.3    0.3    0.4    0.6    0.9    0.7    0.3    0.3    0.8
   1.7    1.7    2.7    1.9    1.5    0.4    0.7    0.9    0.6    2.6    1.5    0.6    0.4    1.0    0.8    1.4    1.5    1.9    1.6    2.3    1.4    1.4    0.9    1.2
   0.9    0.9    1.1    1.3    1.4    0.1    0.2    0.6    0.2    1.2    0.5    0.2    0.2    0.5    0.5    0.9    0.5    1.4    1.3    2.1    0.9    0.3    0.4    0.9
   1.1    1.0    1.0    1.0    0.3    0.2    0.4    0.5    0.3    0.7    0.4    0.2    0.3    0.6    0.5    0.7    0.8    0.5    0.6    0.7    0.7    1.2    0.5    0.5
   0.9    0.9    2.3    1.1    0.7    0.3    0.6    0.4    0.4    2.2    1.4    0.5    0.2    0.6    0.4    0.8    1.2    1.2    0.5    0.7    0.8    0.7    0.6    0.4
   33039.    37397.    31075.    27163.    39292.    50207.    55426.    44564.    38767.    33323.    31058.    22069.    21330.    22816.    26699.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.
   6.7    6.1    7.3    8.1    6.2    5.2    5.3    5.2    5.8    7.2    9.0    9.9    8.8   11.0   11.8  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9
  354.   349.   355.   364.   348.   336.   335.   329.   329.   334.   335.   332.   324.   330.   324.   319.   315.   318.   304.   301.   294.   303.   305.   288.
  -5.8   -6.1   -6.5   -6.9   -7.2   -7.7   -7.3   -6.8   -6.8   -7.3   -7.3   -6.7   -6.7   -7.0   -6.4   -5.6   -6.0   -5.9   -6.0   -5.3   -4.8   -3.9   -4.1   -4.7
   0.8    0.9    0.3    1.1    1.0    1.6    1.6    1.2    1.4    1.8    1.5    1.7    2.7    2.1    2.6    2.2    2.8    2.2    3.4    3.7    3.0    2.0    2.5    3.5
 0.040  0.033  0.030  0.036  0.029  0.028  0.031  0.036  0.030  0.024  0.022  0.014  0.014  0.023  0.016  0.016  0.022  0.029  0.032  0.021  0.017  0.018  0.018  0.023
    3660.    10872.     7460.     3067.     6149.     3055.     4528.     4667.     2330.     7464.     3867.     2201.      480.     1054.     1316.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.  9999999.
   0.3    0.3    1.1    0.6    1.0    0.2    0.2    0.2    0.3    0.8    1.1    1.1    0.4    1.5    0.4  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9
    2.     3.     8.     3.     9.     1.     2.     2.     2.     4.     2.     3.     3.     3.     4.     2.     3.     3.     5.     7.     2.     4.     4.     6.
   0.5    0.5    0.5    0.4    0.6    0.1    0.2    0.3    0.3    0.3    0.2    0.2    0.2    0.2    0.3    0.4    0.6    0.2    0.2    0.4    0.2    0.9    0.2    0.3
   0.4    0.2    0.5    0.5    0.3    0.3    0.3    0.4    0.2    0.6    0.5    0.4    0.2    0.2    0.4    0.6    0.9    0.3    0.6    0.5    0.5    1.3    0.6    0.3
