2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272 272
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282  2282
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  15   14   15   15   15   15   15   15   14   15   15   15   15   15   15   14   15   15   12   15   15   15   14   15
  15   14   15   15   15   15   15   15   14   15   15   15   15   15   15   14   15   15   12   15   15   15   14   15
   4.5    4.9    4.8    4.9    5.1    5.0    5.1    5.3    5.0    5.1    4.9    4.8    4.8    4.5    4.6    4.9    4.9    5.2    5.0    4.9    5.0    4.9    5.0    4.8
   3.6    4.6    4.1    4.4    4.0    4.6    4.8    5.0    4.2    4.8    4.8    4.2    4.3    3.5    4.2    4.2    4.8    4.6    4.8    4.6    4.7    4.7    4.7    4.6
  -6.2    4.9   -3.8  -36.3   23.2   29.5   40.3   33.2   20.5   -3.8  -18.4  -32.1  -26.9  -19.0  -53.5  -10.7   18.1   31.7   27.1   11.1   17.1   11.9   13.9    5.7
 123.4   95.1  116.0  161.3   47.8   67.9   70.5   54.6   99.0   95.7   96.7  107.8   88.9  101.7   80.5  107.6  118.2  147.8  133.4  139.6  141.7  137.5  147.8  150.8
  -2.0   -0.4   -1.8   -3.3    2.5    1.5    1.2    2.4   -0.6   -0.5   -0.5   -1.1    0.1   -0.7    0.4   -1.2   -2.2   -3.3   -2.9   -3.5   -3.5   -3.4   -3.8   -4.0
   3.0    4.6    3.7    1.1    2.7    3.7    3.5    3.4    3.9    4.7    4.5    3.4    3.9    3.2    2.4    3.9    4.0    2.1    3.1    2.9    2.8    3.1    2.4    2.2
  -0.4    0.4   -0.3   -2.6    1.6    2.3    3.1    2.7    1.5   -0.3   -1.5   -2.2   -1.9   -1.1   -3.3   -0.8    1.5    2.4    2.2    0.9    1.4    1.0    1.1    0.5
   2.8    4.5    3.4    0.1    3.1    4.3    4.6    4.3    4.1    3.8    2.9    1.6    2.3    2.2    0.5    3.1    4.3    2.8    3.6    3.0    3.1    3.2    2.6    2.3
  -1.1   -0.9   -1.4   -2.8    0.4    0.5    1.1    0.6   -0.8   -2.8   -3.7   -3.7   -3.7   -2.6   -4.0   -2.4   -0.2    1.5    1.1    0.1    0.7    0.3    0.5    0.0
   0.2    0.3    0.2    0.2    0.1    0.1    0.1    0.1    0.2    0.1    0.1    0.1    0.1    0.4    0.1    0.1    0.1    0.2    0.0    0.0    0.1    0.0    0.1    0.1
   2.5    1.5    1.9    2.0    2.9    1.4    1.3    1.2    2.4    1.5    0.9    2.0    1.5    2.6    1.4    2.4    1.0    2.3    1.2    1.6    1.5    1.2    1.5    1.4
   1.9    1.2    1.5    0.8    2.3    0.5    0.6    0.8    1.7    0.6    0.3    0.7    1.1    1.5    1.0    0.8    0.5    0.7    0.5    0.8    0.9    0.7    0.4    0.3
   1.5    0.3    0.5    1.7    0.8    0.7    0.7    0.6    0.6    0.3    0.4    1.3    0.5    1.3    0.7    0.9    0.4    1.6    0.8    1.0    1.1    0.7    1.0    0.5
   0.7    0.9    1.1    0.6    1.6    1.1    0.9    0.6    1.6    1.3    0.7    1.3    0.9    1.8    0.5    2.0    0.7    1.5    0.8    1.0    0.6    0.7    1.0    1.3
  175947.   145111.   156293.   136396.   136417.   123354.   116721.   116350.   108301.   102790.    77784.    64272.    52386.    61970.    54988.    51193.    55922.    62695.    59817.    60236.    60347.    67981.    80191.    81328.
