index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-19 00:00:00" 323 22 23 1 -13
"2003-11-19 00:01:00" 323 22 21 1 -13
"2003-11-19 00:02:00" 323 21 21 1 -13
"2003-11-19 00:03:00" 323 21 21 1 -13
"2003-11-19 00:04:00" 323 20 21 1 -13
"2003-11-19 00:05:00" 323 20 21 1 -13
"2003-11-19 00:06:00" 323 19 21 1 -13
"2003-11-19 00:07:00" 323 19 20 0 -13
"2003-11-19 00:08:00" 323 19 20 0 -13
"2003-11-19 00:09:00" 323 18 20 0 -13
"2003-11-19 00:10:00" 323 18 20 0 -13
"2003-11-19 00:11:00" 323 17 20 0 -13
"2003-11-19 00:12:00" 323 18 20 0 -13
"2003-11-19 00:13:00" 323 17 20 0 -13
"2003-11-19 00:14:00" 323 16 19 0 -13
"2003-11-19 00:15:00" 323 16 18 0 -13
"2003-11-19 00:16:00" 323 16 19 0 -13
"2003-11-19 00:17:00" 323 17 20 0 -14
"2003-11-19 00:18:00" 323 17 19 -1 -14
"2003-11-19 00:19:00" 323 17 20 -1 -14
"2003-11-19 00:20:00" 323 16 18 0 -15
"2003-11-19 00:21:00" 323 17 19 -1 -15
"2003-11-19 00:22:00" 323 16 18 -1 -15
"2003-11-19 00:23:00" 323 17 19 -1 -15
"2003-11-19 00:24:00" 323 17 18 -1 -14
"2003-11-19 00:25:00" 323 16 18 -1 -14
"2003-11-19 00:26:00" 323 16 17 -1 -14
"2003-11-19 00:27:00" 323 15 18 -1 -14
"2003-11-19 00:28:00" 323 16 17 -1 -14
"2003-11-19 00:29:00" 323 16 18 -1 -14
"2003-11-19 00:30:00" 323 16 17 -1 -15
"2003-11-19 00:31:00" 323 16 17 -1 -15
"2003-11-19 00:32:00" 323 17 15 -1 -15
"2003-11-19 00:33:00" 323 17 16 -1 -15
"2003-11-19 00:34:00" 323 17 15 -1 -15
"2003-11-19 00:35:00" 323 16 15 -1 -15
"2003-11-19 00:36:00" 323 16 15 -1 -15
"2003-11-19 00:37:00" 323 16 15 -1 -15
"2003-11-19 00:38:00" 323 16 14 -1 -15
"2003-11-19 00:39:00" 323 17 14 -1 -15
"2003-11-19 00:40:00" 323 17 14 -1 -15
"2003-11-19 00:41:00" 323 17 13 -1 -15
"2003-11-19 00:42:00" 323 16 14 -1 -14
"2003-11-19 00:43:00" 323 16 14 -1 -14
"2003-11-19 00:44:00" 323 15 13 -1 -14
"2003-11-19 00:45:00" 323 16 13 -1 -15
"2003-11-19 00:46:00" 323 16 13 -1 -15
"2003-11-19 00:47:00" 323 16 13 -1 -15
"2003-11-19 00:48:00" 323 15 13 -1 -15
"2003-11-19 00:49:00" 323 15 13 -1 -15
"2003-11-19 00:50:00" 323 15 13 -1 -15
"2003-11-19 00:51:00" 323 15 13 -1 -15
"2003-11-19 00:52:00" 323 15 13 -1 -14
"2003-11-19 00:53:00" 323 14 13 -1 -14
"2003-11-19 00:54:00" 323 14 13 -1 -14
"2003-11-19 00:55:00" 323 13 13 -1 -13
"2003-11-19 00:56:00" 323 13 12 -1 -13
"2003-11-19 00:57:00" 323 14 13 -1 -12
"2003-11-19 00:58:00" 323 13 13 0 -11
"2003-11-19 00:59:00" 323 12 13 0 -12
"2003-11-19 01:00:00" 323 12 13 -1 -13
"2003-11-19 01:01:00" 323 12 14 -1 -12
"2003-11-19 01:02:00" 323 13 14 -1 -12
"2003-11-19 01:03:00" 323 12 14 -1 -13
"2003-11-19 01:04:00" 323 12 15 -1 -14
"2003-11-19 01:05:00" 323 13 15 -1 -15
"2003-11-19 01:06:00" 323 14 16 -1 -15
"2003-11-19 01:07:00" 323 15 18 -2 -15
"2003-11-19 01:08:00" 323 16 16 -2 -15
"2003-11-19 01:09:00" 323 15 15 -2 -14
"2003-11-19 01:10:00" 323 17 13 -2 -13
"2003-11-19 01:11:00" 323 16 13 -1 -13
"2003-11-19 01:12:00" 323 13 15 -1 -13
"2003-11-19 01:13:00" 323 12 16 -1 -13
"2003-11-19 01:14:00" 323 14 17 -1 -12
"2003-11-19 01:15:00" 323 15 16 -2 -13
"2003-11-19 01:16:00" 323 13 16 -1 -13
"2003-11-19 01:17:00" 323 13 15 -1 -13
"2003-11-19 01:18:00" 323 12 16 -1 -14
"2003-11-19 01:19:00" 323 12 17 -1 -14
"2003-11-19 01:20:00" 323 13 16 -1 -13
"2003-11-19 01:21:00" 323 13 16 -1 -12
