index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-21 00:00:00" 325 41 70 -23 -285
"2003-11-21 01:00:00" 325 19 69 -14 -241
"2003-11-21 02:00:00" 325 15 62 -7 -216
"2003-11-21 03:00:00" 325 20 40 -8 -180
"2003-11-21 04:00:00" 325 36 42 -7 -175
"2003-11-21 05:00:00" 325 46 44 -2 -173
"2003-11-21 06:00:00" 325 73 75 1 -136
"2003-11-21 07:00:00" 325 30 60 6 -157
"2003-11-21 08:00:00" 325 21 56 2 -162
"2003-11-21 09:00:00" 325 28 64 -1 -133
"2003-11-21 10:00:00" 325 14 32 -5 -123
"2003-11-21 11:00:00" 325 18 23 -7 -115
"2003-11-21 12:00:00" 325 17 20 -6 -111
"2003-11-21 13:00:00" 325 20 23 -6 -113
"2003-11-21 14:00:00" 325 18 22 -6 -108
"2003-11-21 15:00:00" 325 17 17 -3 -107
"2003-11-21 16:00:00" 325 21 20 -2 -109
"2003-11-21 17:00:00" 325 24 30 -5 -101
"2003-11-21 18:00:00" 325 20 44 -3 -88
"2003-11-21 19:00:00" 325 31 40 0 -82
"2003-11-21 20:00:00" 325 28 34 0 -79
"2003-11-21 21:00:00" 325 21 27 -3 -73
"2003-11-21 22:00:00" 325 18 26 -2 -66
"2003-11-21 23:00:00" 325 8 26 -3 -60
