index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-22 00:00:00" 326 14 23 -3 -58
"2003-11-22 01:00:00" 326 26 29 -8 -68
"2003-11-22 02:00:00" 326 31 32 -5 -73
"2003-11-22 03:00:00" 326 24 31 -2 -62
"2003-11-22 04:00:00" 326 18 29 -1 -57
"2003-11-22 05:00:00" 326 12 30 -1 -60
"2003-11-22 06:00:00" 326 8 29 1 -66
"2003-11-22 07:00:00" 326 8 23 1 -62
"2003-11-22 08:00:00" 326 11 21 2 -59
"2003-11-22 09:00:00" 326 12 23 3 -52
"2003-11-22 10:00:00" 326 11 21 2 -44
"2003-11-22 11:00:00" 326 9 24 1 -40
"2003-11-22 12:00:00" 326 7 18 -1 -40
"2003-11-22 13:00:00" 326 7 17 -1 -40
"2003-11-22 14:00:00" 326 12 18 1 -49
"2003-11-22 15:00:00" 326 40 45 4 -64
"2003-11-22 16:00:00" 326 62 55 3 -78
"2003-11-22 17:00:00" 326 36 52 -8 -72
"2003-11-22 18:00:00" 326 65 90 1 -82
"2003-11-22 19:00:00" 326 51 69 1 -90
"2003-11-22 20:00:00" 326 32 34 -2 -85
"2003-11-22 21:00:00" 326 17 25 -1 -79
"2003-11-22 22:00:00" 326 24 24 -7 -83
"2003-11-22 23:00:00" 326 25 40 -6 -83
