index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-20 00:00:00" 324 6 11 0 2
"2003-11-20 00:01:00" 324 5 10 0 1
"2003-11-20 00:02:00" 324 5 10 0 1
"2003-11-20 00:03:00" 324 4 11 0 1
"2003-11-20 00:04:00" 324 4 11 0 1
"2003-11-20 00:05:00" 324 5 11 0 1
"2003-11-20 00:06:00" 324 5 12 0 1
"2003-11-20 00:07:00" 324 5 11 0 1
"2003-11-20 00:08:00" 324 5 11 0 0
"2003-11-20 00:09:00" 324 5 10 0 0
"2003-11-20 00:10:00" 324 5 11 0 0
"2003-11-20 00:11:00" 324 6 11 0 0
"2003-11-20 00:12:00" 324 6 11 0 0
"2003-11-20 00:13:00" 324 6 10 0 -1
"2003-11-20 00:14:00" 324 6 10 0 -1
"2003-11-20 00:15:00" 324 6 10 0 -1
"2003-11-20 00:16:00" 324 6 10 0 -1
"2003-11-20 00:17:00" 324 6 10 0 -1
"2003-11-20 00:18:00" 324 6 11 0 -1
"2003-11-20 00:19:00" 324 6 11 0 -1
"2003-11-20 00:20:00" 324 5 10 0 -1
"2003-11-20 00:21:00" 324 6 10 0 -1
"2003-11-20 00:22:00" 324 5 10 0 -1
"2003-11-20 00:23:00" 324 6 9 0 -2
"2003-11-20 00:24:00" 324 5 9 0 -2
"2003-11-20 00:25:00" 324 5 9 0 -2
"2003-11-20 00:26:00" 324 6 9 0 -2
"2003-11-20 00:27:00" 324 6 9 0 -2
"2003-11-20 00:28:00" 324 6 9 0 -2
"2003-11-20 00:29:00" 324 6 9 0 -2
"2003-11-20 00:30:00" 324 7 10 0 -3
"2003-11-20 00:31:00" 324 7 10 0 -3
"2003-11-20 00:32:00" 324 7 9 0 -3
"2003-11-20 00:33:00" 324 7 9 0 -3
"2003-11-20 00:34:00" 324 6 9 0 -3
"2003-11-20 00:35:00" 324 7 10 0 -2
"2003-11-20 00:36:00" 324 7 10 0 -2
"2003-11-20 00:37:00" 324 7 9 0 -2
"2003-11-20 00:38:00" 324 7 9 1 -2
"2003-11-20 00:39:00" 324 7 9 1 -2
"2003-11-20 00:40:00" 324 7 9 1 -2
"2003-11-20 00:41:00" 324 6 9 1 -2
"2003-11-20 00:42:00" 324 6 8 0 -3
"2003-11-20 00:43:00" 324 5 7 0 -3
"2003-11-20 00:44:00" 324 5 8 1 -3
"2003-11-20 00:45:00" 324 5 8 0 -3
"2003-11-20 00:46:00" 324 4 8 0 -3
"2003-11-20 00:47:00" 324 4 8 0 -3
"2003-11-20 00:48:00" 324 5 8 0 -3
"2003-11-20 00:49:00" 324 6 8 0 -3
"2003-11-20 00:50:00" 324 6 8 0 -3
"2003-11-20 00:51:00" 324 5 7 0 -3
"2003-11-20 00:52:00" 324 5 7 0 -3
"2003-11-20 00:53:00" 324 5 7 0 -3
"2003-11-20 00:54:00" 324 6 8 0 -4
"2003-11-20 00:55:00" 324 6 8 0 -3
"2003-11-20 00:56:00" 324 6 8 0 -3
"2003-11-20 00:57:00" 324 6 8 1 -3
"2003-11-20 00:58:00" 324 7 8 1 -4
"2003-11-20 00:59:00" 324 8 8 1 -3
"2003-11-20 01:00:00" 324 8 7 1 -4
"2003-11-20 01:01:00" 324 8 8 1 -4
"2003-11-20 01:02:00" 324 7 8 1 -4
"2003-11-20 01:03:00" 324 8 8 1 -4
"2003-11-20 01:04:00" 324 8 8 1 -4
"2003-11-20 01:05:00" 324 9 8 1 -4
"2003-11-20 01:06:00" 324 9 8 1 -4
"2003-11-20 01:07:00" 324 9 8 1 -4
"2003-11-20 01:08:00" 324 10 8 1 -4
"2003-11-20 01:09:00" 324 10 9 1 -4
"2003-11-20 01:10:00" 324 10 9 1 -4
"2003-11-20 01:11:00" 324 10 9 1 -4
"2003-11-20 01:12:00" 324 9 9 1 -4
"2003-11-20 01:13:00" 324 9 9 1 -4
"2003-11-20 01:14:00" 324 10 9 1 -4
"2003-11-20 01:15:00" 324 9 9 1 -4
"2003-11-20 01:16:00" 324 9 9 1 -4
"2003-11-20 01:17:00" 324 9 9 1 -4
"2003-11-20 01:18:00" 324 9 9 1 -4
"2003-11-20 01:19:00" 324 10 9 1 -4
"2003-11-20 01:20:00" 324 9 9 1 -4
"2003-11-20 01:21:00" 324 9 10 1 -5
"2003-11-20 01:22:00" 324 9 9 1 -4
"2003-11-20 01:23:00" 324 10 9 1 -4
"2003-11-20 01:24:00" 324 10 9 1 -4
"2003-11-20 01:25:00" 324 10 9 1 -3
"2003-11-20 01:26:00" 324 10 9 1 -3
"2003-11-20 01:27:00" 324 10 9 1 -3
"2003-11-20 01:28:00" 324 10 9 1 -3
"2003-11-20 01:29:00" 324 10 9 1 -3
"2003-11-20 01:30:00" 324 8 9 1 -3
"2003-11-20 01:31:00" 324 8 9 1 -2
"2003-11-20 01:32:00" 324 8 9 1 -3
"2003-11-20 01:33:00" 324 8 9 1 -2
"2003-11-20 01:34:00" 324 7 9 1 -3
"2003-11-20 01:35:00" 324 7 9 1 -3
"2003-11-20 01:36:00" 324 8 9 1 -3
"2003-11-20 01:37:00" 324 8 9 1 -2
"2003-11-20 01:38:00" 324 8 9 1 -2
"2003-11-20 01:39:00" 324 8 9 1 -2
"2003-11-20 01:40:00" 324 8 8 1 -3
"2003-11-20 01:41:00" 324 8 8 1 -3
"2003-11-20 01:42:00" 324 7 8 1 -3
"2003-11-20 01:43:00" 324 7 9 1 -3
"2003-11-20 01:44:00" 324 8 9 1 -3
"2003-11-20 01:45:00" 324 8 10 1 -3
"2003-11-20 01:46:00" 324 9 10 1 -3
"2003-11-20 01:47:00" 324 10 10 1 -3
"2003-11-20 01:48:00" 324 10 10 1 -3
"2003-11-20 01:49:00" 324 9 9 1 -3
"2003-11-20 01:50:00" 324 8 8 1 -3
"2003-11-20 01:51:00" 324 7 8 1 -3
"2003-11-20 01:52:00" 324 6 9 1 -3
"2003-11-20 01:53:00" 324 7 10 1 -3
"2003-11-20 01:54:00" 324 7 11 1 -3
"2003-11-20 01:55:00" 324 7 10 1 -3
"2003-11-20 01:56:00" 324 7 10 1 -3
"2003-11-20 01:57:00" 324 7 11 1 -3
"2003-11-20 01:58:00" 324 7 11 1 -3
"2003-11-20 01:59:00" 324 7 11 1 -3
"2003-11-20 02:00:00" 324 6 12 0 -3
"2003-11-20 02:01:00" 324 6 12 0 -3
"2003-11-20 02:02:00" 324 6 12 0 -3
"2003-11-20 02:03:00" 324 6 12 0 -3
"2003-11-20 02:04:00" 324 6 12 0 -3
"2003-11-20 02:05:00" 324 7 12 0 -3
"2003-11-20 02:06:00" 324 6 12 0 -3
"2003-11-20 02:07:00" 324 6 13 0 -3
"2003-11-20 02:08:00" 324 5 13 0 -3
"2003-11-20 02:09:00" 324 5 12 0 -4
"2003-11-20 02:10:00" 324 6 12 0 -4
"2003-11-20 02:11:00" 324 5 12 0 -3
"2003-11-20 02:12:00" 324 5 13 0 -3
"2003-11-20 02:13:00" 324 6 14 0 -4
"2003-11-20 02:14:00" 324 6 14 0 -4
"2003-11-20 02:15:00" 324 6 13 0 -4
"2003-11-20 02:16:00" 324 6 13 0 -4
"2003-11-20 02:17:00" 324 5 13 0 -4
"2003-11-20 02:18:00" 324 6 12 0 -4
"2003-11-20 02:19:00" 324 6 14 0 -4
"2003-11-20 02:20:00" 324 6 14 0 -4
"2003-11-20 02:21:00" 324 6 14 0 -4
"2003-11-20 02:22:00" 324 6 14 0 -3
"2003-11-20 02:23:00" 324 6 13 0 -3
"2003-11-20 02:24:00" 324 6 14 0 -2
"2003-11-20 02:25:00" 324 6 13 0 -2
"2003-11-20 02:26:00" 324 6 13 0 -2
"2003-11-20 02:27:00" 324 6 12 0 -2
"2003-11-20 02:28:00" 324 5 12 0 -2
"2003-11-20 02:29:00" 324 5 13 0 -2
"2003-11-20 02:30:00" 324 6 12 0 -2
"2003-11-20 02:31:00" 324 6 12 0 -2
"2003-11-20 02:32:00" 324 6 11 0 -2
"2003-11-20 02:33:00" 324 7 12 0 -2
"2003-11-20 02:34:00" 324 7 12 1 -2
"2003-11-20 02:35:00" 324 7 11 0 -2
"2003-11-20 02:36:00" 324 7 12 0 -3
"2003-11-20 02:37:00" 324 8 12 1 -3
"2003-11-20 02:38:00" 324 8 13 1 -3
"2003-11-20 02:39:00" 324 8 12 0 -2
"2003-11-20 02:40:00" 324 8 13 0 -2
"2003-11-20 02:41:00" 324 7 13 0 -2
"2003-11-20 02:42:00" 324 8 12 0 -2
"2003-11-20 02:43:00" 324 7 13 0 -2
"2003-11-20 02:44:00" 324 7 12 0 -2
"2003-11-20 02:45:00" 324 7 12 0 -2
"2003-11-20 02:46:00" 324 7 12 0 -3
"2003-11-20 02:47:00" 324 7 12 0 -3
"2003-11-20 02:48:00" 324 7 11 0 -3
"2003-11-20 02:49:00" 324 7 12 0 -3
"2003-11-20 02:50:00" 324 6 13 0 -4
"2003-11-20 02:51:00" 324 7 11 0 -4
"2003-11-20 02:52:00" 324 7 11 0 -4
"2003-11-20 02:53:00" 324 7 12 0 -5
"2003-11-20 02:54:00" 324 7 12 0 -4
"2003-11-20 02:55:00" 324 7 12 0 -5
"2003-11-20 02:56:00" 324 7 12 1 -4
"2003-11-20 02:57:00" 324 8 11 1 -4
"2003-11-20 02:58:00" 324 8 11 1 -4
"2003-11-20 02:59:00" 324 7 11 1 -4
"2003-11-20 03:00:00" 324 7 11 1 -3
"2003-11-20 03:01:00" 324 8 11 1 -3
"2003-11-20 03:02:00" 324 8 11 1 -3
"2003-11-20 03:03:00" 324 8 9 1 -2
"2003-11-20 03:04:00" 324 9 9 1 -2
"2003-11-20 03:05:00" 324 10 9 1 -2
"2003-11-20 03:06:00" 324 11 9 1 -2
"2003-11-20 03:07:00" 324 11 8 1 -2
"2003-11-20 03:08:00" 324 12 7 1 -3
"2003-11-20 03:09:00" 324 13 9 1 -4
"2003-11-20 03:10:00" 324 15 10 2 -4
"2003-11-20 03:11:00" 324 15 11 1 -5
"2003-11-20 03:12:00" 324 14 14 2 -5
"2003-11-20 03:13:00" 324 14 13 1 -5
"2003-11-20 03:14:00" 324 14 13 1 -5
"2003-11-20 03:15:00" 324 15 13 1 -5
"2003-11-20 03:16:00" 324 15 14 2 -6
"2003-11-20 03:17:00" 324 14 16 1 -6
"2003-11-20 03:18:00" 324 11 17 2 -5
"2003-11-20 03:19:00" 324 9 20 2 -5
"2003-11-20 03:20:00" 324 7 21 2 -5
"2003-11-20 03:21:00" 324 6 22 3 -5
"2003-11-20 03:22:00" 324 6 22 3 -5
"2003-11-20 03:23:00" 324 5 23 3 -5
"2003-11-20 03:24:00" 324 5 24 3 -5
"2003-11-20 03:25:00" 324 4 24 3 -5
"2003-11-20 03:26:00" 324 4 23 4 -6
"2003-11-20 03:27:00" 324 4 24 4 -6
"2003-11-20 03:28:00" 324 5 24 4 -6
"2003-11-20 03:29:00" 324 5 24 4 -5
"2003-11-20 03:30:00" 324 3 24 4 -5
"2003-11-20 03:31:00" 324 3 21 4 -5
"2003-11-20 03:32:00" 324 3 22 4 -4
"2003-11-20 03:33:00" 324 3 21 4 -5
"2003-11-20 03:34:00" 324 4 20 4 -5
"2003-11-20 03:35:00" 324 4 19 4 -5
"2003-11-20 03:36:00" 324 4 18 4 -5
"2003-11-20 03:37:00" 324 6 16 4 -6
"2003-11-20 03:38:00" 324 6 16 4 -6
"2003-11-20 03:39:00" 324 6 16 4 -6
"2003-11-20 03:40:00" 324 6 16 4 -6
"2003-11-20 03:41:00" 324 8 17 4 -7
"2003-11-20 03:42:00" 324 7 17 4 -7
"2003-11-20 03:43:00" 324 8 17 4 -7
"2003-11-20 03:44:00" 324 7 17 4 -7
"2003-11-20 03:45:00" 324 7 18 4 -8
"2003-11-20 03:46:00" 324 7 16 4 -8
"2003-11-20 03:47:00" 324 6 17 4 -8
"2003-11-20 03:48:00" 324 6 16 4 -8
"2003-11-20 03:49:00" 324 5 15 3 -9
"2003-11-20 03:50:00" 324 4 15 3 -9
"2003-11-20 03:51:00" 324 5 16 3 -9
"2003-11-20 03:52:00" 324 6 17 3 -9
"2003-11-20 03:53:00" 324 7 17 3 -10
"2003-11-20 03:54:00" 324 8 18 4 -10
"2003-11-20 03:55:00" 324 8 19 4 -10
"2003-11-20 03:56:00" 324 10 20 4 -10
"2003-11-20 03:57:00" 324 11 21 5 -11
"2003-11-20 03:58:00" 324 12 22 5 -11
"2003-11-20 03:59:00" 324 13 22 5 -11
"2003-11-20 04:00:00" 324 14 23 5 -11
"2003-11-20 04:01:00" 324 15 24 5 -12
"2003-11-20 04:02:00" 324 16 24 5 -12
"2003-11-20 04:03:00" 324 16 24 5 -12
"2003-11-20 04:04:00" 324 17 26 6 -12
"2003-11-20 04:05:00" 324 17 25 6 -13
"2003-11-20 04:06:00" 324 17 25 6 -13
"2003-11-20 04:07:00" 324 18 26 6 -13
"2003-11-20 04:08:00" 324 17 25 6 -12
"2003-11-20 04:09:00" 324 17 25 6 -13
"2003-11-20 04:10:00" 324 17 24 6 -13
"2003-11-20 04:11:00" 324 16 24 6 -13
"2003-11-20 04:12:00" 324 16 24 6 -13
"2003-11-20 04:13:00" 324 17 22 6 -14
"2003-11-20 04:14:00" 324 16 22 5 -14
"2003-11-20 04:15:00" 324 16 21 5 -14
"2003-11-20 04:16:00" 324 17 21 5 -14
"2003-11-20 04:17:00" 324 17 21 5 -14
"2003-11-20 04:18:00" 324 17 22 5 -14
"2003-11-20 04:19:00" 324 17 22 4 -14
"2003-11-20 04:20:00" 324 16 20 4 -14
"2003-11-20 04:21:00" 324 17 21 4 -14
"2003-11-20 04:22:00" 324 18 22 4 -14
"2003-11-20 04:23:00" 324 18 22 4 -14
"2003-11-20 04:24:00" 324 18 23 4 -14
"2003-11-20 04:25:00" 324 17 23 4 -15
"2003-11-20 04:26:00" 324 16 24 4 -15
"2003-11-20 04:27:00" 324 16 24 4 -15
"2003-11-20 04:28:00" 324 15 24 4 -15
"2003-11-20 04:29:00" 324 15 25 4 -15
"2003-11-20 04:30:00" 324 15 25 4 -15
"2003-11-20 04:31:00" 324 16 25 4 -15
"2003-11-20 04:32:00" 324 15 25 4 -15
"2003-11-20 04:33:00" 324 16 26 4 -15
"2003-11-20 04:34:00" 324 17 27 4 -15
"2003-11-20 04:35:00" 324 17 26 4 -16
"2003-11-20 04:36:00" 324 18 27 4 -16
"2003-11-20 04:37:00" 324 18 27 3 -16
"2003-11-20 04:38:00" 324 18 28 3 -16
"2003-11-20 04:39:00" 324 19 28 3 -16
"2003-11-20 04:40:00" 324 19 28 3 -17
"2003-11-20 04:41:00" 324 19 27 3 -17
"2003-11-20 04:42:00" 324 19 28 3 -18
"2003-11-20 04:43:00" 324 20 29 3 -18
"2003-11-20 04:44:00" 324 21 29 3 -18
"2003-11-20 04:45:00" 324 21 30 3 -19
"2003-11-20 04:46:00" 324 21 30 3 -20
"2003-11-20 04:47:00" 324 21 30 3 -20
"2003-11-20 04:48:00" 324 22 30 4 -20
"2003-11-20 04:49:00" 324 22 30 4 -20
"2003-11-20 04:50:00" 324 22 30 4 -20
"2003-11-20 04:51:00" 324 21 31 4 -20
"2003-11-20 04:52:00" 324 20 31 3 -20
"2003-11-20 04:53:00" 324 21 32 3 -20
"2003-11-20 04:54:00" 324 21 32 3 -20
"2003-11-20 04:55:00" 324 21 33 3 -21
"2003-11-20 04:56:00" 324 22 32 3 -21
"2003-11-20 04:57:00" 324 22 33 4 -22
"2003-11-20 04:58:00" 324 22 34 4 -22
"2003-11-20 04:59:00" 324 22 36 4 -23
"2003-11-20 05:00:00" 324 21 36 4 -24
"2003-11-20 05:01:00" 324 20 36 4 -24
"2003-11-20 05:02:00" 324 19 37 4 -25
"2003-11-20 05:03:00" 324 19 37 4 -26
"2003-11-20 05:04:00" 324 18 37 4 -26
"2003-11-20 05:05:00" 324 16 38 4 -27
"2003-11-20 05:06:00" 324 14 37 4 -27
"2003-11-20 05:07:00" 324 12 37 4 -27
"2003-11-20 05:08:00" 324 12 36 4 -26
"2003-11-20 05:09:00" 324 11 35 4 -26
"2003-11-20 05:10:00" 324 10 36 4 -27
"2003-11-20 05:11:00" 324 10 36 3 -26
"2003-11-20 05:12:00" 324 12 37 4 -26
"2003-11-20 05:13:00" 324 12 38 3 -26
"2003-11-20 05:14:00" 324 11 37 4 -26
"2003-11-20 05:15:00" 324 10 37 3 -26
"2003-11-20 05:16:00" 324 9 37 3 -27
"2003-11-20 05:17:00" 324 8 36 3 -27
"2003-11-20 05:18:00" 324 7 37 4 -27
"2003-11-20 05:19:00" 324 6 37 3 -27
"2003-11-20 05:20:00" 324 6 37 3 -26
"2003-11-20 05:21:00" 324 5 36 3 -26
"2003-11-20 05:22:00" 324 5 36 3 -26
"2003-11-20 05:23:00" 324 5 36 3 -26
"2003-11-20 05:24:00" 324 4 36 2 -26
"2003-11-20 05:25:00" 324 4 37 3 -26
"2003-11-20 05:26:00" 324 4 37 2 -26
"2003-11-20 05:27:00" 324 5 37 2 -26
"2003-11-20 05:28:00" 324 6 37 2 -26
"2003-11-20 05:29:00" 324 6 38 2 -27
"2003-11-20 05:30:00" 324 8 38 2 -28
"2003-11-20 05:31:00" 324 8 38 2 -27
"2003-11-20 05:32:00" 324 9 39 2 -28
"2003-11-20 05:33:00" 324 11 39 2 -28
"2003-11-20 05:34:00" 324 11 39 2 -29
"2003-11-20 05:35:00" 324 11 40 3 -29
"2003-11-20 05:36:00" 324 12 40 3 -29
"2003-11-20 05:37:00" 324 13 41 3 -29
"2003-11-20 05:38:00" 324 14 42 3 -29
"2003-11-20 05:39:00" 324 15 42 3 -29
"2003-11-20 05:40:00" 324 14 42 3 -30
"2003-11-20 05:41:00" 324 14 43 3 -30
"2003-11-20 05:42:00" 324 15 43 3 -30
"2003-11-20 05:43:00" 324 15 43 3 -30
"2003-11-20 05:44:00" 324 15 44 3 -31
"2003-11-20 05:45:00" 324 14 44 3 -31
"2003-11-20 05:46:00" 324 14 44 3 -31
"2003-11-20 05:47:00" 324 13 44 3 -31
"2003-11-20 05:48:00" 324 13 44 3 -31
"2003-11-20 05:49:00" 324 13 43 3 -31
"2003-11-20 05:50:00" 324 13 43 3 -32
"2003-11-20 05:51:00" 324 14 43 3 -32
"2003-11-20 05:52:00" 324 14 44 3 -32
"2003-11-20 05:53:00" 324 14 44 3 -32
"2003-11-20 05:54:00" 324 14 44 3 -32
"2003-11-20 05:55:00" 324 14 44 3 -32
"2003-11-20 05:56:00" 324 14 44 3 -32
"2003-11-20 05:57:00" 324 14 45 3 -32
"2003-11-20 05:58:00" 324 14 46 3 -32
"2003-11-20 05:59:00" 324 14 46 3 -32
"2003-11-20 06:00:00" 324 13 46 3 -32
"2003-11-20 06:01:00" 324 14 46 3 -32
"2003-11-20 06:02:00" 324 14 47 3 -32
"2003-11-20 06:03:00" 324 13 47 3 -33
"2003-11-20 06:04:00" 324 13 48 3 -32
"2003-11-20 06:05:00" 324 13 48 3 -33
"2003-11-20 06:06:00" 324 13 48 3 -33
"2003-11-20 06:07:00" 324 13 48 3 -33
"2003-11-20 06:08:00" 324 12 48 3 -34
"2003-11-20 06:09:00" 324 12 47 3 -34
"2003-11-20 06:10:00" 324 11 47 3 -34
"2003-11-20 06:11:00" 324 11 47 3 -34
"2003-11-20 06:12:00" 324 11 46 3 -34
"2003-11-20 06:13:00" 324 11 47 3 -34
"2003-11-20 06:14:00" 324 10 47 3 -34
"2003-11-20 06:15:00" 324 10 46 3 -34
"2003-11-20 06:16:00" 324 9 46 3 -34
"2003-11-20 06:17:00" 324 9 46 3 -34
"2003-11-20 06:18:00" 324 9 46 3 -34
"2003-11-20 06:19:00" 324 9 46 3 -34
"2003-11-20 06:20:00" 324 9 46 3 -34
"2003-11-20 06:21:00" 324 10 46 3 -35
"2003-11-20 06:22:00" 324 9 46 3 -35
"2003-11-20 06:23:00" 324 9 46 3 -35
"2003-11-20 06:24:00" 324 9 46 3 -36
"2003-11-20 06:25:00" 324 9 45 3 -36
"2003-11-20 06:26:00" 324 9 45 3 -36
"2003-11-20 06:27:00" 324 9 45 3 -36
"2003-11-20 06:28:00" 324 9 45 3 -36
"2003-11-20 06:29:00" 324 9 44 3 -36
"2003-11-20 06:30:00" 324 9 43 3 -35
"2003-11-20 06:31:00" 324 9 43 3 -35
