index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-20 06:32:00" 324 8 44 3 -35
"2003-11-20 06:33:00" 324 7 43 3 -34
"2003-11-20 06:34:00" 324 6 42 3 -34
"2003-11-20 06:35:00" 324 7 42 3 -34
"2003-11-20 06:36:00" 324 6 42 3 -34
"2003-11-20 06:37:00" 324 6 43 3 -34
"2003-11-20 06:38:00" 324 7 43 3 -34
"2003-11-20 06:39:00" 324 6 43 3 -34
"2003-11-20 06:40:00" 324 5 43 3 -34
"2003-11-20 06:41:00" 324 5 44 3 -33
"2003-11-20 06:42:00" 324 5 44 3 -33
"2003-11-20 06:43:00" 324 5 45 2 -32
"2003-11-20 06:44:00" 324 6 45 2 -32
"2003-11-20 06:45:00" 324 7 43 2 -31
"2003-11-20 06:46:00" 324 8 43 2 -31
"2003-11-20 06:47:00" 324 8 43 2 -30
"2003-11-20 06:48:00" 324 8 42 2 -29
"2003-11-20 06:49:00" 324 9 42 2 -29
"2003-11-20 06:50:00" 324 8 42 2 -29
"2003-11-20 06:51:00" 324 9 42 2 -29
"2003-11-20 06:52:00" 324 9 42 2 -29
"2003-11-20 06:53:00" 324 8 42 2 -28
"2003-11-20 06:54:00" 324 7 42 2 -28
"2003-11-20 06:55:00" 324 7 42 2 -28
"2003-11-20 06:56:00" 324 6 42 2 -29
"2003-11-20 06:57:00" 324 6 42 1 -29
"2003-11-20 06:58:00" 324 7 42 1 -29
"2003-11-20 06:59:00" 324 6 42 1 -29
"2003-11-20 07:00:00" 324 7 42 1 -29
"2003-11-20 07:01:00" 324 8 42 1 -29
"2003-11-20 07:02:00" 324 8 42 1 -30
"2003-11-20 07:03:00" 324 8 43 1 -30
"2003-11-20 07:04:00" 324 9 43 1 -30
"2003-11-20 07:05:00" 324 9 43 1 -31
"2003-11-20 07:06:00" 324 10 43 1 -31
"2003-11-20 07:07:00" 324 11 43 1 -31
"2003-11-20 07:08:00" 324 11 43 1 -31
"2003-11-20 07:09:00" 324 13 43 1 -30
"2003-11-20 07:10:00" 324 14 43 0 -30
"2003-11-20 07:11:00" 324 14 43 1 -30
"2003-11-20 07:12:00" 324 14 43 0 -30
"2003-11-20 07:13:00" 324 15 44 0 -30
"2003-11-20 07:14:00" 324 16 44 0 -30
"2003-11-20 07:15:00" 324 16 43 0 -30
"2003-11-20 07:16:00" 324 18 43 0 -31
"2003-11-20 07:17:00" 324 18 43 0 -31
"2003-11-20 07:18:00" 324 19 42 1 -31
"2003-11-20 07:19:00" 324 19 43 1 -31
"2003-11-20 07:20:00" 324 19 42 1 -31
"2003-11-20 07:21:00" 324 21 45 1 -31
"2003-11-20 07:22:00" 324 21 46 1 -31
"2003-11-20 07:23:00" 324 22 47 1 -32
"2003-11-20 07:24:00" 324 23 49 1 -32
"2003-11-20 07:25:00" 324 23 50 1 -33
"2003-11-20 07:26:00" 324 24 50 2 -33
"2003-11-20 07:27:00" 324 25 52 2 -34
"2003-11-20 07:28:00" 324 25 54 2 -34
"2003-11-20 07:29:00" 324 26 56 2 -33
"2003-11-20 07:30:00" 324 26 57 2 -33
"2003-11-20 07:31:00" 324 26 58 2 -33
"2003-11-20 07:32:00" 324 26 58 2 -33
"2003-11-20 07:33:00" 324 26 59 3 -33
"2003-11-20 07:34:00" 324 26 59 3 -33
"2003-11-20 07:35:00" 324 25 58 3 -33
"2003-11-20 07:36:00" 324 25 58 3 -33
"2003-11-20 07:37:00" 324 24 58 3 -34
"2003-11-20 07:38:00" 324 23 57 3 -35
"2003-11-20 07:39:00" 324 22 57 2 -35
"2003-11-20 07:40:00" 324 20 55 2 -35
"2003-11-20 07:41:00" 324 19 55 3 -36
"2003-11-20 07:42:00" 324 18 55 2 -36
"2003-11-20 07:43:00" 324 16 53 2 -35
"2003-11-20 07:44:00" 324 15 53 2 -35
"2003-11-20 07:45:00" 324 14 54 2 -34
"2003-11-20 07:46:00" 324 15 55 2 -34
"2003-11-20 07:47:00" 324 15 56 2 -34
"2003-11-20 07:48:00" 324 16 57 1 -34
"2003-11-20 07:49:00" 324 17 57 1 -35
"2003-11-20 07:50:00" 324 17 57 1 -35
"2003-11-20 07:51:00" 324 16 57 1 -35
"2003-11-20 07:52:00" 324 16 57 1 -36
"2003-11-20 07:53:00" 324 15 57 2 -36
"2003-11-20 07:54:00" 324 13 57 2 -36
"2003-11-20 07:55:00" 324 13 56 2 -37
"2003-11-20 07:56:00" 324 11 56 2 -37
"2003-11-20 07:57:00" 324 12 56 2 -37
"2003-11-20 07:58:00" 324 12 55 3 -38
"2003-11-20 07:59:00" 324 12 56 3 -39
"2003-11-20 08:00:00" 324 11 54 3 -39
"2003-11-20 08:01:00" 324 11 56 4 -40
"2003-11-20 08:02:00" 324 11 57 4 -41
"2003-11-20 08:03:00" 324 12 62 4 -37
"2003-11-20 08:04:00" 324 17 62 3 -12
"2003-11-20 08:05:00" 324 27 57 0 5
"2003-11-20 08:06:00" 324 26 58 -2 8
"2003-11-20 08:07:00" 324 27 65 -3 3
"2003-11-20 08:08:00" 324 23 66 -1 -2
"2003-11-20 08:09:00" 324 21 61 0 -4
"2003-11-20 08:10:00" 324 27 58 0 -3
"2003-11-20 08:11:00" 324 31 62 -2 0
"2003-11-20 08:12:00" 324 43 69 -1 1
"2003-11-20 08:13:00" 324 52 71 -1 -2
"2003-11-20 08:14:00" 324 64 72 0 -7
"2003-11-20 08:15:00" 324 62 71 0 -12
"2003-11-20 08:16:00" 324 62 74 0 -14
"2003-11-20 08:17:00" 324 66 72 0 -15
"2003-11-20 08:18:00" 324 63 71 0 -15
"2003-11-20 08:19:00" 324 62 71 1 -17
"2003-11-20 08:20:00" 324 60 64 1 -23
"2003-11-20 08:21:00" 324 52 65 1 -25
"2003-11-20 08:22:00" 324 55 66 2 -26
"2003-11-20 08:23:00" 324 56 65 2 -24
"2003-11-20 08:24:00" 324 56 65 2 -24
"2003-11-20 08:25:00" 324 58 64 3 -25
"2003-11-20 08:26:00" 324 62 63 4 -27
"2003-11-20 08:27:00" 324 62 61 4 -28
"2003-11-20 08:28:00" 324 66 62 4 -29
"2003-11-20 08:29:00" 324 70 64 4 -31
"2003-11-20 08:30:00" 324 72 63 4 -31
"2003-11-20 08:31:00" 324 76 68 5 -30
"2003-11-20 08:32:00" 324 83 68 5 -31
"2003-11-20 08:33:00" 324 85 66 5 -31
"2003-11-20 08:34:00" 324 87 70 5 -31
"2003-11-20 08:35:00" 324 93 69 5 -31
"2003-11-20 08:36:00" 324 95 71 4 -30
"2003-11-20 08:37:00" 324 97 74 4 -30
"2003-11-20 08:38:00" 324 98 75 4 -29
"2003-11-20 08:39:00" 324 96 77 4 -29
"2003-11-20 08:40:00" 324 95 80 5 -27
"2003-11-20 08:41:00" 324 98 82 4 -24
"2003-11-20 08:42:00" 324 106 83 4 -22
"2003-11-20 08:43:00" 324 107 85 3 -21
"2003-11-20 08:44:00" 324 111 85 2 -22
"2003-11-20 08:45:00" 324 111 81 2 -22
"2003-11-20 08:46:00" 324 116 78 1 -24
"2003-11-20 08:47:00" 324 120 76 1 -25
"2003-11-20 08:48:00" 324 123 77 1 -26
"2003-11-20 08:49:00" 324 126 78 0 -26
"2003-11-20 08:50:00" 324 128 78 0 -27
"2003-11-20 08:51:00" 324 130 77 0 -28
"2003-11-20 08:52:00" 324 129 72 0 -29
"2003-11-20 08:53:00" 324 127 71 0 -32
"2003-11-20 08:54:00" 324 125 75 0 -34
"2003-11-20 08:55:00" 324 121 83 0 -35
"2003-11-20 08:56:00" 324 119 93 0 -35
