index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-22 00:00:00" 326 11 24 -2 -56
"2003-11-22 00:01:00" 326 11 25 -2 -56
"2003-11-22 00:02:00" 326 11 25 -2 -56
"2003-11-22 00:03:00" 326 11 25 -2 -57
"2003-11-22 00:04:00" 326 11 25 -3 -56
"2003-11-22 00:05:00" 326 10 24 -3 -56
"2003-11-22 00:06:00" 326 10 24 -3 -56
"2003-11-22 00:07:00" 326 11 24 -3 -57
"2003-11-22 00:08:00" 326 12 25 -2 -56
"2003-11-22 00:09:00" 326 12 24 -2 -56
"2003-11-22 00:10:00" 326 12 24 -3 -57
"2003-11-22 00:11:00" 326 12 24 -3 -57
"2003-11-22 00:12:00" 326 13 23 -3 -57
"2003-11-22 00:13:00" 326 14 24 -3 -57
"2003-11-22 00:14:00" 326 14 23 -2 -57
"2003-11-22 00:15:00" 326 14 24 -3 -57
"2003-11-22 00:16:00" 326 14 24 -3 -57
"2003-11-22 00:17:00" 326 14 24 -3 -57
"2003-11-22 00:18:00" 326 14 24 -3 -58
"2003-11-22 00:19:00" 326 14 26 -3 -57
"2003-11-22 00:20:00" 326 15 26 -2 -57
"2003-11-22 00:21:00" 326 14 26 -3 -58
"2003-11-22 00:22:00" 326 14 26 -3 -57
"2003-11-22 00:23:00" 326 14 26 -3 -57
"2003-11-22 00:24:00" 326 15 26 -3 -57
"2003-11-22 00:25:00" 326 15 26 -3 -57
"2003-11-22 00:26:00" 326 16 26 -2 -57
"2003-11-22 00:27:00" 326 17 27 -2 -57
"2003-11-22 00:28:00" 326 17 26 -2 -57
"2003-11-22 00:29:00" 326 18 26 -2 -56
"2003-11-22 00:30:00" 326 19 27 -2 -56
"2003-11-22 00:31:00" 326 18 26 -2 -57
"2003-11-22 00:32:00" 326 17 24 -3 -57
"2003-11-22 00:33:00" 326 16 24 -3 -57
"2003-11-22 00:34:00" 326 14 22 -3 -58
"2003-11-22 00:35:00" 326 13 21 -3 -58
"2003-11-22 00:36:00" 326 14 21 -3 -57
"2003-11-22 00:37:00" 326 14 20 -3 -58
"2003-11-22 00:38:00" 326 14 18 -3 -58
"2003-11-22 00:39:00" 326 15 19 -3 -58
"2003-11-22 00:40:00" 326 15 19 -3 -58
"2003-11-22 00:41:00" 326 17 17 -3 -58
"2003-11-22 00:42:00" 326 15 17 -4 -59
"2003-11-22 00:43:00" 326 14 18 -4 -58
"2003-11-22 00:44:00" 326 13 18 -4 -59
"2003-11-22 00:45:00" 326 14 20 -4 -59
