index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-10-10 00:00:00" 283 1+ 5 13 0.8 4 2539 20
"2019-10-10 03:00:00" 283 4+ 32 13 0.8 4 2539 20
"2019-10-10 06:00:00" 283 4+ 32 13 0.8 4 2539 20
"2019-10-10 09:00:00" 283 2o 7 13 0.8 4 2539 20
"2019-10-10 12:00:00" 283 1+ 5 13 0.8 4 2539 20
"2019-10-10 15:00:00" 283 3o 15 13 0.8 4 2539 20
"2019-10-10 18:00:00" 283 1+ 5 13 0.8 4 2539 20
"2019-10-10 21:00:00" 283 2- 6 13 0.8 4 2539 20
