index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-01-12 00:00:00" 12 1- 3 2 0.0 0 2529 19
"2019-01-12 03:00:00" 12 0+ 2 2 0.0 0 2529 19
"2019-01-12 06:00:00" 12 0o 0 2 0.0 0 2529 19
"2019-01-12 09:00:00" 12 0o 0 2 0.0 0 2529 19
"2019-01-12 12:00:00" 12 1o 4 2 0.0 0 2529 19
"2019-01-12 15:00:00" 12 1- 3 2 0.0 0 2529 19
"2019-01-12 18:00:00" 12 0+ 2 2 0.0 0 2529 19
"2019-01-12 21:00:00" 12 0+ 2 2 0.0 0 2529 19
