index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-09-27 00:00:00" 270 0+ 2 22 1.1 5 2539 7
"2019-09-27 03:00:00" 270 1+ 5 22 1.1 5 2539 7
"2019-09-27 06:00:00" 270 2- 6 22 1.1 5 2539 7
"2019-09-27 09:00:00" 270 2- 6 22 1.1 5 2539 7
"2019-09-27 12:00:00" 270 3+ 18 22 1.1 5 2539 7
"2019-09-27 15:00:00" 270 4+ 32 22 1.1 5 2539 7
"2019-09-27 18:00:00" 270 5+ 56 22 1.1 5 2539 7
"2019-09-27 21:00:00" 270 5o 48 22 1.1 5 2539 7
