index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-05-14 00:00:00" 134 3+ 18 32 1.3 6 2534 6
"2019-05-14 03:00:00" 134 6- 67 32 1.3 6 2534 6
"2019-05-14 06:00:00" 134 6+ 94 32 1.3 6 2534 6
"2019-05-14 09:00:00" 134 3+ 18 32 1.3 6 2534 6
"2019-05-14 12:00:00" 134 2o 7 32 1.3 6 2534 6
"2019-05-14 15:00:00" 134 4- 22 32 1.3 6 2534 6
"2019-05-14 18:00:00" 134 4- 22 32 1.3 6 2534 6
"2019-05-14 21:00:00" 134 1+ 5 32 1.3 6 2534 6
