index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-07-14 00:00:00" 195 2o 7 5 0.2 1 2536 13
"2019-07-14 03:00:00" 195 1- 3 5 0.2 1 2536 13
"2019-07-14 06:00:00" 195 1- 3 5 0.2 1 2536 13
"2019-07-14 09:00:00" 195 0+ 2 5 0.2 1 2536 13
"2019-07-14 12:00:00" 195 1- 3 5 0.2 1 2536 13
"2019-07-14 15:00:00" 195 1o 4 5 0.2 1 2536 13
"2019-07-14 18:00:00" 195 2- 6 5 0.2 1 2536 13
"2019-07-14 21:00:00" 195 2+ 9 5 0.2 1 2536 13
