index	DOY	Kp	ap	Ap	Cp	C9	BSRN	NdB
2017-11-05 00:00:00	309	0+	2	1	0.0	0	2513	18
2017-11-05 03:00:00	309	0o	0	1	0.0	0	2513	18
2017-11-05 06:00:00	309	0o	0	1	0.0	0	2513	18
2017-11-05 09:00:00	309	0o	0	1	0.0	0	2513	18
2017-11-05 12:00:00	309	0o	0	1	0.0	0	2513	18
2017-11-05 15:00:00	309	0+	2	1	0.0	0	2513	18
2017-11-05 18:00:00	309	1-	3	1	0.0	0	2513	18
2017-11-05 21:00:00	309	0+	2	1	0.0	0	2513	18
