index	DOY	Kp	ap	Ap	Cp	C9	BSRN	NdB
2017-12-30 00:00:00	364	0+	2	3	0.1	0	2515	19
2017-12-30 03:00:00	364	1+	5	3	0.1	0	2515	19
2017-12-30 06:00:00	364	0+	2	3	0.1	0	2515	19
2017-12-30 09:00:00	364	0o	0	3	0.1	0	2515	19
2017-12-30 12:00:00	364	1-	3	3	0.1	0	2515	19
2017-12-30 15:00:00	364	1o	4	3	0.1	0	2515	19
2017-12-30 18:00:00	364	0+	2	3	0.1	0	2515	19
2017-12-30 21:00:00	364	2-	6	3	0.1	0	2515	19
