index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-04-15 00:00:00" 105 1+ 5 6 0.3 1 2533 4
"2019-04-15 03:00:00" 105 1+ 5 6 0.3 1 2533 4
"2019-04-15 06:00:00" 105 2+ 9 6 0.3 1 2533 4
"2019-04-15 09:00:00" 105 2+ 9 6 0.3 1 2533 4
"2019-04-15 12:00:00" 105 1+ 5 6 0.3 1 2533 4
"2019-04-15 15:00:00" 105 1- 3 6 0.3 1 2533 4
"2019-04-15 18:00:00" 105 2+ 9 6 0.3 1 2533 4
"2019-04-15 21:00:00" 105 2o 7 6 0.3 1 2533 4
