index	DOY	Kp	ap	Ap	Cp	C9	BSRN	NdB
2017-07-03 00:00:00	184	2-	6	5	0.2	1	2509	1
2017-07-03 03:00:00	184	2o	7	5	0.2	1	2509	1
2017-07-03 06:00:00	184	1+	5	5	0.2	1	2509	1
2017-07-03 09:00:00	184	1+	5	5	0.2	1	2509	1
2017-07-03 12:00:00	184	1-	3	5	0.2	1	2509	1
2017-07-03 15:00:00	184	1o	4	5	0.2	1	2509	1
2017-07-03 18:00:00	184	1-	3	5	0.2	1	2509	1
2017-07-03 21:00:00	184	2-	6	5	0.2	1	2509	1
