index	DOY	Kp	ap	Ap	Cp	C9	BSRN	NdB
2015-05-25 00:00:00	145	0+	2	2	0.0	0	2480	14
2015-05-25 03:00:00	145	0o	0	2	0.0	0	2480	14
2015-05-25 06:00:00	145	0+	2	2	0.0	0	2480	14
2015-05-25 09:00:00	145	1-	3	2	0.0	0	2480	14
2015-05-25 12:00:00	145	1-	3	2	0.0	0	2480	14
2015-05-25 15:00:00	145	0+	2	2	0.0	0	2480	14
2015-05-25 18:00:00	145	1-	3	2	0.0	0	2480	14
2015-05-25 21:00:00	145	0+	2	2	0.0	0	2480	14
